YMCC,fuelups,kml
2010 BMW F800GS,Added Dec 2011 Property of zebonsai . N/AAvg L/100km.,N/A
2010 BMW F800GS,Added Dec 2012 Property of Baiazid . N/AAvg L/100km.,N/A
2010 BMW F800GS,Added Feb 2013 &bull; 1 fuel-up Property of rockgarden . N/AAvg L/100km.,N/A
2010 BMW F800GS,Added Dec 2009 &bull; 21 fuel-ups Property of gainerwj. 5.0Avg L/100km.,5
2010 BMW F800GS,Added Jul 2010 &bull; 124 fuel-ups Property of Pray4Snow . 4.8Avg L/100km.,4.8
2010 BMW F800GS,Added Apr 2011 &bull; 18 fuel-ups Property of calgarymoto . 4.5Avg L/100km.,4.5
2010 BMW F800GS,Added May 2011 &bull; 1 fuel-up Property of mcdirtnap . N/AAvg L/100km.,N/A
2010 BMW F800GS,Added Sep 2010 &bull; 1 fuel-up Property of gianni1951 . 4.4Avg L/100km.,4.4
2010 BMW F800GS,Added Aug 2010 &bull; 3 fuel-ups Property of Pleschutznigs . 4.9Avg L/100km.,4.9
2010 BMW F800GS,Added Dec 2009 &bull; 3 fuel-ups Property of basko . 9.5Avg L/100km.,9.5
2010 BMW F800GS,Added Mar 2010 Property of maybilcatchfire. N/AAvg L/100km.,N/A
2010 BMW F800GS,Added Mar 2011 Property of Mollygrubber . N/AAvg L/100km.,N/A
2009 BMW F800GS,Added Feb 2013 &bull; 8 fuel-ups Property of Ernst . 4.9Avg L/100km.,4.9
2009 BMW F800GS,Added Mar 2011 &bull; 32 fuel-ups Property of teotsin . 5.4Avg L/100km.,5.4
2009 BMW F800GS,Added Feb 2013 &bull; 6 fuel-ups Property of Bootneck . 4.5Avg L/100km.,4.5
2009 BMW F800GS,Added May 2011 &bull; 30 fuel-ups Property of haildamage . 4.6Avg L/100km.,4.6
2009 BMW F800GS,Added Oct 2009 &bull; 108 fuel-ups Property of bfdarren . 4.4Avg L/100km.,4.4
2009 BMW F800GS,Added May 2011 &bull; 35 fuel-ups Property of snappo . 4.8Avg L/100km.,4.8
2009 BMW F800GS,Added Dec 2009 &bull; 96 fuel-ups Property of rockinrog. 4.1Avg L/100km.,4.1
2009 BMW F800GS,Added Apr 2011 &bull; 4 fuel-ups Property of SACK . 5.6Avg L/100km.,5.6
2009 BMW F800GS,Added Jul 2009 &bull; 11 fuel-ups Property of GSRider. 5.3Avg L/100km.,5.3
2009 BMW F800GS,Added Aug 2010 Property of isiTututu . N/AAvg L/100km.,N/A
2009 BMW F800GS,Added May 2012 Property of jcg42 . N/AAvg L/100km.,N/A
2009 BMW F800GS,Added Feb 2013 &bull; 3 fuel-ups Property of MikeGa . 4.6Avg L/100km.,4.6
2009 BMW F800GS,Added Jun 2012 &bull; 8 fuel-ups Property of yogeek . 4.0Avg L/100km.,4
2009 BMW F800GS,Added Jun 2011 &bull; 4 fuel-ups Property of jakobreid . 4.8Avg L/100km.,4.8
2009 BMW F800GS,Added Apr 2012 &bull; 3 fuel-ups Property of tinusvdb . 4.7Avg L/100km.,4.7
2009 BMW F800GS,Added Aug 2011 &bull; 8 fuel-ups Property of mefromsa . 5.1Avg L/100km.,5.1
2009 BMW F800GS,Added May 2010 &bull; 17 fuel-ups Property of maddaddy . 4.3Avg L/100km.,4.3
2009 BMW F800GS,Added May 2009 &bull; 1 fuel-up Property of dholaday . N/AAvg L/100km.,N/A
2009 BMW F800GS,Added Oct 2011 Property of n8foo . N/AAvg L/100km.,N/A
2009 BMW F800GS,Added Jul 2009 Property of crwade. N/AAvg L/100km.,N/A
2009 BMW F800GS,Added Mar 2013 Property of adevoir . N/AAvg L/100km.,N/A
2009 BMW F800GS,Added Jun 2010 Property of Gangplank . N/AAvg L/100km.,N/A
2008 BMW F800GS,Added Jan 2010 &bull; 50 fuel-ups Property of tombell . 5.0Avg L/100km.,5
2008 BMW F800GS,Added Oct 2009 &bull; 99 fuel-ups Property of drid . 5.6Avg L/100km.,5.6
2008 BMW F800GS,Added Jan 2009 &bull; 5 fuel-ups Property of frankie . 4.5Avg L/100km.,4.5
2008 BMW F800GS,Added Jan 2013 &bull; 3 fuel-ups Property of indysebaas . 4.9Avg L/100km.,4.9
2008 BMW F800GS,Added May 2011 &bull; 10 fuel-ups Property of tomdupld . 5.6Avg L/100km.,5.6
2008 BMW F800GS,Added Apr 2011 &bull; 2 fuel-ups Property of Ugie . 4.3Avg L/100km.,4.3
2008 BMW F800GS,Added Jun 2010 &bull; 1 fuel-up Property of moriarty . 6.4Avg L/100km.,6.4
2008 BMW F800GS,Added Sep 2012 Property of Bie . N/AAvg L/100km.,N/A
2008 BMW F800GS,Added Sep 2010 Property of AntonioGS . N/AAvg L/100km.,N/A
2008 BMW F800GS,Added Mar 2011 Property of Narvdude . N/AAvg L/100km.,N/A
2008 BMW F800GS,Added Apr 2013 Property of Gummo . N/AAvg L/100km.,N/A
2008 BMW F800GS,Added Mar 2010 Property of willy1818. N/AAvg L/100km.,N/A
2013 BMW F800GT,Added Mar 2013 &bull; 3 fuel-ups Property of danmaskell . 4.7Avg L/100km.,4.7
2013 BMW F800GT,Added Feb 2013 &bull; 6 fuel-ups Property of Steshen . 4.8Avg L/100km.,4.8
2013 BMW F800R,Added Dec 2012 &bull; 8 fuel-ups Property of Tezzer007 . 5.8Avg L/100km.,5.8
2012 BMW F800R,Added Dec 2012 &bull; 2 fuel-ups Property of Gaech . 5.2Avg L/100km.,5.2
2012 BMW F800R,Added Jun 2012 &bull; 12 fuel-ups Property of Banaanhangwagen . 4.8Avg L/100km.,4.8
2012 BMW F800R,Added Jul 2012 &bull; 3 fuel-ups Property of elamd . 4.6Avg L/100km.,4.6
2011 BMW F800R,Added Oct 2011 &bull; 59 fuel-ups Property of Ale . 5.2Avg L/100km.,5.2
2011 BMW F800R,Added Sep 2011 &bull; 46 fuel-ups Property of Teep . 5.1Avg L/100km.,5.1
2011 BMW F800R,Added Feb 2011 &bull; 103 fuel-ups Property of andrew271828 . 4.9Avg L/100km.,4.9
2011 BMW F800R,Added Mar 2013 &bull; 109 fuel-ups Property of jonpurdy . 4.6Avg L/100km.,4.6
2011 BMW F800R,Added Aug 2011 &bull; 23 fuel-ups Property of PxP . 4.7Avg L/100km.,4.7
2011 BMW F800R,Added Aug 2011 &bull; 31 fuel-ups Property of blach13 . 4.7Avg L/100km.,4.7
2011 BMW F800R,Added Mar 2012 &bull; 11 fuel-ups Property of shaun8412 . 5.5Avg L/100km.,5.5
2011 BMW F800R,Added Aug 2011 &bull; 1 fuel-up Property of gogy115 . 4.6Avg L/100km.,4.6
2011 BMW F800R,Added Oct 2012 &bull; 8 fuel-ups Property of pedrostabile . 6.0Avg L/100km.,6
2011 BMW F800R,Added Jul 2011 &bull; 3 fuel-ups Property of BallisticWarrior . 2.8Avg L/100km.,2.8
2011 BMW F800R,Added Feb 2011 &bull; 5 fuel-ups Property of psgregory . 5.6Avg L/100km.,5.6
2011 BMW F800R,Added Oct 2011 Property of Husher . N/AAvg L/100km.,N/A
2011 BMW F800R,Added May 2012 Property of carrick37 . N/AAvg L/100km.,N/A
2011 BMW F800R,Added Jun 2011 Property of mrstamper . N/AAvg L/100km.,N/A
2010 BMW F800R,Added Mar 2012 &bull; 17 fuel-ups Property of Gibbo . 4.7Avg L/100km.,4.7
2010 BMW F800R,Added Aug 2011 &bull; 7 fuel-ups Property of nikos . 5.0Avg L/100km.,5
2010 BMW F800R,Added Nov 2010 &bull; 26 fuel-ups Property of daemonium . 6.4Avg L/100km.,6.4
2010 BMW F800R,Added Jul 2010 &bull; 8 fuel-ups Property of RadMan . 4.3Avg L/100km.,4.3
2010 BMW F800R,Added Dec 2011 Property of kencurley . N/AAvg L/100km.,N/A
2010 BMW F800R,Added Aug 2012 &bull; 31 fuel-ups Property of goldfish168 . 4.4Avg L/100km.,4.4
2010 BMW F800R,Added Sep 2010 &bull; 28 fuel-ups Property of popsky . 4.2Avg L/100km.,4.2
2009 BMW F800R,Added Nov 2011 &bull; 110 fuel-ups Property of GrandVince . 5.0Avg L/100km.,5
2009 BMW F800R,Added May 2010 &bull; 7 fuel-ups Property of weefelly . 4.5Avg L/100km.,4.5
2009 BMW F800R,Added Jan 2010 &bull; 49 fuel-ups Property of iwanprys . 4.8Avg L/100km.,4.8
2009 BMW F800R,Added Jun 2012 &bull; 1 fuel-up Property of mart1jn . 4.5Avg L/100km.,4.5
2009 BMW F800R,Added Mar 2011 &bull; 89 fuel-ups Property of Hedgehog . 5.3Avg L/100km.,5.3
2009 BMW F800R,Added May 2011 Property of Timeh . N/AAvg L/100km.,N/A
2009 BMW F800R,Added Sep 2009 Property of rage. N/AAvg L/100km.,N/A
2010 BMW F800S,Added Jun 2011 &bull; 38 fuel-ups Property of guidoveloce . 5.0Avg L/100km.,5
2010 BMW F800S,Added Sep 2009 Property of TimWatson. N/AAvg L/100km.,N/A
2009 BMW F800S,Added Apr 2010 Property of Fuelaholic . N/AAvg L/100km.,N/A
2008 BMW F800S,Added Aug 2010 &bull; 162 fuel-ups Property of growse . 4.9Avg L/100km.,4.9
2008 BMW F800S,Added Mar 2013 &bull; 1 fuel-up Property of EasilyImpressedFred . 4.3Avg L/100km.,4.3
2008 BMW F800S,Added Aug 2011 &bull; 35 fuel-ups Property of Heboza . 4.6Avg L/100km.,4.6
2008 BMW F800S,Added Aug 2010 &bull; 3 fuel-ups Property of Br . 4.6Avg L/100km.,4.6
2008 BMW F800S,Added Aug 2011 &bull; 25 fuel-ups Property of lollonet . 5.0Avg L/100km.,5
2008 BMW F800S,Added Dec 2010 &bull; 5 fuel-ups Property of Koevoet . 2.3Avg L/100km.,2.3
2008 BMW F800S,Added Apr 2009 &bull; 3 fuel-ups Property of olivethebiker. 4.9Avg L/100km.,4.9
2008 BMW F800S,Added May 2009 &bull; 1 fuel-up Property of nsbeemer. 5.6Avg L/100km.,5.6
2008 BMW F800S,Added Oct 2010 Property of doughnut . N/AAvg L/100km.,N/A
2007 BMW F800S,Added Mar 2009 &bull; 200 fuel-ups Property of polackium . 4.3Avg L/100km.,4.3
2007 BMW F800S,Added May 2011 &bull; 175 fuel-ups Property of Andy949494 . 4.0Avg L/100km.,4
2007 BMW F800S,Added Feb 2009 &bull; 112 fuel-ups Property of johnM . 5.2Avg L/100km.,5.2
2007 BMW F800S,Added Jul 2012 &bull; 13 fuel-ups Property of JFritts . 4.1Avg L/100km.,4.1
2007 BMW F800S,Added Nov 2008 &bull; 236 fuel-ups Property of Scorch . 5.1Avg L/100km.,5.1
2007 BMW F800S,Added Mar 2011 &bull; 52 fuel-ups Property of bencarufel . 4.9Avg L/100km.,4.9
2007 BMW F800S,Added Mar 2009 &bull; 288 fuel-ups Property of psgregory . 5.1Avg L/100km.,5.1
2007 BMW F800S,Added Aug 2009 &bull; 80 fuel-ups Property of Teep . 5.2Avg L/100km.,5.2
2007 BMW F800S,Added Jun 2011 &bull; 13 fuel-ups Property of corywouters . 4.1Avg L/100km.,4.1
2007 BMW F800S,Added May 2009 &bull; 77 fuel-ups Property of lynxmann . 4.0Avg L/100km.,4
2007 BMW F800S,Added Jan 2009 &bull; 130 fuel-ups Property of cynic . 4.3Avg L/100km.,4.3
2007 BMW F800S,Added May 2009 &bull; 25 fuel-ups Property of Iyhel . 4.5Avg L/100km.,4.5
2007 BMW F800S,Added Feb 2009 &bull; 32 fuel-ups Property of Gapek . 5.4Avg L/100km.,5.4
2007 BMW F800S,Added Oct 2008 &bull; 1 fuel-up Property of Avboden. 3.8Avg L/100km.,3.8
2007 BMW F800S,Added Aug 2008 Property of captainjam. N/AAvg L/100km.,N/A
2007 BMW F800S,Added Mar 2012 &bull; 33 fuel-ups Property of novasbc . 4.7Avg L/100km.,4.7
2007 BMW F800S,Added Feb 2012 &bull; 12 fuel-ups Property of Rabster . 5.1Avg L/100km.,5.1
2007 BMW F800S,Added Apr 2012 &bull; 1 fuel-up Property of MoonerOwned . 6.1Avg L/100km.,6.1
2007 BMW F800S,Added Aug 2010 Property of talr . N/AAvg L/100km.,N/A
2007 BMW F800S,Added Dec 2010 Property of glenn2ns . N/AAvg L/100km.,N/A
2006 BMW F800S,Added May 2011 &bull; 32 fuel-ups Property of Steshen . 4.7Avg L/100km.,4.7
2006 BMW F800S,Added Oct 2010 &bull; 42 fuel-ups Property of pastou . 5.1Avg L/100km.,5.1
2006 BMW F800S,Added May 2010 &bull; 5 fuel-ups Property of Jevigar . 5.8Avg L/100km.,5.8
2006 BMW F800S,Added Dec 2008 &bull; 49 fuel-ups Property of jpoulsen . 5.0Avg L/100km.,5
2006 BMW F800S,Added Jun 2012 &bull; 2 fuel-ups Property of leepy . 4.6Avg L/100km.,4.6
2006 BMW F800S,Added Dec 2009 &bull; 12 fuel-ups Property of ercanj . 4.7Avg L/100km.,4.7
2006 BMW F800S,Added Nov 2009 &bull; 3 fuel-ups Property of Dunny . 4.9Avg L/100km.,4.9
2012 BMW F800ST,Added Jun 2012 &bull; 14 fuel-ups Property of dRider800 . 4.6Avg L/100km.,4.6
2012 BMW F800ST,Added Oct 2011 &bull; 24 fuel-ups Property of bartbaaten . 4.5Avg L/100km.,4.5
2012 BMW F800ST,Added Sep 2012 &bull; 23 fuel-ups Property of Scorch . 5.5Avg L/100km.,5.5
2012 BMW F800ST,Added Apr 2012 &bull; 12 fuel-ups Property of Disastrous . 4.8Avg L/100km.,4.8
2012 BMW F800ST,Added Oct 2011 &bull; 5 fuel-ups Property of ppc750 . 4.4Avg L/100km.,4.4
2012 BMW F800ST,Added Feb 2013 &bull; 6 fuel-ups Property of chevydodge . 4.7Avg L/100km.,4.7
2012 BMW F800ST,Added Feb 2012 &bull; 34 fuel-ups Property of dreamwave6 . 4.5Avg L/100km.,4.5
2012 BMW F800ST,Added Mar 2012 &bull; 4 fuel-ups Property of nortonxsu . 4.6Avg L/100km.,4.6
2012 BMW F800ST,Added Jun 2012 Property of dguzman . N/AAvg L/100km.,N/A
2012 BMW F800ST,Added Mar 2013 Property of a330boy . N/AAvg L/100km.,N/A
2011 BMW F800ST,Added Mar 2012 &bull; 33 fuel-ups Property of ir . 4.5Avg L/100km.,4.5
2011 BMW F800ST,Added Feb 2012 &bull; 15 fuel-ups Property of Kiroluna . 4.9Avg L/100km.,4.9
2011 BMW F800ST,Added Mar 2011 &bull; 8 fuel-ups Property of macapaca . 4.6Avg L/100km.,4.6
2011 BMW F800ST,Added Aug 2011 Property of aix . N/AAvg L/100km.,N/A
2011 BMW F800ST,Added Apr 2013 &bull; 2 fuel-ups Property of benyamin . 5.3Avg L/100km.,5.3
2011 BMW F800ST,Added Jan 2013 &bull; 10 fuel-ups Property of neiljenn . 3.9Avg L/100km.,3.9
2011 BMW F800ST,Added Nov 2012 &bull; 17 fuel-ups Property of tomknight . 5.2Avg L/100km.,5.2
2011 BMW F800ST,Added Jun 2011 &bull; 145 fuel-ups Property of sion1771 . 4.5Avg L/100km.,4.5
2011 BMW F800ST,Added Mar 2013 &bull; 8 fuel-ups Property of bencarufel . 4.8Avg L/100km.,4.8
2011 BMW F800ST,Added Jun 2011 &bull; 86 fuel-ups Property of heckoch . 5.2Avg L/100km.,5.2
2010 BMW F800ST,Added May 2010 &bull; 338 fuel-ups Property of BicycleBoy . 3.5Avg L/100km.,3.5
2010 BMW F800ST,Added Dec 2012 &bull; 7 fuel-ups Property of matty589 . 5.4Avg L/100km.,5.4
2010 BMW F800ST,Added Sep 2012 &bull; 2 fuel-ups Property of emailman . 3.7Avg L/100km.,3.7
2010 BMW F800ST,Added Jun 2011 &bull; 1 fuel-up Property of millsan1 . N/AAvg L/100km.,N/A
2010 BMW F800ST,Added Jul 2010 &bull; 30 fuel-ups Property of jukeboXXX . 4.2Avg L/100km.,4.2
2010 BMW F800ST,Added Jul 2011 Property of LoffKat . N/AAvg L/100km.,N/A
2010 BMW F800ST,Added Jan 2011 &bull; 73 fuel-ups Property of bradrf . 4.4Avg L/100km.,4.4
2010 BMW F800ST,Added Jul 2010 &bull; 11 fuel-ups Property of Chezard . 5.1Avg L/100km.,5.1
2010 BMW F800ST,Added Jul 2011 Property of AnjilK . N/AAvg L/100km.,N/A
2009 BMW F800ST,Added Nov 2008 &bull; 130 fuel-ups Property of bricabrac . 4.3Avg L/100km.,4.3
2009 BMW F800ST,Added Oct 2010 &bull; 130 fuel-ups Property of DH63 . 4.4Avg L/100km.,4.4
2009 BMW F800ST,Added Jun 2012 &bull; 30 fuel-ups Property of alfa13 . 4.2Avg L/100km.,4.2
2009 BMW F800ST,Added Sep 2009 &bull; 39 fuel-ups Property of gietl . 3.9Avg L/100km.,3.9
2009 BMW F800ST,Added Jan 2010 &bull; 91 fuel-ups Property of kkaykk . 4.1Avg L/100km.,4.1
2009 BMW F800ST,Added Jul 2011 &bull; 27 fuel-ups Property of smpl5 . 4.8Avg L/100km.,4.8
2009 BMW F800ST,Added May 2012 &bull; 35 fuel-ups Property of jcarpino . 4.1Avg L/100km.,4.1
2009 BMW F800ST,Added Aug 2010 &bull; 68 fuel-ups Property of Cdcro . 5.1Avg L/100km.,5.1
2009 BMW F800ST,Added May 2009 &bull; 40 fuel-ups Property of Roymondo . 5.0Avg L/100km.,5
2009 BMW F800ST,Added Jun 2010 &bull; 1 fuel-up Property of qaz . 4.8Avg L/100km.,4.8
2009 BMW F800ST,Added Oct 2008 &bull; 41 fuel-ups Property of veryhumid . 4.0Avg L/100km.,4
2009 BMW F800ST,Added Sep 2009 &bull; 4 fuel-ups Property of Kaidynce . 4.8Avg L/100km.,4.8
2009 BMW F800ST,Added Apr 2012 &bull; 137 fuel-ups Property of mikie . 3.8Avg L/100km.,3.8
2009 BMW F800ST,Added May 2011 &bull; 17 fuel-ups Property of tlethere . 4.6Avg L/100km.,4.6
2009 BMW F800ST,Added Jul 2011 &bull; 1 fuel-up Property of dewisant . 4.8Avg L/100km.,4.8
2009 BMW F800ST,Added Jun 2009 &bull; 32 fuel-ups Property of touchton. 4.6Avg L/100km.,4.6
2009 BMW F800ST,Added Aug 2010 &bull; 31 fuel-ups Property of LBS . 4.8Avg L/100km.,4.8
2009 BMW F800ST,Added Nov 2009 &bull; 58 fuel-ups Property of jeffmclark . 4.8Avg L/100km.,4.8
2009 BMW F800ST,Added Aug 2010 &bull; 1 fuel-up Property of av8npa . 4.5Avg L/100km.,4.5
2009 BMW F800ST,Added Apr 2010 &bull; 6 fuel-ups Property of Jaimew . 4.1Avg L/100km.,4.1
2009 BMW F800ST,Added Jul 2011 Property of dewisant . N/AAvg L/100km.,N/A
2009 BMW F800ST,Added Oct 2012 Property of witch . N/AAvg L/100km.,N/A
2009 BMW F800ST,Added Sep 2011 Property of daithiblair . N/AAvg L/100km.,N/A
2009 BMW F800ST,Added Feb 2009 Property of Gtaris . N/AAvg L/100km.,N/A
2009 BMW F800ST,Added Apr 2011 Property of rastuscat . N/AAvg L/100km.,N/A
2008 BMW F800ST,Added Nov 2012 &bull; 5 fuel-ups Property of jmelchio . 5.1Avg L/100km.,5.1
2008 BMW F800ST,Added Oct 2008 &bull; 229 fuel-ups Property of tpcole22 . 4.5Avg L/100km.,4.5
2008 BMW F800ST,Added Dec 2008 &bull; 118 fuel-ups Property of bbb . 4.9Avg L/100km.,4.9
2008 BMW F800ST,Added Oct 2009 &bull; 136 fuel-ups Property of CroftsMan . 4.9Avg L/100km.,4.9
2008 BMW F800ST,Added Nov 2008 &bull; 61 fuel-ups Property of keizai . 4.2Avg L/100km.,4.2
2008 BMW F800ST,Added Apr 2012 &bull; 14 fuel-ups Property of koalaballa . 4.8Avg L/100km.,4.8
2008 BMW F800ST,Added Mar 2011 &bull; 53 fuel-ups Property of combustor . 3.9Avg L/100km.,3.9
2008 BMW F800ST,Added Sep 2010 &bull; 27 fuel-ups Property of ohg59 . 4.5Avg L/100km.,4.5
2008 BMW F800ST,Added Nov 2008 &bull; 91 fuel-ups Property of Rogrrr . 4.4Avg L/100km.,4.4
2008 BMW F800ST,Added Jan 2010 &bull; 36 fuel-ups Property of SConour . 3.9Avg L/100km.,3.9
2008 BMW F800ST,Added Oct 2008 &bull; 44 fuel-ups Property of IndyBMW . 4.2Avg L/100km.,4.2
2008 BMW F800ST,Added Jul 2010 &bull; 11 fuel-ups Property of hendrik . 4.1Avg L/100km.,4.1
2008 BMW F800ST,Added Jun 2009 &bull; 18 fuel-ups Property of reycer . 4.7Avg L/100km.,4.7
2008 BMW F800ST,Added Oct 2009 &bull; 2 fuel-ups Property of prezzy . 5.8Avg L/100km.,5.8
2008 BMW F800ST,Added Oct 2008 &bull; 20 fuel-ups Property of NWJDI . 4.7Avg L/100km.,4.7
2008 BMW F800ST,Added Nov 2008 &bull; 45 fuel-ups Property of four12 . 4.5Avg L/100km.,4.5
2008 BMW F800ST,Added May 2009 &bull; 1 fuel-up Property of prib81. N/AAvg L/100km.,N/A
2008 BMW F800ST,Added Oct 2008 &bull; 1 fuel-up Property of F800StGal. 3.9Avg L/100km.,3.9
2008 BMW F800ST,Added Aug 2008 &bull; 53 fuel-ups Property of Brendan . 4.0Avg L/100km.,4
2008 BMW F800ST,Added Dec 2011 Property of Peppegatt . N/AAvg L/100km.,N/A
2008 BMW F800ST,Added Nov 2011 &bull; 1 fuel-up Property of doc4216 . 3.5Avg L/100km.,3.5
2008 BMW F800ST,Added Jul 2011 &bull; 56 fuel-ups Property of sonnyboy . 3.8Avg L/100km.,3.8
2008 BMW F800ST,Added Apr 2010 &bull; 98 fuel-ups Property of rad . 4.1Avg L/100km.,4.1
2008 BMW F800ST,Added Nov 2010 &bull; 9 fuel-ups Property of BMWBarbe . 3.7Avg L/100km.,3.7
2008 BMW F800ST,Added May 2009 &bull; 13 fuel-ups Property of DesiRider . 4.5Avg L/100km.,4.5
2008 BMW F800ST,Added May 2009 Property of cutnmake . N/AAvg L/100km.,N/A
2008 BMW F800ST,Added Feb 2013 Property of cmoler . N/AAvg L/100km.,N/A
2007 BMW F800ST,Added Sep 2012 &bull; 4 fuel-ups Property of mj72 . 4.7Avg L/100km.,4.7
2007 BMW F800ST,Added Apr 2010 &bull; 29 fuel-ups Property of PhotoRex . 4.3Avg L/100km.,4.3
2007 BMW F800ST,Added Dec 2010 &bull; 87 fuel-ups Property of wvb . 5.0Avg L/100km.,5
2007 BMW F800ST,Added Oct 2010 &bull; 36 fuel-ups Property of mikeo . 4.1Avg L/100km.,4.1
2007 BMW F800ST,Added Oct 2008 &bull; 249 fuel-ups Property of superduper . 4.4Avg L/100km.,4.4
2007 BMW F800ST,Added Apr 2010 &bull; 2 fuel-ups Property of Kostas. 5.8Avg L/100km.,5.8
2007 BMW F800ST,Added Feb 2009 &bull; 3 fuel-ups Property of DjMoFunk. 4.3Avg L/100km.,4.3
2007 BMW F800ST,Added Oct 2008 &bull; 4 fuel-ups Property of F800StGal. 3.8Avg L/100km.,3.8
2007 BMW F800ST,Added Aug 2012 Property of MotoVal . N/AAvg L/100km.,N/A
2007 BMW F800ST,Added Feb 2013 &bull; 7 fuel-ups Property of SpaceGhost . 3.8Avg L/100km.,3.8
2007 BMW F800ST,Added Mar 2013 &bull; 3 fuel-ups Property of bmwquickspeed . 4.2Avg L/100km.,4.2
2007 BMW F800ST,Added Jul 2012 &bull; 14 fuel-ups Property of posthuman . 4.6Avg L/100km.,4.6
2007 BMW F800ST,Added Jun 2009 &bull; 6 fuel-ups Property of aenea . 4.2Avg L/100km.,4.2
2007 BMW F800ST,Added Aug 2011 &bull; 4 fuel-ups Property of cirodam . 4.0Avg L/100km.,4
2007 BMW F800ST,Added Apr 2010 &bull; 4 fuel-ups Property of talexan . 5.4Avg L/100km.,5.4
2007 BMW F800ST,Added Jul 2009 &bull; 1 fuel-up Property of lt8x7 . N/AAvg L/100km.,N/A
2007 BMW F800ST,Added Mar 2013 Property of ecotopia . N/AAvg L/100km.,N/A
2007 BMW F800ST,Added Aug 2010 Property of mshobe . N/AAvg L/100km.,N/A
2007 BMW F800ST,Added Dec 2008 Property of timday10. N/AAvg L/100km.,N/A
2007 BMW F800ST,Added Feb 2010 Property of xmasbird. N/AAvg L/100km.,N/A
2007 BMW F800ST,Added Dec 2010 Property of Wolfgang . N/AAvg L/100km.,N/A
2006 BMW F800ST,Added Nov 2012 &bull; 15 fuel-ups Property of Manners . 5.3Avg L/100km.,5.3
2006 BMW F800ST,Added Jan 2010 &bull; 13 fuel-ups Property of pinkyponk . 5.2Avg L/100km.,5.2
2006 BMW F800ST,Added Aug 2011 &bull; 2 fuel-ups Property of Titch . 4.5Avg L/100km.,4.5
2013 BMW G650 GS,Added Mar 2013 &bull; 2 fuel-ups Property of Saito . 4.3Avg L/100km.,4.3
2013 BMW G650 GS,Added Jan 2013 &bull; 3 fuel-ups Property of vakaoBR . 5.1Avg L/100km.,5.1
2012 BMW G650 GS,Added Feb 2013 &bull; 34 fuel-ups Property of Backwardsit . 4.1Avg L/100km.,4.1
2012 BMW G650 GS,Added Aug 2012 &bull; 60 fuel-ups Property of Mymidlife . 3.4Avg L/100km.,3.4
2012 BMW G650 GS,Added Apr 2012 &bull; 19 fuel-ups Property of kpbeddin . 3.7Avg L/100km.,3.7
2012 BMW G650 GS,Added Mar 2013 &bull; 7 fuel-ups Property of aangel . 4.1Avg L/100km.,4.1
2012 BMW G650 GS,Added Oct 2012 &bull; 12 fuel-ups Property of milnerw . 4.3Avg L/100km.,4.3
2012 BMW G650 GS,Added Dec 2011 &bull; 10 fuel-ups Property of mamm . 4.4Avg L/100km.,4.4
2012 BMW G650 GS,Added Jul 2012 &bull; 1 fuel-up Property of kaioleal . N/AAvg L/100km.,N/A
2012 BMW G650 GS,Added Sep 2011 &bull; 2 fuel-ups Property of internetado . 2.6Avg L/100km.,2.6
2011 BMW G650 GS,Added Apr 2012 &bull; 81 fuel-ups Property of progdan . 4.0Avg L/100km.,4
2011 BMW G650 GS,Added Nov 2011 &bull; 13 fuel-ups Property of rayf . 3.7Avg L/100km.,3.7
2011 BMW G650 GS,Added Dec 2011 &bull; 110 fuel-ups Property of Kokimoto . 4.3Avg L/100km.,4.3
2011 BMW G650 GS,Added Apr 2012 &bull; 25 fuel-ups Property of Astrobyker . 3.6Avg L/100km.,3.6
2011 BMW G650 GS,Added Jul 2011 &bull; 24 fuel-ups Property of Cueball . 4.0Avg L/100km.,4
2011 BMW G650 GS,Added Apr 2012 Property of fernando . N/AAvg L/100km.,N/A
2011 BMW G650 GS,Added Jan 2013 &bull; 15 fuel-ups Property of Allweathers . 4.0Avg L/100km.,4
2011 BMW G650 GS,Added Jul 2012 &bull; 65 fuel-ups Property of Cesarjnd . 4.1Avg L/100km.,4.1
2011 BMW G650 GS,Added Oct 2012 &bull; 1 fuel-up Property of timgnz . 3.9Avg L/100km.,3.9
2011 BMW G650 GS,Added Nov 2011 &bull; 23 fuel-ups Property of ali . 3.9Avg L/100km.,3.9
2011 BMW G650 GS,Added Mar 2012 &bull; 8 fuel-ups Property of Telmo . 4.6Avg L/100km.,4.6
2011 BMW G650 GS,Added Nov 2011 &bull; 5 fuel-ups Property of leepy . 3.9Avg L/100km.,3.9
2011 BMW G650 GS,Added Apr 2012 Property of gereccius . N/AAvg L/100km.,N/A
2010 BMW G650 GS,Added Feb 2012 &bull; 139 fuel-ups Property of PauloTie . 4.3Avg L/100km.,4.3
2009 BMW G650 GS,Added Sep 2010 &bull; 74 fuel-ups Property of brian83 . 3.9Avg L/100km.,3.9
2009 BMW G650 GS,Added Oct 2011 &bull; 22 fuel-ups Property of joethelesser . 4.7Avg L/100km.,4.7
2009 BMW G650 GS,Added Oct 2012 &bull; 13 fuel-ups Property of jenn7ryan . 4.2Avg L/100km.,4.2
2009 BMW G650 GS,Added Sep 2012 &bull; 5 fuel-ups Property of c3eh . 4.8Avg L/100km.,4.8
