YMCC,fuelups,kml
1987 BMW K75,Added May 2012 Property of Stormtrooper777 . N/AAvg L/100km.,N/A
1986 BMW K75,Added Jul 2011 &bull; 32 fuel-ups Property of NateVentura . 5.9Avg L/100km.,5.9
1986 BMW K75,Added Sep 2009 &bull; 9 fuel-ups Property of silvercat . 4.6Avg L/100km.,4.6
1986 BMW K75,Added Jul 2009 &bull; 16 fuel-ups Property of Rema1000. 5.1Avg L/100km.,5.1
1986 BMW K75,Added Feb 2013 &bull; 4 fuel-ups Property of ghostwhorides . 5.0Avg L/100km.,5
1986 BMW K75,Added Apr 2013 Property of Malcolmt . N/AAvg L/100km.,N/A
1985 BMW K75,Added Apr 2013 Property of ToddBerlin . N/AAvg L/100km.,N/A
1978 BMW R100 Slash 7,Added Jan 2010 &bull; 4 fuel-ups Property of RickM . 6.1Avg L/100km.,6.1
1992 BMW R100GS,Added Apr 2012 &bull; 10 fuel-ups Property of MySelf87 . 5.9Avg L/100km.,5.9
1991 BMW R100GS,Added Jun 2010 &bull; 34 fuel-ups Property of FrugalFueler . 5.3Avg L/100km.,5.3
1991 BMW R100GS,Added Jan 2013 &bull; 3 fuel-ups Property of coledude . 6.4Avg L/100km.,6.4
1989 BMW R100GS,Added Feb 2011 Property of kiwifueller . N/AAvg L/100km.,N/A
1988 BMW R100RS,Added Aug 2010 &bull; 5 fuel-ups Property of DrDoom . 6.8Avg L/100km.,6.8
1981 BMW R100RS,Added Sep 2009 &bull; 15 fuel-ups Property of lt8x7 . 6.5Avg L/100km.,6.5
1981 BMW R100RS,Added Feb 2013 &bull; 25 fuel-ups Property of arendbrink . 6.8Avg L/100km.,6.8
1978 BMW R100RS,Added Mar 2013 Property of WarpOne . N/AAvg L/100km.,N/A
2001 BMW R100RT,Added Mar 2013 Property of Woodie . N/AAvg L/100km.,N/A
1991 BMW R100RT,Added Jun 2012 &bull; 206 fuel-ups Property of Bikeaholic . 5.6Avg L/100km.,5.6
1989 BMW R100RT,Added Apr 2011 &bull; 9 fuel-ups Property of dirklottering . 5.7Avg L/100km.,5.7
1983 BMW R100RT,Added Mar 2012 &bull; 64 fuel-ups Property of rmachida . 5.9Avg L/100km.,5.9
1982 BMW R100RT,Added Apr 2011 &bull; 51 fuel-ups Property of DeonS . 7.7Avg L/100km.,7.7
1980 BMW R100RT,Added Mar 2011 &bull; 12 fuel-ups Property of wudkayaker . 5.9Avg L/100km.,5.9
1979 BMW R100RT,Added Aug 2011 Property of maxack . N/AAvg L/100km.,N/A
1999 BMW R1100 GS,Added Jan 2013 &bull; 15 fuel-ups Property of rbraxton . 6.5Avg L/100km.,6.5
1998 BMW R1100 GS,Added Sep 2012 &bull; 16 fuel-ups Property of Bernoulli . 6.9Avg L/100km.,6.9
1998 BMW R1100 GS,Added Mar 2012 &bull; 275 fuel-ups Property of GuidoT . 6.0Avg L/100km.,6
1996 BMW R1100 GS,Added Jul 2012 Property of bluesbleu . N/AAvg L/100km.,N/A
1995 BMW R1100 GS,Added May 2011 &bull; 68 fuel-ups Property of RickM . 5.7Avg L/100km.,5.7
1995 BMW R1100 GS,Added May 2011 Property of murkidi . N/AAvg L/100km.,N/A
1995 BMW R1100 GS,Added Sep 2011 Property of Redturtle . N/AAvg L/100km.,N/A
1994 BMW R1100 GS,Added Apr 2010 &bull; 1 fuel-up Property of lobato. N/AAvg L/100km.,N/A
2001 BMW R1100R,Added Mar 2009 Property of war2d2. N/AAvg L/100km.,N/A
2001 BMW R1100R,Added Sep 2008 Property of mattymatt26. N/AAvg L/100km.,N/A
2000 BMW R1100R,Added Apr 2011 &bull; 16 fuel-ups Property of Smithy . 6.1Avg L/100km.,6.1
2000 BMW R1100R,Added Sep 2008 &bull; 6 fuel-ups Property of cymor. 5.9Avg L/100km.,5.9
1999 BMW R1100R,Added Apr 2011 &bull; 3 fuel-ups Property of r1100ron . 5.7Avg L/100km.,5.7
1999 BMW R1100R,Added Mar 2012 &bull; 1 fuel-up Property of TheSnowman . 5.0Avg L/100km.,5
1998 BMW R1100R,Added Oct 2012 &bull; 7 fuel-ups Property of MiataTDI . 5.5Avg L/100km.,5.5
1998 BMW R1100R,Added Sep 2012 &bull; 29 fuel-ups Property of dcw . 5.6Avg L/100km.,5.6
1997 BMW R1100R,Added May 2012 &bull; 11 fuel-ups Property of RoverGeezer . 6.4Avg L/100km.,6.4
1996 BMW R1100R,Added Jul 2010 &bull; 2 fuel-ups Property of guenael . 6.3Avg L/100km.,6.3
1996 BMW R1100R,Added Dec 2009 Property of jdw03n. N/AAvg L/100km.,N/A
2004 BMW R1100RS,Added Dec 2012 &bull; 1 fuel-up Property of warlock983 . 4.9Avg L/100km.,4.9
1995 BMW R1100RS,Added Mar 2012 &bull; 4 fuel-ups Property of gipinozetino . 5.3Avg L/100km.,5.3
1994 BMW R1100RS,Added Mar 2011 &bull; 37 fuel-ups Property of Liftrat . 5.0Avg L/100km.,5
1994 BMW R1100RS,Added Jun 2012 Property of R1100RS . N/AAvg L/100km.,N/A
1993 BMW R1100RS,Added Jul 2012 &bull; 2 fuel-ups Property of jbogalho . 6.9Avg L/100km.,6.9
1995 BMW R1100RSL,Added Apr 2011 Property of BMWR1100RSL . N/AAvg L/100km.,N/A
1994 BMW R1100RSL,Added Jul 2010 &bull; 110 fuel-ups Property of superduper . 5.8Avg L/100km.,5.8
2000 BMW R1100RT,Added Jan 2013 &bull; 21 fuel-ups Property of Graemem . 7.1Avg L/100km.,7.1
2000 BMW R1100RT,Added Aug 2011 &bull; 9 fuel-ups Property of philrusted . 5.7Avg L/100km.,5.7
2000 BMW R1100RT,Added Jan 2010 &bull; 23 fuel-ups Property of swb1509 . 6.6Avg L/100km.,6.6
2000 BMW R1100RT,Added Oct 2012 &bull; 23 fuel-ups Property of Motown . 6.5Avg L/100km.,6.5
2000 BMW R1100RT,Added Apr 2012 &bull; 1 fuel-up Property of BigFoot . N/AAvg L/100km.,N/A
2000 BMW R1100RT,Added Aug 2012 &bull; 5 fuel-ups Property of mindspin . 5.5Avg L/100km.,5.5
2000 BMW R1100RT,Added May 2012 &bull; 20 fuel-ups Property of fausz . 5.7Avg L/100km.,5.7
2000 BMW R1100RT,Added May 2011 &bull; 8 fuel-ups Property of jfondren3 . 5.7Avg L/100km.,5.7
2000 BMW R1100RT,Added Aug 2012 Property of paulpcs . N/AAvg L/100km.,N/A
2000 BMW R1100RT,Added Mar 2013 Property of SilverWing . N/AAvg L/100km.,N/A
2000 BMW R1100RT,Added Aug 2012 Property of diamondhead . N/AAvg L/100km.,N/A
2000 BMW R1100RT,Added May 2011 Property of ianboyd . N/AAvg L/100km.,N/A
1999 BMW R1100RT,Added Jun 2009 &bull; 231 fuel-ups Property of jimmyp . 5.3Avg L/100km.,5.3
1999 BMW R1100RT,Added Dec 2010 &bull; 16 fuel-ups Property of jlmuir . 6.3Avg L/100km.,6.3
1999 BMW R1100RT,Added Dec 2011 &bull; 32 fuel-ups Property of makarov380. 6.0Avg L/100km.,6
1999 BMW R1100RT,Added Jun 2012 &bull; 14 fuel-ups Property of biometrics . 5.0Avg L/100km.,5
1999 BMW R1100RT,Added Mar 2011 &bull; 18 fuel-ups Property of Doggedly . 5.6Avg L/100km.,5.6
1999 BMW R1100RT,Added Mar 2012 &bull; 1 fuel-up Property of Zenith49 . 7.6Avg L/100km.,7.6
1999 BMW R1100RT,Added Apr 2011 &bull; 1 fuel-up Property of bluesquareman . 5.5Avg L/100km.,5.5
1999 BMW R1100RT,Added Feb 2013 Property of boeing . N/AAvg L/100km.,N/A
1998 BMW R1100RT,Added Mar 2013 &bull; 32 fuel-ups Property of DeusJuvat . 5.8Avg L/100km.,5.8
1997 BMW R1100RT,Added Nov 2011 &bull; 26 fuel-ups Property of peterpage . 6.7Avg L/100km.,6.7
1996 BMW R1100RT,Added Dec 2012 &bull; 2 fuel-ups Property of SuperCole . 6.9Avg L/100km.,6.9
1996 BMW R1100RT,Added May 2012 &bull; 2 fuel-ups Property of Liftrat . 5.4Avg L/100km.,5.4
1996 BMW R1100RT,Added Jul 2012 &bull; 6 fuel-ups Property of Orion8251 . 5.4Avg L/100km.,5.4
1996 BMW R1100RT,Added May 2011 &bull; 5 fuel-ups Property of lsimmons . 4.8Avg L/100km.,4.8
1996 BMW R1100RT,Added Jul 2011 Property of Senny . N/AAvg L/100km.,N/A
1996 BMW R1100RT,Added Feb 2013 Property of derail . N/AAvg L/100km.,N/A
1996 BMW R1100RT,Added Apr 2013 Property of cyberbenj . N/AAvg L/100km.,N/A
1995 BMW R1100RT,Added Jan 2011 &bull; 19 fuel-ups Property of brucehoult . 6.4Avg L/100km.,6.4
2005 BMW R1100s,Added Feb 2012 &bull; 3 fuel-ups Property of TimEvans . 5.3Avg L/100km.,5.3
2004 BMW R1100s,Added Jul 2012 &bull; 26 fuel-ups Property of mselway . 5.6Avg L/100km.,5.6
2004 BMW R1100s,Added Oct 2011 &bull; 3 fuel-ups Property of corywouters . 5.3Avg L/100km.,5.3
2004 BMW R1100s,Added Apr 2012 &bull; 7 fuel-ups Property of tubular . 5.3Avg L/100km.,5.3
2004 BMW R1100s,Added Jul 2012 &bull; 8 fuel-ups Property of minton82 . 6.3Avg L/100km.,6.3
2003 BMW R1100s,Added Dec 2011 &bull; 98 fuel-ups Property of k75s . 5.4Avg L/100km.,5.4
2003 BMW R1100s,Added Oct 2011 &bull; 8 fuel-ups Property of k75s . 5.4Avg L/100km.,5.4
2003 BMW R1100s,Added Mar 2011 Property of MikeB1100 . N/AAvg L/100km.,N/A
2002 BMW R1100s,Added Mar 2013 &bull; 2 fuel-ups Property of hakuin . 5.3Avg L/100km.,5.3
2002 BMW R1100s,Added Aug 2011 Property of DeltaNu1142 . N/AAvg L/100km.,N/A
2001 BMW R1100s,Added May 2011 &bull; 29 fuel-ups Property of Boxermed69 . 6.5Avg L/100km.,6.5
2001 BMW R1100s,Added Feb 2013 &bull; 7 fuel-ups Property of Zebedee78 . 6.9Avg L/100km.,6.9
2000 BMW R1100s,Added May 2012 &bull; 6 fuel-ups Property of Chamelespoon . 5.8Avg L/100km.,5.8
2000 BMW R1100s,Added Mar 2012 &bull; 16 fuel-ups Property of Notoriusben . 8.3Avg L/100km.,8.3
2000 BMW R1100s,Added Apr 2011 &bull; 22 fuel-ups Property of R1100s . 5.7Avg L/100km.,5.7
2000 BMW R1100s,Added Oct 2011 &bull; 1 fuel-up Property of kpeter02 . 4.3Avg L/100km.,4.3
1999 BMW R1100s,Added Jul 2010 &bull; 124 fuel-ups Property of coconutmilk . 5.2Avg L/100km.,5.2
1999 BMW R1100s,Added Oct 2011 &bull; 139 fuel-ups Property of R1100s . 5.5Avg L/100km.,5.5
1999 BMW R1100s,Added Oct 2012 Property of johnnyleo11 . N/AAvg L/100km.,N/A
1999 BMW R1100s,Added Oct 2010 Property of R69S . N/AAvg L/100km.,N/A
1998 BMW R1100s,Added Jan 2013 Property of fransozo . N/AAvg L/100km.,N/A
2004 BMW R1150GS,Added Feb 2012 &bull; 50 fuel-ups Property of GypsyBaron . 6.0Avg L/100km.,6
2004 BMW R1150GS,Added Aug 2011 &bull; 28 fuel-ups Property of Picinisco . 5.2Avg L/100km.,5.2
2004 BMW R1150GS,Added Sep 2010 &bull; 35 fuel-ups Property of roadkilt . 6.1Avg L/100km.,6.1
2004 BMW R1150GS,Added Mar 2010 &bull; 26 fuel-ups Property of rcrampton . 6.1Avg L/100km.,6.1
2004 BMW R1150GS,Added Oct 2010 Property of blye . N/AAvg L/100km.,N/A
2004 BMW R1150GS,Added Jul 2011 Property of clawsonbob . N/AAvg L/100km.,N/A
2003 BMW R1150GS,Added Oct 2012 &bull; 1 fuel-up Property of BelfastTrev . 5.6Avg L/100km.,5.6
2003 BMW R1150GS,Added Oct 2011 &bull; 17 fuel-ups Property of deano4x4 . 6.1Avg L/100km.,6.1
2003 BMW R1150GS,Added Apr 2011 &bull; 33 fuel-ups Property of Heinri . 5.6Avg L/100km.,5.6
2003 BMW R1150GS,Added Feb 2012 &bull; 9 fuel-ups Property of coopa . 5.9Avg L/100km.,5.9
2003 BMW R1150GS,Added Nov 2011 &bull; 2 fuel-ups Property of ChrisGS . 147.9Avg L/100km.,147.9
2003 BMW R1150GS,Added Jan 2012 &bull; 3 fuel-ups Property of sachajackson . 10.7Avg L/100km.,10.7
2003 BMW R1150GS,Added Feb 2011 &bull; 2 fuel-ups Property of bluedog . 6.6Avg L/100km.,6.6
2003 BMW R1150GS,Added Oct 2012 Property of ianporter . N/AAvg L/100km.,N/A
2002 BMW R1150GS,Added Jan 2012 &bull; 55 fuel-ups Property of ChrisH . 5.6Avg L/100km.,5.6
2002 BMW R1150GS &bull; Gas H2,Added Feb 2009 &bull; 27 fuel-ups Property of partsrme928 . 5.5Avg L/100km.,5.5
2002 BMW R1150GS,Added Feb 2010 Property of CoolCarbon . N/AAvg L/100km.,N/A
2002 BMW R1150GS,Added Sep 2011 &bull; 1 fuel-up Property of Akyla . 8.1Avg L/100km.,8.1
2002 BMW R1150GS,Added Mar 2012 Property of repoman969 . N/AAvg L/100km.,N/A
2002 BMW R1150GS,Added Jul 2012 Property of ccucalon . N/AAvg L/100km.,N/A
2001 BMW R1150GS,Added Jul 2009 &bull; 73 fuel-ups Property of mapman . 5.8Avg L/100km.,5.8
2001 BMW R1150GS,Added May 2012 &bull; 25 fuel-ups Property of jmatt3685 . 5.9Avg L/100km.,5.9
2001 BMW R1150GS,Added Aug 2012 &bull; 16 fuel-ups Property of LimSteel . 6.3Avg L/100km.,6.3
2001 BMW R1150GS,Added Jan 2013 &bull; 15 fuel-ups Property of Slingervel . 5.6Avg L/100km.,5.6
2001 BMW R1150GS,Added Jan 2013 &bull; 10 fuel-ups Property of LeoinSA . 5.8Avg L/100km.,5.8
2001 BMW R1150GS,Added Jul 2011 &bull; 12 fuel-ups Property of Jazzman . 5.9Avg L/100km.,5.9
2001 BMW R1150GS,Added May 2012 &bull; 3 fuel-ups Property of chad63 . 6.5Avg L/100km.,6.5
2001 BMW R1150GS,Added Mar 2009 &bull; 9 fuel-ups Property of DieselBoy . 5.8Avg L/100km.,5.8
2001 BMW R1150GS,Added Oct 2011 &bull; 32 fuel-ups Property of zebrablue . 5.8Avg L/100km.,5.8
2001 BMW R1150GS,Added May 2011 &bull; 20 fuel-ups Property of badprop . 5.5Avg L/100km.,5.5
2001 BMW R1150GS,Added Jun 2009 &bull; 50 fuel-ups Property of motomutt . 6.0Avg L/100km.,6
2001 BMW R1150GS,Added Sep 2008 &bull; 1 fuel-up Property of gsguy. N/AAvg L/100km.,N/A
2001 BMW R1150GS,Added Dec 2009 &bull; 44 fuel-ups Property of zev . 5.6Avg L/100km.,5.6
2001 BMW R1150GS,Added Nov 2011 &bull; 13 fuel-ups Property of DDTRider . 8.4Avg L/100km.,8.4
2001 BMW R1150GS,Added Jan 2012 &bull; 1 fuel-up Property of chesuk . N/AAvg L/100km.,N/A
2000 BMW R1150GS,Added Dec 2012 &bull; 2 fuel-ups Property of aernan . 6.0Avg L/100km.,6
2000 BMW R1150GS,Added Jun 2011 &bull; 28 fuel-ups Property of pschuyler . 4.8Avg L/100km.,4.8
2000 BMW R1150GS,Added Jul 2010 &bull; 10 fuel-ups Property of BriChabot . 6.1Avg L/100km.,6.1
2000 BMW R1150GS,Added Mar 2012 &bull; 39 fuel-ups Property of Costas1975 . 6.6Avg L/100km.,6.6
2000 BMW R1150GS,Added Aug 2012 &bull; 13 fuel-ups Property of jcinaz . 6.7Avg L/100km.,6.7
2000 BMW R1150GS,Added Mar 2012 &bull; 15 fuel-ups Property of ebohnet1 . 5.8Avg L/100km.,5.8
1999 BMW R1150GS,Added May 2011 &bull; 102 fuel-ups Property of redeyeball . 6.1Avg L/100km.,6.1
1999 BMW R1150GS,Added Jan 2013 &bull; 1 fuel-up Property of Garvey2003 . 7.5Avg L/100km.,7.5
2005 BMW R1150GSA,Added Nov 2011 Property of Trickyday . N/AAvg L/100km.,N/A
2005 BMW R1150GSA,Added Feb 2011 &bull; 11 fuel-ups Property of DLourens . 6.6Avg L/100km.,6.6
2004 BMW R1150GSA,Added Mar 2013 &bull; 7 fuel-ups Property of abruzzi . 6.2Avg L/100km.,6.2
2004 BMW R1150GSA,Added Dec 2010 &bull; 132 fuel-ups Property of Beebop . 5.8Avg L/100km.,5.8
2004 BMW R1150GSA,Added Oct 2011 &bull; 114 fuel-ups Property of RSADualPurpose01 . 5.8Avg L/100km.,5.8
2004 BMW R1150GSA,Added Oct 2011 &bull; 40 fuel-ups Property of allancawood . 6.0Avg L/100km.,6
2004 BMW R1150GSA,Added Mar 2013 &bull; 1 fuel-up Property of motorradmark . N/AAvg L/100km.,N/A
2004 BMW R1150GSA,Added Mar 2013 &bull; 12 fuel-ups Property of AZHobo . 6.3Avg L/100km.,6.3
2004 BMW R1150GSA,Added Mar 2013 &bull; 13 fuel-ups Property of Ravenslair . 5.7Avg L/100km.,5.7
2004 BMW R1150GSA,Added Jun 2012 &bull; 2 fuel-ups Property of maxboxa . 5.6Avg L/100km.,5.6
2004 BMW R1150GSA,Added Jul 2012 &bull; 3 fuel-ups Property of nagold252 . 5.7Avg L/100km.,5.7
2004 BMW R1150GSA,Added Nov 2011 &bull; 16 fuel-ups Property of RSADualPurpose01 . 5.9Avg L/100km.,5.9
2004 BMW R1150GSA,Added Feb 2011 &bull; 2 fuel-ups Property of rymus . 4.1Avg L/100km.,4.1
2003 BMW R1150GSA,Added Feb 2013 &bull; 5 fuel-ups Property of Btg . 7.8Avg L/100km.,7.8
2003 BMW R1150GSA,Added Feb 2013 &bull; 2 fuel-ups Property of MadMoose . 5.3Avg L/100km.,5.3
2003 BMW R1150GSA,Added Feb 2012 Property of davef909 . N/AAvg L/100km.,N/A
2003 BMW R1150GSA,Added Jul 2012 Property of Xpeditions . N/AAvg L/100km.,N/A
2003 BMW R1150GSA,Added Jan 2013 &bull; 3 fuel-ups Property of schalk . 9.6Avg L/100km.,9.6
2003 BMW R1150GSA,Added Feb 2012 &bull; 2 fuel-ups Property of teoduke . 6.8Avg L/100km.,6.8
2003 BMW R1150GSA,Added Mar 2013 Property of eburgerwa . N/AAvg L/100km.,N/A
2003 BMW R1150GSA,Added May 2011 Property of VonkproP . N/AAvg L/100km.,N/A
2002 BMW R1150GSA,Added Apr 2012 &bull; 23 fuel-ups Property of bencarufel . 6.1Avg L/100km.,6.1
2002 BMW R1150GSA,Added Oct 2012 &bull; 9 fuel-ups Property of bmad . 5.8Avg L/100km.,5.8
2002 BMW R1150GSA,Added Feb 2013 &bull; 1 fuel-up Property of Ernst . N/AAvg L/100km.,N/A
2002 BMW R1150GSA,Added Feb 2012 &bull; 8 fuel-ups Property of Scouter . 6.2Avg L/100km.,6.2
2002 BMW R1150GSA,Added Feb 2011 &bull; 8 fuel-ups Property of zdaveuk . 5.4Avg L/100km.,5.4
2006 BMW R1150R,Added May 2012 Property of HeatColdMiser . N/AAvg L/100km.,N/A
2005 BMW R1150R,Added Sep 2010 &bull; 116 fuel-ups Property of scootrr . 5.4Avg L/100km.,5.4
2005 BMW R1150R,Added Jun 2009 &bull; 17 fuel-ups Property of Chartman. 5.9Avg L/100km.,5.9
2005 BMW R1150R,Added May 2012 Property of jettabob . N/AAvg L/100km.,N/A
2004 BMW R1150R,Added Sep 2012 &bull; 9 fuel-ups Property of FlatPower . 5.9Avg L/100km.,5.9
2004 BMW R1150R,Added Jul 2009 &bull; 152 fuel-ups Property of duckdave. 6.6Avg L/100km.,6.6
2004 BMW R1150R,Added Aug 2009 &bull; 55 fuel-ups Property of brisketeer. 6.1Avg L/100km.,6.1
2004 BMW R1150R,Added Sep 2011 &bull; 6 fuel-ups Property of JohnR . 6.0Avg L/100km.,6
2004 BMW R1150R,Added Jun 2012 &bull; 12 fuel-ups Property of benjermenJ . 5.6Avg L/100km.,5.6
2004 BMW R1150R,Added May 2012 &bull; 30 fuel-ups Property of classkawa . 5.9Avg L/100km.,5.9
2003 BMW R1150R,Added Apr 2013 &bull; 1 fuel-up Property of dickson . 7.1Avg L/100km.,7.1
2003 BMW R1150R,Added Aug 2009 &bull; 10 fuel-ups Property of pmcandrew . 6.3Avg L/100km.,6.3
2003 BMW R1150R,Added Feb 2011 Property of AlpineSwift . N/AAvg L/100km.,N/A
2003 BMW R1150R,Added Feb 2010 Property of jamver . N/AAvg L/100km.,N/A
2002 BMW R1150R,Added Jul 2012 &bull; 8 fuel-ups Property of snoopy137 . 5.3Avg L/100km.,5.3
2002 BMW R1150R,Added Sep 2010 &bull; 29 fuel-ups Property of dechaoz05 . 6.8Avg L/100km.,6.8
2002 BMW R1150R,Added Nov 2012 &bull; 2 fuel-ups Property of laminarflowone . 8.6Avg L/100km.,8.6
2002 BMW R1150R,Added Mar 2011 &bull; 8 fuel-ups Property of core10metal . 6.3Avg L/100km.,6.3
2002 BMW R1150R,Added May 2009 &bull; 25 fuel-ups Property of combustor . 5.1Avg L/100km.,5.1
2002 BMW R1150R,Added Apr 2010 &bull; 13 fuel-ups Property of marsdog . 5.6Avg L/100km.,5.6
2002 BMW R1150R,Added Jun 2009 &bull; 15 fuel-ups Property of TNOutback. 5.6Avg L/100km.,5.6
2002 BMW R1150R,Added Jun 2009 Property of athens71. N/AAvg L/100km.,N/A
2002 BMW R1150R,Added Apr 2013 Property of jeffricker . N/AAvg L/100km.,N/A
2001 BMW R1150R,Added Aug 2009 &bull; 19 fuel-ups Property of eltapeovic . 5.2Avg L/100km.,5.2
2001 BMW R1150R,Added Apr 2012 &bull; 13 fuel-ups Property of AntVan . 4.8Avg L/100km.,4.8
2005 BMW r1150r rockster,Added Jul 2012 &bull; 4 fuel-ups Property of Lob . 10.0Avg L/100km.,10
2004 BMW r1150r rockster,Added May 2011 &bull; 22 fuel-ups Property of drcaleb . 6.8Avg L/100km.,6.8
2004 BMW r1150r rockster,Added Mar 2013 Property of pspaur . N/AAvg L/100km.,N/A
2004 BMW R1150RS,Added Jul 2012 &bull; 4 fuel-ups Property of chibbert . 6.1Avg L/100km.,6.1
2003 BMW R1150RS,Added Mar 2013 Property of KeithRWB . N/AAvg L/100km.,N/A
2002 BMW R1150RS,Added May 2011 &bull; 80 fuel-ups Property of devauxb . 5.4Avg L/100km.,5.4
2002 BMW R1150RS,Added Jan 2009 &bull; 46 fuel-ups Property of TMB . 5.4Avg L/100km.,5.4
2002 BMW R1150RS,Added Aug 2012 Property of bhigh . N/AAvg L/100km.,N/A
2004 BMW R1150RT,Added Aug 2009 &bull; 168 fuel-ups Property of Lokhankin . 5.1Avg L/100km.,5.1
2004 BMW R1150RT,Added Nov 2011 &bull; 10 fuel-ups Property of mach5er . 6.3Avg L/100km.,6.3
2004 BMW R1150RT,Added Nov 2008 &bull; 9 fuel-ups Property of cbr11xx . 5.3Avg L/100km.,5.3
2004 BMW R1150RT,Added Mar 2013 Property of RXed . N/AAvg L/100km.,N/A
2004 BMW R1150RT,Added Sep 2009 &bull; 53 fuel-ups Property of VAloflyby . 5.5Avg L/100km.,5.5
2004 BMW R1150RT,Added Jul 2012 &bull; 1 fuel-up Property of quilmore . N/AAvg L/100km.,N/A
2004 BMW R1150RT,Added Oct 2011 &bull; 25 fuel-ups Property of English . 5.4Avg L/100km.,5.4
2004 BMW R1150RT,Added Aug 2011 &bull; 8 fuel-ups Property of stotty . 6.5Avg L/100km.,6.5
2004 BMW R1150RT,Added Apr 2011 &bull; 11 fuel-ups Property of kwmartin . 5.4Avg L/100km.,5.4
2003 BMW R1150RT,Added Feb 2013 &bull; 8 fuel-ups Property of SilverCheetah . 5.8Avg L/100km.,5.8
2003 BMW R1150RT,Added Mar 2010 &bull; 87 fuel-ups Property of leold . 6.7Avg L/100km.,6.7
2003 BMW R1150RT,Added Apr 2012 &bull; 12 fuel-ups Property of wvb . 6.3Avg L/100km.,6.3
2003 BMW R1150RT,Added Jun 2012 &bull; 7 fuel-ups Property of Blueboy . 6.2Avg L/100km.,6.2
2003 BMW R1150RT,Added Apr 2012 Property of njneal . N/AAvg L/100km.,N/A
2003 BMW R1150RT,Added May 2012 &bull; 5 fuel-ups Property of Jack21 . 6.5Avg L/100km.,6.5
2003 BMW R1150RT,Added Jul 2011 &bull; 1 fuel-up Property of cnstrukt . 5.8Avg L/100km.,5.8
2003 BMW R1150RT,Added Jul 2011 Property of cnstrukt . N/AAvg L/100km.,N/A
2003 BMW R1150RT,Added Mar 2013 Property of motorradmark . N/AAvg L/100km.,N/A
2002 BMW R1150RT,Added Jan 2010 &bull; 25 fuel-ups Property of jonlon . 6.0Avg L/100km.,6
2002 BMW R1150RT,Added Feb 2009 &bull; 61 fuel-ups Property of beetsuits. 6.4Avg L/100km.,6.4
2002 BMW R1150RT,Added Sep 2012 Property of noxid . N/AAvg L/100km.,N/A
2002 BMW R1150RT,Added Aug 2010 &bull; 76 fuel-ups Property of wrecksdart . 5.6Avg L/100km.,5.6
2002 BMW R1150RT,Added May 2011 &bull; 19 fuel-ups Property of ScottieDoo . 7.0Avg L/100km.,7
2002 BMW R1150RT,Added Sep 2012 &bull; 5 fuel-ups Property of terjetorbj . 5.5Avg L/100km.,5.5
2002 BMW R1150RT,Added Jun 2012 &bull; 3 fuel-ups Property of Zip98 . 6.0Avg L/100km.,6
2002 BMW R1150RT,Added Jan 2012 &bull; 10 fuel-ups Property of apirkle . 7.1Avg L/100km.,7.1
2002 BMW R1150RT,Added Jul 2011 &bull; 11 fuel-ups Property of ebohnet1 . 5.3Avg L/100km.,5.3
2001 BMW R1150RT,Added Mar 2013 &bull; 1 fuel-up Property of Tinwolf . 6.9Avg L/100km.,6.9
2001 BMW R1150RT,Added Oct 2008 &bull; 41 fuel-ups Property of codori . 5.2Avg L/100km.,5.2
2001 BMW R1200C,Added Apr 2012 &bull; 3 fuel-ups Property of gimmee2 . 6.6Avg L/100km.,6.6
2000 BMW R1200C,Added Oct 2012 Property of FITITO . N/AAvg L/100km.,N/A
1998 BMW R1200C,Added Sep 2011 &bull; 130 fuel-ups Property of charlatan . 6.6Avg L/100km.,6.6
1998 BMW R1200C,Added Mar 2012 &bull; 9 fuel-ups Property of chrish3k . 4.6Avg L/100km.,4.6
1998 BMW R1200C,Added Feb 2012 &bull; 72 fuel-ups Property of ryk . 6.4Avg L/100km.,6.4
2007 BMW R1200C Montauk,Added Oct 2012 &bull; 4 fuel-ups Property of eqmal . 5.9Avg L/100km.,5.9
2004 BMW R1200C Montauk,Added Sep 2010 &bull; 20 fuel-ups Property of mnaile . 6.6Avg L/100km.,6.6
2004 BMW r1200cl,Added Sep 2012 &bull; 3 fuel-ups Property of cruisecarter . 5.5Avg L/100km.,5.5
2004 BMW r1200cl,Added Feb 2011 &bull; 24 fuel-ups Property of mlovela007 . 5.5Avg L/100km.,5.5
2003 BMW r1200cl,Added Nov 2010 Property of lowrider . N/AAvg L/100km.,N/A
2013 BMW R1200GS,Added Mar 2013 &bull; 7 fuel-ups Property of kiscl . 5.7Avg L/100km.,5.7
2013 BMW R1200GS,Added Mar 2013 &bull; 5 fuel-ups Property of DanielB . 6.4Avg L/100km.,6.4
2013 BMW R1200GS,Added Jan 2013 &bull; 6 fuel-ups Property of gaitan . 5.8Avg L/100km.,5.8
2012 BMW R1200GS,Added Oct 2012 &bull; 20 fuel-ups Property of ncbuckeye . 5.4Avg L/100km.,5.4
2012 BMW R1200GS,Added Mar 2012 &bull; 78 fuel-ups Property of kiscl . 5.9Avg L/100km.,5.9
2012 BMW R1200GS,Added Dec 2012 &bull; 45 fuel-ups Property of Kokimoto . 5.7Avg L/100km.,5.7
2012 BMW R1200GS,Added Dec 2012 &bull; 6 fuel-ups Property of tretkurbel . 5.6Avg L/100km.,5.6
