"YMCC","fuelups","kml"
"2007 Yamaha TMax","Added Mar 2012 &bull; 21 fuel-ups Property of rodolphedj .","19.8"
"2007 Yamaha TMax","Added Jul 2011 &bull; 2 fuel-ups Property of riversnatch .","16.2"
"2004 Yamaha TMax","Added Jul 2012 &bull; 10 fuel-ups Property of Antmaclean .","15.8"
"2004 Yamaha TMax","Added Apr 2011 &bull; 12 fuel-ups Property of tothemax .","16.8"
"2003 Yamaha TMax","Added Oct 2010 &bull; 107 fuel-ups Property of mkoprulu .","17.3"
"2003 Yamaha TMax","Added Sep 2011 &bull; 52 fuel-ups Property of kegelban .","16.5"
"2002 Yamaha TMax","Added Jan 2010 &bull; 21 fuel-ups Property of Woodyfjr .","16.7"
"2002 Yamaha TMax","Added Jan 2011 &bull; 68 fuel-ups Property of TaipansEmporium .","19.6"
"1997 Yamaha Trx850","Added Sep 2011 &bull; 5 fuel-ups Property of Highlander .","19.8"
"1996 Yamaha Trx850","Added Mar 2012 &bull; 4 fuel-ups Property of Zanx .","13.9"
"2011 Yamaha tw200","Added Sep 2012 &bull; 3 fuel-ups Property of MacFadyen .","31.8"
"2009 Yamaha tw200","Added Oct 2012 &bull; 1 fuel-up Property of BuckDow .","34.0"
"2009 Yamaha tw200","Added Feb 2010 Property of tflt .","N/A"
"2008 Yamaha tw200","Added Oct 2012 Property of ElTigre .","N/A"
"2007 Yamaha tw200","Added May 2011 &bull; 7 fuel-ups Property of bstrem626 .","38.3"
"2006 Yamaha tw200","Added Sep 2011 &bull; 2 fuel-ups Property of RodneyBR .","23.6"
"2005 Yamaha tw200","Added Jun 2012 &bull; 1 fuel-up Property of snogirl .","31.2"
"2003 Yamaha tw200","Added Sep 2009 Property of skgiant80.","N/A"
"1998 Yamaha tw200","Added Sep 2012 &bull; 1 fuel-up Property of TheEdge900 .","N/A"
"1998 Yamaha tw200","Added Sep 2012 &bull; 10 fuel-ups Property of coutinho .","38.6"
"2009 Yamaha V Star 650 Custom","Added Sep 2012 Property of cruzeindiana .","N/A"
"2006 Yamaha V Star 650 Custom","Added Sep 2012 Property of stevo333 .","N/A"
"2005 Yamaha V Star 650 Custom","Added Mar 2012 Property of DrexelDragon1 .","N/A"
"2005 Yamaha V Star 650 Custom","Added May 2012 Property of MCSmith .","N/A"
"2004 Yamaha V Star 650 Custom","Added May 2012 &bull; 4 fuel-ups Property of bretwood .","17.9"
"2003 Yamaha V Star 650 Custom","Added Oct 2012 &bull; 1 fuel-up Property of thomfishing .","18.0"
"1998 Yamaha V Star 650 Custom","Added Oct 2012 &bull; 45 fuel-ups Property of phillyguy086 .","18.7"
"1978 Yamaha V50","Added Feb 2012 &bull; 5 fuel-ups Property of johnnybfive .","46.3"
"2011 Yamaha Vino","Added Mar 2012 &bull; 8 fuel-ups Property of howelljd .","35.5"
"2007 Yamaha Vino","Added May 2012 &bull; 1 fuel-up Property of retrota79 .","N/A"
"2007 Yamaha Vino","Added Aug 2008 &bull; 6 fuel-ups Property of madmario.","21.3"
"2007 Yamaha Vino","Added Sep 2012 &bull; 3 fuel-ups Property of apu .","38.2"
"2007 Yamaha Vino","Added Apr 2011 &bull; 1 fuel-up Property of maccman .","N/A"
"2006 Yamaha Vino","Added Aug 2012 &bull; 6 fuel-ups Property of ABuck .","34.5"
"2006 Yamaha Vino","Added Aug 2008 &bull; 2 fuel-ups Property of KitLove.","32.8"
"2004 Yamaha Vino","Added Apr 2010 &bull; 1 fuel-up Property of Iwunder01 .","N/A"
"2003 Yamaha Vino","Added Sep 2011 &bull; 6 fuel-ups Property of morgman .","26.5"
"2003 Yamaha Vino","Added Jun 2011 Property of knucklesup .","N/A"
"2002 Yamaha Vino","Added Sep 2008 &bull; 1 fuel-up Property of LanaSMcKnight.","N/A"
"2002 Yamaha Vino","Added May 2012 Property of Daltonhurst .","N/A"
"2009 Yamaha Vino 125cc","Added Apr 2012 &bull; 6 fuel-ups Property of Jtacular .","30.4"
"2009 Yamaha Vino 125cc","Added Dec 2009 &bull; 2 fuel-ups Property of Neigh .","36.2"
"2009 Yamaha Vino 125cc","Added May 2011 Property of moxieskipper .","N/A"
"2009 Yamaha Vino 125cc","Added Jul 2010 &bull; 4 fuel-ups Property of Leigh710 .","24.0"
"2009 Yamaha Vino 125cc","Added Sep 2012 &bull; 4 fuel-ups Property of jtktam .","33.6"
"2009 Yamaha Vino 125cc","Added Aug 2011 &bull; 3 fuel-ups Property of Bulldog80 .","31.5"
"2009 Yamaha Vino 125cc","Added Jun 2011 &bull; 29 fuel-ups Property of agent3012 .","32.4"
"2009 Yamaha Vino 125cc","Added Apr 2011 &bull; 7 fuel-ups Property of misschatter .","26.9"
"2009 Yamaha Vino 125cc","Added May 2010 &bull; 6 fuel-ups Property of Mortimus .","30.6"
"2009 Yamaha Vino 125cc","Added Jun 2011 Property of Vroom .","N/A"
"2008 Yamaha Vino 125cc","Added Oct 2012 &bull; 2 fuel-ups Property of constan .","34.1"
"2008 Yamaha Vino 125cc","Added May 2012 Property of carrick37 .","N/A"
"2007 Yamaha Vino 125cc","Added Jan 2009 &bull; 4 fuel-ups Property of albersmj.","31.1"
"2007 Yamaha Vino 125cc","Added Sep 2011 &bull; 10 fuel-ups Property of rogster .","34.5"
"2007 Yamaha Vino 125cc","Added May 2010 &bull; 5 fuel-ups Property of jesushugsme .","33.6"
"2007 Yamaha Vino 125cc","Added Jul 2009 &bull; 10 fuel-ups Property of HeatherM .","36.6"
"2007 Yamaha Vino 125cc","Added Sep 2011 Property of scooterxst .","N/A"
"2007 Yamaha Vino 125cc","Added Sep 2012 Property of adzam .","N/A"
"2007 Yamaha Vino 125cc","Added Aug 2012 Property of TDanielsPA .","N/A"
"2006 Yamaha Vino 125cc","Added Jun 2012 &bull; 2 fuel-ups Property of bluduh .","31.7"
"2006 Yamaha Vino 125cc","Added Apr 2012 &bull; 6 fuel-ups Property of gonzo .","33.9"
"2006 Yamaha Vino 125cc","Added Apr 2011 &bull; 17 fuel-ups Property of nicki2377 .","34.7"
"2006 Yamaha Vino 125cc","Added Jul 2010 &bull; 20 fuel-ups Property of livingjohn .","26.2"
"2006 Yamaha Vino 125cc","Added May 2009 &bull; 4 fuel-ups Property of backhandfloater .","25.6"
"2006 Yamaha Vino 125cc","Added Sep 2008 &bull; 1 fuel-up Property of maryinredding.","34.6"
"2006 Yamaha Vino 125cc","Added Feb 2009 Property of monkeypox .","N/A"
"2006 Yamaha Vino 125cc","Added Dec 2011 &bull; 10 fuel-ups Property of morley .","28.8"
"2006 Yamaha Vino 125cc","Added Feb 2012 &bull; 8 fuel-ups Property of kgorczyn .","40.1"
"2006 Yamaha Vino 125cc","Added May 2012 &bull; 15 fuel-ups Property of carrietastic .","27.3"
"2006 Yamaha Vino 125cc","Added Jul 2011 &bull; 32 fuel-ups Property of EMTtech.","30.7"
"2006 Yamaha Vino 125cc","Added Jul 2009 &bull; 190 fuel-ups Property of heavyvino .","31.9"
"2006 Yamaha Vino 125cc","Added Apr 2012 Property of JimDad .","N/A"
"2006 Yamaha Vino 125cc","Added May 2009 Property of bluevino.","N/A"
"2006 Yamaha Vino 125cc","Added Mar 2010 Property of soozn.","N/A"
"2005 Yamaha Vino 125cc","Added Jan 2011 &bull; 9 fuel-ups Property of davabran .","28.5"
"2005 Yamaha Vino 125cc","Added May 2011 &bull; 21 fuel-ups Property of broxy7 .","27.1"
"2005 Yamaha Vino 125cc","Added Jun 2009 &bull; 6 fuel-ups Property of motomutt .","28.7"
"2005 Yamaha Vino 125cc","Added Sep 2008 &bull; 1 fuel-up Property of bucksmom .","N/A"
"2005 Yamaha Vino 125cc","Added May 2012 Property of velobuff .","N/A"
"2005 Yamaha Vino 125cc","Added May 2011 &bull; 11 fuel-ups Property of dusie.","40.4"
"2005 Yamaha Vino 125cc","Added Oct 2011 &bull; 2 fuel-ups Property of zrun .","27.1"
"2005 Yamaha Vino 125cc","Added Jul 2010 &bull; 39 fuel-ups Property of brycejmcewen .","33.0"
"2005 Yamaha Vino 125cc","Added May 2011 Property of keink1 .","N/A"
"2004 Yamaha Vino 125cc","Added Nov 2011 &bull; 14 fuel-ups Property of rrodych .","32.8"
"1985 Yamaha Virago 1000","Added Feb 2010 &bull; 22 fuel-ups Property of 2wheelr .","17.7"
"1985 Yamaha Virago 1000","Added Jul 2012 Property of subbie .","N/A"
"2009 Yamaha Virago 250","Added Sep 2010 &bull; 30 fuel-ups Property of Charon .","33.9"
"2009 Yamaha Virago 250","Added Dec 2009 &bull; 3 fuel-ups Property of jbyerscdr.","45.0"
"2008 Yamaha Virago 250","Added Jun 2012 &bull; 5 fuel-ups Property of mraric .","37.5"
"2007 Yamaha Virago 250","Added Sep 2012 &bull; 5 fuel-ups Property of GasLess .","30.7"
"2007 Yamaha Virago 250","Added Jul 2009 &bull; 20 fuel-ups Property of louturks.","33.0"
"2007 Yamaha Virago 250","Added Jun 2012 &bull; 1 fuel-up Property of RidesInRed .","N/A"
"2007 Yamaha Virago 250","Added Feb 2011 &bull; 15 fuel-ups Property of GrandPrix46 .","41.2"
"2007 Yamaha Virago 250","Added Aug 2008 Property of ijoshua.","N/A"
"2007 Yamaha Virago 250","Added Apr 2011 Property of AmahastPL .","N/A"
"2006 Yamaha Virago 250","Added Mar 2011 &bull; 3 fuel-ups Property of Qlyirsky .","32.9"
"2006 Yamaha Virago 250","Added Jul 2012 &bull; 10 fuel-ups Property of pcrider .","35.9"
"2005 Yamaha Virago 250","Added Oct 2012 &bull; 5 fuel-ups Property of Nperez1986 .","30.8"
"2005 Yamaha Virago 250","Added Nov 2010 &bull; 75 fuel-ups Property of jstokes3 .","33.9"
"2005 Yamaha Virago 250","Added Oct 2012 &bull; 1 fuel-up Property of swisser .","31.3"
"2005 Yamaha Virago 250","Added Mar 2012 &bull; 3 fuel-ups Property of robatwork .","38.3"
"2005 Yamaha Virago 250","Added Jul 2010 &bull; 2 fuel-ups Property of marnster .","20.0"
"2003 Yamaha Virago 250","Added Mar 2012 &bull; 15 fuel-ups Property of dakota110 .","30.6"
"2000 Yamaha Virago 250","Added Sep 2012 Property of capnclyde .","N/A"
"1997 Yamaha Virago 250","Added Oct 2012 &bull; 3 fuel-ups Property of nickramc .","28.6"
"1996 Yamaha Virago 250","Added Apr 2012 &bull; 11 fuel-ups Property of brycepelletier .","28.6"
"1991 Yamaha Virago 250","Added Oct 2011 &bull; 6 fuel-ups Property of teodorsava .","32.9"
"1982 Yamaha Virago 920","Added Jun 2012 &bull; 6 fuel-ups Property of UranuX .","18.4"
"1982 Yamaha Virago 920","Added Aug 2010 Property of FlyingFinn .","N/A"
"1998 Yamaha Virago XV535","Added Mar 2012 Property of kazglasgow .","N/A"
"1997 Yamaha Virago XV535","Added Sep 2012 &bull; 1 fuel-up Property of i0n .","16.3"
"1996 Yamaha Virago XV535","Added Jan 2012 &bull; 1 fuel-up Property of DazLoczy .","20.1"
"1996 Yamaha Virago XV535","Added Jan 2012 &bull; 19 fuel-ups Property of bikingviking .","16.1"
"1994 Yamaha Virago XV535","Added Nov 2011 &bull; 5 fuel-ups Property of StevenWright .","15.2"
"1993 Yamaha Virago XV535","Added Nov 2011 &bull; 16 fuel-ups Property of Tomich .","19.6"
"1993 Yamaha Virago XV535","Added Apr 2012 &bull; 20 fuel-ups Property of Puto .","20.6"
"1993 Yamaha Virago XV535","Added Jul 2012 &bull; 5 fuel-ups Property of callmed .","18.6"
"1993 Yamaha Virago XV535","Added Feb 2011 Property of pjvenda .","N/A"
"1988 Yamaha Virago XV535","Added Apr 2012 &bull; 2 fuel-ups Property of olivierdoesburg .","19.7"
"1987 Yamaha Virago XV535","Added May 2012 &bull; 114 fuel-ups Property of shooter33 .","17.3"
"1987 Yamaha Virago XV535","Added Jun 2012 Property of Singaia .","N/A"
"1987 Yamaha Virago XV535","Added Oct 2011 Property of Asim1579 .","N/A"
"1987 Yamaha Virago XV700","Added Nov 2008 &bull; 82 fuel-ups Property of TorkLugnutz .","18.4"
"1987 Yamaha Virago XV700","Added Sep 2009 &bull; 5 fuel-ups Property of mbwdiver.","21.4"
"1987 Yamaha Virago XV700","Added Nov 2010 &bull; 2 fuel-ups Property of 633 .","4.0"
"1987 Yamaha Virago XV700","Added Jul 2012 Property of smk8er.","N/A"
"1986 Yamaha Virago XV700","Added Nov 2008 &bull; 15 fuel-ups Property of eyeballkid.","17.1"
"1985 Yamaha Virago XV700","Added Sep 2011 &bull; 50 fuel-ups Property of Streetmedik .","13.3"
"1985 Yamaha Virago XV700","Added Apr 2012 &bull; 5 fuel-ups Property of joe56 .","18.3"
"1985 Yamaha Virago XV700","Added Aug 2012 &bull; 15 fuel-ups Property of ctyler009 .","19.0"
"1984 Yamaha Virago XV700","Added Mar 2012 &bull; 13 fuel-ups Property of jscotto .","12.8"
"1984 Yamaha Virago XV700","Added Nov 2010 &bull; 2 fuel-ups Property of skippersusie .","10.2"
"1997 Yamaha Virago XV750","Added Mar 2012 &bull; 67 fuel-ups Property of omniverse .","19.7"
"1995 Yamaha Virago XV750","Added Aug 2011 &bull; 2 fuel-ups Property of pachakutek .","17.4"
"1995 Yamaha Virago XV750","Added Dec 2010 &bull; 86 fuel-ups Property of dieselguy .","15.7"
"1995 Yamaha Virago XV750","Added Dec 2010 &bull; 1 fuel-up Property of jason8888 .","N/A"
"1995 Yamaha Virago XV750","Added Jul 2012 Property of dagenhamdave .","N/A"
"1995 Yamaha Virago XV750","Added Jul 2012 Property of dagenhamdave .","N/A"
"1995 Yamaha Virago XV750","Added Apr 2011 Property of jjet .","N/A"
"1994 Yamaha Virago XV750","Added Oct 2008 &bull; 1 fuel-up Property of sandhamwich.","17.0"
"1993 Yamaha Virago XV750","Added Oct 2011 &bull; 12 fuel-ups Property of Rackhir .","10.7"
"1991 Yamaha Virago XV750","Added Oct 2008 Property of thecreative121.","N/A"
"1984 Yamaha Virago XV750","Added Oct 2012 &bull; 2 fuel-ups Property of phoenix23 .","19.1"
"1983 Yamaha Virago XV750","Added Mar 2012 &bull; 17 fuel-ups Property of gmule .","19.0"
"1983 Yamaha Virago XV750","Added Sep 2012 Property of braiden .","N/A"
"1982 Yamaha Virago XV750","Added Sep 2011 &bull; 11 fuel-ups Property of sil80drifter .","11.1"
"1982 Yamaha Virago XV750","Added Aug 2011 &bull; 4 fuel-ups Property of Virago1127 .","14.7"
"1982 Yamaha Virago XV750","Added Oct 2008 Property of bmcnamara.","N/A"
"1982 Yamaha Virago XV750","Added Sep 2011 &bull; 5 fuel-ups Property of MarkyD89 .","20.8"
"1982 Yamaha Virago XV750","Added Oct 2008 Property of cpmiv .","N/A"
"1981 Yamaha Virago XV750","Added Sep 2011 &bull; 3 fuel-ups Property of Londubh .","13.9"
"1981 Yamaha Virago XV750","Added Jan 2012 &bull; 5 fuel-ups Property of uatubagod .","15.6"
"2011 Yamaha Vity","Added Oct 2011 &bull; 27 fuel-ups Property of Goldfishdave .","33.1"
"2009 Yamaha Vity","Added Apr 2012 &bull; 34 fuel-ups Property of paul1012 .","32.8"
"2008 Yamaha Vity","Added Sep 2012 &bull; 1 fuel-up Property of thegreatpan .","N/A"
"2009 Yamaha Vmax","Added Aug 2012 &bull; 10 fuel-ups Property of why2kmax .","12.5"
"2005 Yamaha Vmax","Added Aug 2008 Property of cccjwh.","N/A"
"2004 Yamaha Vmax","Added Feb 2010 &bull; 378 fuel-ups Property of hubcap .","16.1"
"2004 Yamaha Vmax","Added Mar 2009 &bull; 101 fuel-ups Property of hw2hl .","13.9"
"2003 Yamaha Vmax","Added Nov 2008 &bull; 37 fuel-ups Property of veemaxx .","14.9"
"2003 Yamaha Vmax","Added Apr 2012 &bull; 20 fuel-ups Property of sneakypete .","17.6"
"1994 Yamaha Vmax","Added Oct 2012 &bull; 6 fuel-ups Property of Sianeseweb .","16.2"
"1992 Yamaha Vmax","Added Nov 2009 Property of frogipsc .","N/A"
"1988 Yamaha Vmax","Added Apr 2009 &bull; 4 fuel-ups Property of sambowatkins.","15.5"
"2012 Yamaha VStar","Added Mar 2012 &bull; 2 fuel-ups Property of KNO .","8.2"
"2012 Yamaha VStar","Added Aug 2012 &bull; 6 fuel-ups Property of baldie .","34.2"
"2011 Yamaha VStar","Added Jul 2011 &bull; 29 fuel-ups Property of mercruiser2k .","18.5"
"2010 Yamaha VStar","Added Jan 2012 &bull; 191 fuel-ups Property of Scritch .","20.9"
"2010 Yamaha VStar","Added May 2012 &bull; 3 fuel-ups Property of stillersnat .","22.8"
"2010 Yamaha VStar","Added Dec 2010 Property of rcer722 .","N/A"
"2009 Yamaha VStar","Added Jul 2011 &bull; 68 fuel-ups Property of vree999 .","20.4"
"2009 Yamaha VStar","Added May 2009 &bull; 13 fuel-ups Property of GTez .","16.8"
"2009 Yamaha VStar","Added Apr 2011 &bull; 11 fuel-ups Property of opiemuyo .","20.2"
"2009 Yamaha VStar","Added May 2010 &bull; 4 fuel-ups Property of nrupp87 .","21.5"
"2009 Yamaha VStar","Added Aug 2009 &bull; 6 fuel-ups Property of BornMexican .","17.3"
"2009 Yamaha VStar","Added Jul 2009 &bull; 7 fuel-ups Property of richhoward.","33.5"
"2008 Yamaha VStar","Added Feb 2010 &bull; 1 fuel-up Property of Carbon13 .","19.0"
"2008 Yamaha VStar","Added Sep 2012 &bull; 1 fuel-up Property of dysolution .","N/A"
"2008 Yamaha VStar","Added Oct 2011 &bull; 5 fuel-ups Property of kelly11400 .","24.3"
"2008 Yamaha VStar","Added Sep 2008 Property of sixpack29114.","N/A"
"2007 Yamaha VStar","Added Jun 2011 &bull; 2 fuel-ups Property of stefanosg .","20.8"
"2007 Yamaha VStar","Added Jul 2010 &bull; 23 fuel-ups Property of GAS2HI .","22.9"
"2007 Yamaha VStar","Added May 2009 &bull; 47 fuel-ups Property of TVdoorknob .","18.0"
"2007 Yamaha VStar","Added Mar 2011 &bull; 4 fuel-ups Property of raider5oh .","19.6"
"2007 Yamaha VStar","Added Aug 2010 &bull; 35 fuel-ups Property of suprasoup .","20.9"
"2007 Yamaha VStar","Added Apr 2012 Property of foilfencer .","N/A"
"2006 Yamaha VStar","Added Aug 2008 &bull; 89 fuel-ups Property of JAGCS .","17.8"
"2006 Yamaha VStar","Added Apr 2009 &bull; 74 fuel-ups Property of nightsky.","17.5"
"2006 Yamaha VStar","Added Sep 2008 Property of alyoops9.","N/A"
"2006 Yamaha VStar","Added Oct 2011 Property of ScrewLoose .","N/A"
"2005 Yamaha VStar","Added Apr 2012 &bull; 20 fuel-ups Property of wolfmanxx5150 .","23.2"
"2005 Yamaha VStar","Added Jul 2011 &bull; 8 fuel-ups Property of gcfd1116 .","18.7"
"2005 Yamaha VStar","Added Apr 2011 &bull; 9 fuel-ups Property of kstat .","17.0"
"2005 Yamaha VStar","Added Sep 2011 &bull; 1 fuel-up Property of smuller15 .","24.3"
"2005 Yamaha VStar","Added Jun 2009 &bull; 29 fuel-ups Property of RexBuck.","20.8"
"2005 Yamaha VStar","Added Apr 2011 Property of Missionman .","N/A"
"2005 Yamaha VStar","Added Aug 2011 Property of BigBlueFord .","N/A"
"2004 Yamaha VStar","Added Aug 2008 &bull; 37 fuel-ups Property of LzyBum .","20.5"
"2003 Yamaha VStar","Added Oct 2010 &bull; 44 fuel-ups Property of dlokitis .","15.7"
"2003 Yamaha VStar","Added Aug 2008 Property of jtyerse.","N/A"
"2003 Yamaha VStar","Added Apr 2011 Property of glgick .","N/A"
"2002 Yamaha VStar","Added Aug 2011 Property of linstar .","N/A"
"2002 Yamaha VStar","Added Dec 2009 Property of 2vtwin1100.","N/A"
"2001 Yamaha VStar","Added Aug 2011 Property of jwilley .","N/A"
"2001 Yamaha VStar","Added Jun 2010 Property of kkrilla .","N/A"
"2000 Yamaha VStar","Added Sep 2010 &bull; 15 fuel-ups Property of BioMan .","17.8"
"2000 Yamaha VStar","Added Sep 2011 &bull; 43 fuel-ups Property of bullhaulerswife .","10.4"
"2000 Yamaha VStar","Added Apr 2011 Property of jbush .","N/A"
"2000 Yamaha VStar","Added Apr 2010 Property of AgentNer .","N/A"
"1999 Yamaha VStar","Added Apr 2010 Property of toddh .","N/A"
"1999 Yamaha VStar","Added Oct 2008 Property of JoGordon.","N/A"
"2005 Yamaha V-star 1100 Classic","Added Sep 2012 &bull; 3 fuel-ups Property of fulco .","16.4"
"2005 Yamaha V-star 1100 Classic","Added Feb 2012 &bull; 1 fuel-up Property of MississippiMan .","19.0"
"2002 Yamaha V-star 1100 Classic","Added Apr 2012 &bull; 43 fuel-ups Property of Cwkuhr .","15.9"
"2001 Yamaha V-star 1100 Classic","Added Apr 2012 Property of PR103 .","N/A"
"2000 Yamaha V-star 1100 Classic","Added Sep 2012 &bull; 10 fuel-ups Property of whipss .","20.5"
"2000 Yamaha V-star 1100 Classic","Added Aug 2012 &bull; 2 fuel-ups Property of Marty828 .","15.1"
"2006 Yamaha V-Star 1100 Custom","Added Mar 2012 &bull; 16 fuel-ups Property of justsauer .","15.7"
"2006 Yamaha V-Star 1100 Custom","Added Oct 2011 &bull; 16 fuel-ups Property of lancelot455 .","15.3"
"2004 Yamaha V-Star 1100 Custom","Added Apr 2012 &bull; 2 fuel-ups Property of Ashram .","17.9"
"2003 Yamaha V-Star 1100 Custom","Added Nov 2011 &bull; 22 fuel-ups Property of LAF250 .","20.6"
"2003 Yamaha V-Star 1100 Custom","Added Jun 2012 Property of BFGagliolo .","N/A"
"2001 Yamaha V-Star 1100 Custom","Added Jun 2012 &bull; 14 fuel-ups Property of rudderfeet .","17.8"
"2001 Yamaha V-Star 1100 Custom","Added Jul 2012 &bull; 2 fuel-ups Property of Maxx .","N/A"
"1999 Yamaha V-Star 1100 Custom","Added Dec 2011 &bull; 53 fuel-ups Property of Boofhead .","15.8"
"2006 Yamaha Vstar 1100 Silverado","Added Oct 2011 &bull; 24 fuel-ups Property of Scotchbriar .","18.1"
"2006 Yamaha Vstar 1100 Silverado","Added Sep 2012 &bull; 2 fuel-ups Property of rufastenuf .","14.7"
"2004 Yamaha Vstar 1100 Silverado","Added Mar 2012 &bull; 5 fuel-ups Property of SHFLN1 .","16.9"
"2004 Yamaha Vstar 1100 Silverado","Added Oct 2011 Property of mammasue .","N/A"
"2003 Yamaha Vstar 1100 Silverado","Added Jul 2012 &bull; 6 fuel-ups Property of jdubb11 .","17.5"
"2009 Yamaha Vstar 1300 tourer","Added Sep 2011 &bull; 18 fuel-ups Property of jkab .","20.1"
"2009 Yamaha Vstar 1300 tourer","Added Aug 2012 &bull; 3 fuel-ups Property of tshawn .","17.3"
"2009 Yamaha Vstar 1300 tourer","Added Aug 2012 &bull; 1 fuel-up Property of gregler .","N/A"
"2009 Yamaha Vstar 1300 tourer","Added Dec 2011 Property of mongoandjane .","N/A"
"2008 Yamaha Vstar 1300 tourer","Added Mar 2012 Property of StoneMan .","N/A"
"2007 Yamaha Vstar 1300 tourer","Added Jan 2012 &bull; 43 fuel-ups Property of martins55 .","17.9"
"2007 Yamaha Vstar 1300 tourer","Added Jun 2012 &bull; 24 fuel-ups Property of shscgn .","17.6"
"2007 Yamaha Vstar 1300 tourer","Added Jun 2012 &bull; 15 fuel-ups Property of jrivman .","18.4"
"2007 Yamaha Vstar 1300 tourer","Added Jun 2012 &bull; 11 fuel-ups Property of jayelwin .","16.0"
"2007 Yamaha Vstar 1300 tourer","Added Jul 2012 &bull; 348 fuel-ups Property of greencatdude .","18.6"
"2007 Yamaha Vstar 1300 tourer","Added Jan 2012 Property of JFBev .","N/A"
"2008 Yamaha VStar 650 Classic","Added Jun 2012 &bull; 11 fuel-ups Property of avatarantella .","20.6"
"2007 Yamaha VStar 650 Classic","Added May 2012 &bull; 20 fuel-ups Property of leeinthesouth .","20.5"
"2007 Yamaha VStar 650 Classic","Added Oct 2012 &bull; 6 fuel-ups Property of mrickert .","12.6"
"2007 Yamaha VStar 650 Classic","Added Jul 2012 &bull; 32 fuel-ups Property of CleopatraLouise .","15.3"
"2007 Yamaha VStar 650 Classic","Added Sep 2012 &bull; 11 fuel-ups Property of 07classic .","22.2"
"2006 Yamaha VStar 650 Classic","Added Jul 2012 &bull; 59 fuel-ups Property of rmr1954 .","17.0"
"2006 Yamaha VStar 650 Classic","Added May 2012 &bull; 4 fuel-ups Property of ThatGuyCody .","20.8"
"2006 Yamaha VStar 650 Classic","Added Oct 2012 &bull; 5 fuel-ups Property of djembefora .","25.0"
"2005 Yamaha VStar 650 Classic","Added Jun 2012 &bull; 14 fuel-ups Property of BobbyJoe .","19.0"
"2005 Yamaha VStar 650 Classic","Added Mar 2012 &bull; 5 fuel-ups Property of skullsprocket .","19.4"
"2004 Yamaha VStar 650 Classic","Added Mar 2012 &bull; 31 fuel-ups Property of lomunchi .","21.3"
"2004 Yamaha VStar 650 Classic","Added Sep 2012 Property of bc2004 .","N/A"
"2004 Yamaha VStar 650 Classic","Added Aug 2012 &bull; 1 fuel-up Property of ediazdrummer .","17.7"
"2003 Yamaha VStar 650 Classic","Added Mar 2012 &bull; 5 fuel-ups Property of HighRyder .","21.0"
"2002 Yamaha VStar 650 Classic","Added Oct 2012 Property of toyninja .","N/A"
"2002 Yamaha VStar 650 Classic","Added Jul 2012 Property of Rider17 .","N/A"
"2000 Yamaha VStar 650 Classic","Added May 2012 &bull; 26 fuel-ups Property of Windex .","22.1"
"2000 Yamaha VStar 650 Classic","Added Jul 2012 &bull; 17 fuel-ups Property of tomb985 .","20.3"
"2006 Yamaha Vstar 650 custom","Added Mar 2012 &bull; 1 fuel-up Property of CaptHarlock .","12.4"
"2000 Yamaha Vstar 650 custom","Added Mar 2012 &bull; 31 fuel-ups Property of mstrat .","21.7"
"2012 Yamaha V-Star 950","Added Oct 2012 &bull; 2 fuel-ups Property of jstokes3 .","19.7"
"2009 Yamaha V-Star 950","Added May 2012 &bull; 18 fuel-ups Property of QuailAcer .","23.9"
"2008 Yamaha Warrior","Added Mar 2011 Property of testrada .","N/A"
"2008 Yamaha Warrior","Added Jul 2011 Property of mlarivie .","N/A"
"2005 Yamaha Warrior","Added Jul 2009 &bull; 7 fuel-ups Property of waitingforthebeat.","15.7"
"2005 Yamaha Warrior","Added Oct 2012 Property of DocS .","N/A"
"2004 Yamaha Warrior","Added Sep 2012 Property of Eletrik .","N/A"
"2002 Yamaha Warrior","Added Jul 2011 &bull; 10 fuel-ups Property of Pwall .","15.1"
"2011 Yamaha wr 125 x","Added Nov 2011 &bull; 43 fuel-ups Property of ocarteiro .","29.1"
"2011 Yamaha wr 125 x","Added Jan 2012 &bull; 1 fuel-up Property of sobraljoao .","25.9"
"2011 Yamaha wr 125 x","Added Feb 2012 Property of sereg0n .","N/A"
"2011 Yamaha wr 125 x","Added Mar 2012 Property of pedrowr125x .","N/A"
"2009 Yamaha wr 125 x","Added Jan 2012 &bull; 1 fuel-up Property of bobster .","32.7"
"2012 Yamaha WR250R","Added Jul 2012 &bull; 16 fuel-ups Property of cvtkid .","26.6"
"2011 Yamaha WR250R","Added Sep 2011 &bull; 6 fuel-ups Property of Foofighter .","23.1"
"2011 Yamaha WR250R","Added Jun 2012 &bull; 1 fuel-up Property of jeremyprz .","21.7"
"2010 Yamaha WR250R","Added Feb 2012 &bull; 15 fuel-ups Property of elcheapo .","29.0"
"2009 Yamaha WR250R","Added Jun 2012 &bull; 22 fuel-ups Property of sewerat .","20.7"
"2009 Yamaha WR250R","Added Feb 2012 Property of AZG .","N/A"
"2008 Yamaha WR250R","Added Jul 2012 &bull; 5 fuel-ups Property of Volta .","21.7"
"2008 Yamaha WR250R","Added May 2010 &bull; 153 fuel-ups Property of broman .","25.3"
"2008 Yamaha WR250R","Added Jun 2011 &bull; 55 fuel-ups Property of treybrad .","27.7"
"2008 Yamaha WR250R","Added Jun 2011 &bull; 27 fuel-ups Property of 2Wheelz .","25.5"
