Year,Make,Model,fuelups,user,KML,MPG,LP100KM,CC,Style,url
2004,BMW,F650 GS Dakar,11,MrD,20.5,48.2,4.88,650,,http://www.fuelly.com/driver/MrD/
2002,BMW,F650 GS Dakar,15,cperda,21.1,49.6,4.74,650,,http://www.fuelly.com/driver/cperda/
2002,BMW,F650 GS Dakar,6,K9NSP,22.5,52.9,4.44,650,,http://www.fuelly.com/driver/K9NSP/
2005,BMW,F650 GS Dakar,47,mattewis,22.6,53.2,4.42,650,,http://www.fuelly.com/driver/mattewis/
2005,BMW,F650 GS Dakar,59,Biesie,22.6,53.2,4.42,650,,http://www.fuelly.com/driver/Biesie/
2006,BMW,F650 GS Dakar,4,BeauxEllis,23,54.1,4.35,650,,http://www.fuelly.com/driver/BeauxEllis/
2005,BMW,F650 GS Dakar,6,TomR,23.1,54.3,4.33,650,,http://www.fuelly.com/driver/TomR/
2005,BMW,F650 GS Dakar,21,cschoo,23.3,54.8,4.29,650,,http://www.fuelly.com/driver/cschoo/
2001,BMW,F650 GS Dakar,36,gromit,23.3,54.8,4.29,650,,http://www.fuelly.com/driver/gromit/
2003,BMW,F650 GS Dakar,19,ZiLg0,23.6,55.5,4.24,650,,http://www.fuelly.com/driver/ZiLg0/
2002,BMW,F650 GS Dakar,16,Cdcharters,23.7,55.7,4.22,650,,http://www.fuelly.com/driver/Cdcharters/
2007,BMW,F650 GS Dakar,45,RSADualPurpose01,23.8,56.0,4.20,650,,http://www.fuelly.com/driver/RSADualPurpose01/
2001,BMW,F650 GS Dakar,38,markdixon,23.9,56.2,4.18,650,,http://www.fuelly.com/driver/markdixon/
2006,BMW,F650 GS Dakar,47,bilgepump,24.3,57.2,4.12,650,,http://www.fuelly.com/driver/bilgepump/
2006,BMW,F650 GS Dakar,5,gnarlyr,25.7,60.5,3.89,650,,http://www.fuelly.com/driver/gnarlyr/
2005,BMW,F650 GS Dakar,34,FeejerFiend,26.3,61.9,3.80,650,,http://www.fuelly.com/driver/FeejerFiend/
2003,BMW,F650 GS Dakar,8,randydief,27.2,64.0,3.68,650,,http://www.fuelly.com/driver/randydief/
2006,BMW,F650 GS Dakar,7,wishbone,27.8,65.4,3.60,650,,http://www.fuelly.com/driver/wishbone/
2003,BMW,F650 GS Dakar,10,vemsom.,27.8,65.4,3.60,650,,http://www.fuelly.com/driver/vemsom./
2007,BMW,F650 GS Dakar,9,posti66,28.2,66.3,3.55,650,,http://www.fuelly.com/driver/posti66/
2007,BMW,F650 GS Dakar,1,frostymonkee,36.2,85.1,2.76,650,,http://www.fuelly.com/driver/frostymonkee/
2003,BMW,F650CS,19,LJN,18.6,43.8,5.38,650,,http://www.fuelly.com/driver/LJN/
2001,BMW,F650CS,12,ratcliffe,19.4,45.6,5.15,650,,http://www.fuelly.com/driver/ratcliffe/
2004,BMW,F650CS,3,StuM,20.8,48.9,4.81,650,,http://www.fuelly.com/driver/StuM/
2003,BMW,F650CS,23,Win,21.2,49.9,4.72,650,,http://www.fuelly.com/driver/Win/
2002,BMW,F650CS,18,zecabeloso,21.3,50.1,4.69,650,,http://www.fuelly.com/driver/zecabeloso/
2004,BMW,F650CS,128,motoRik,22.3,52.5,4.48,650,,http://www.fuelly.com/driver/motoRik/
2003,BMW,F650CS,35,jcfoley,22.4,52.7,4.46,650,,http://www.fuelly.com/driver/jcfoley/
2005,BMW,F650CS,46,travatron4000,22.8,53.6,4.39,650,,http://www.fuelly.com/driver/travatron4000/
2005,BMW,F650CS,40,stinkyjones,23.1,54.3,4.33,650,,http://www.fuelly.com/driver/stinkyjones/
2002,BMW,F650CS,7,newmann,23.1,54.3,4.33,650,,http://www.fuelly.com/driver/newmann/
2005,BMW,F650CS,1,paulmarrington,23.3,54.8,4.29,650,,http://www.fuelly.com/driver/paulmarrington/
2002,BMW,F650CS,21,tubular,24.4,57.4,4.10,650,,http://www.fuelly.com/driver/tubular/
2004,BMW,F650CS,7,Bluepeppo,24.7,58.1,4.05,650,,http://www.fuelly.com/driver/Bluepeppo/
2003,BMW,F650CS,71,xamper,27.2,64.0,3.68,650,,http://www.fuelly.com/driver/xamper/
2005,BMW,F650CS,30,yellowf650cs.,28.2,66.3,3.55,650,,http://www.fuelly.com/driver/yellowf650cs./
2004,BMW,F650CS,31,iav8,28.6,67.3,3.50,650,,http://www.fuelly.com/driver/iav8/
2003,BMW,F650CS,188,alvaro84,33.2,78.1,3.01,650,Street,http://www.fuelly.com/driver/alvaro84/
2012,BMW,F650GS Twin,2,Blueboy,18.6,43.8,5.38,650,,http://www.fuelly.com/driver/Blueboy/
2008,BMW,F650GS Twin,5,BlackieF650GS.,19.9,46.8,5.03,650,,http://www.fuelly.com/driver/BlackieF650GS./
2009,BMW,F650GS Twin,1,ranalli.,20.2,47.5,4.95,650,,http://www.fuelly.com/driver/ranalli./
2010,BMW,F650GS Twin,84,jossvw,20.3,47.7,4.93,650,,http://www.fuelly.com/driver/jossvw/
2010,BMW,F650GS Twin,100,wlm2048.,20.5,48.2,4.88,650,,http://www.fuelly.com/driver/wlm2048./
2012,BMW,F650GS Twin,6,cadellatorre,20.8,48.9,4.81,650,,http://www.fuelly.com/driver/cadellatorre/
2011,BMW,F650GS Twin,56,smrozews,21.1,49.6,4.74,650,,http://www.fuelly.com/driver/smrozews/
2010,BMW,F650GS Twin,16,sprange,21.3,50.1,4.69,650,,http://www.fuelly.com/driver/sprange/
2008,BMW,F650GS Twin,7,ferrol,22.5,52.9,4.44,650,,http://www.fuelly.com/driver/ferrol/
2010,BMW,F650GS Twin,17,minton82,22.6,53.2,4.42,650,,http://www.fuelly.com/driver/minton82/
2009,BMW,F650GS Twin,48,AntonD69,22.6,53.2,4.42,650,,http://www.fuelly.com/driver/AntonD69/
2010,BMW,F650GS Twin,47,JohnHardesty,22.7,53.4,4.41,650,,http://www.fuelly.com/driver/JohnHardesty/
2009,BMW,F650GS Twin,6,Bomberman.,23.1,54.3,4.33,650,,http://www.fuelly.com/driver/Bomberman./
2008,BMW,F650GS Twin,1,pinballwizard,23.4,55.0,4.27,650,,http://www.fuelly.com/driver/pinballwizard/
2011,BMW,F650GS Twin,23,Earwig,23.9,56.2,4.18,650,,http://www.fuelly.com/driver/Earwig/
2009,BMW,F650GS Twin,75,motardes04,24,56.5,4.17,650,,http://www.fuelly.com/driver/motardes04/
2009,BMW,F650GS Twin,7,smoothdurban,24,56.5,4.17,650,,http://www.fuelly.com/driver/smoothdurban/
2009,BMW,F650GS Twin,203,Brendan,24.5,57.6,4.08,650,,http://www.fuelly.com/driver/Brendan/
2010,BMW,F650GS Twin,1,ecrampton,24.7,58.1,4.05,650,,http://www.fuelly.com/driver/ecrampton/
2010,BMW,F650GS Twin,4,Kenzie,24.9,58.6,4.02,650,,http://www.fuelly.com/driver/Kenzie/
2010,BMW,F650GS Twin,94,Kale,25.1,59.0,3.98,650,,http://www.fuelly.com/driver/Kale/
2008,BMW,F650GS Twin,2,AndreDuPreez,25.1,59.0,3.98,650,,http://www.fuelly.com/driver/AndreDuPreez/
2008,BMW,F650GS Twin,33,HTWB,25.2,59.3,3.97,650,,http://www.fuelly.com/driver/HTWB/
2010,BMW,F650GS Twin,25,koliverson,25.3,59.5,3.95,650,,http://www.fuelly.com/driver/koliverson/
2011,BMW,F650GS Twin,56,mfm,25.6,60.2,3.91,650,,http://www.fuelly.com/driver/mfm/
2011,BMW,F650GS Twin,9,GreatDanes,25.6,60.2,3.91,650,,http://www.fuelly.com/driver/GreatDanes/
2009,BMW,F650GS Twin,36,Mistergizmo.,25.7,60.5,3.89,650,,http://www.fuelly.com/driver/Mistergizmo./
2009,BMW,F650GS Twin,2,dave92029.,25.8,60.7,3.88,650,,http://www.fuelly.com/driver/dave92029./
2009,BMW,F650GS Twin,44,vuganeja,25.9,60.9,3.86,650,,http://www.fuelly.com/driver/vuganeja/
2008,BMW,F650GS Twin,3,RMB,29.3,68.9,3.41,650,,http://www.fuelly.com/driver/RMB/
1997,BMW,F650ST,27,JamesAquilina,12.3,28.9,8.13,650,,http://www.fuelly.com/driver/JamesAquilina/
1999,BMW,F650ST,28,MoeST,15.5,36.5,6.45,650,,http://www.fuelly.com/driver/MoeST/
1998,BMW,F650ST,51,capeche,16.2,38.1,6.17,650,,http://www.fuelly.com/driver/capeche/
1999,BMW,F650ST,45,batou,17.2,40.5,5.81,650,,http://www.fuelly.com/driver/batou/
1997,BMW,F650ST,1,alexpapad,18,42.3,5.56,650,,http://www.fuelly.com/driver/alexpapad/
1998,BMW,F650ST,13,ursinescootician,18.7,44.0,5.35,650,,http://www.fuelly.com/driver/ursinescootician/
1997,BMW,F650ST,5,TMB,19.6,46.1,5.10,650,,http://www.fuelly.com/driver/TMB/
2010,BMW,F800GS,3,basko,10.6,24.9,9.43,800,,http://www.fuelly.com/driver/basko/
2008,BMW,F800GS,1,moriarty,15.7,36.9,6.37,800,,http://www.fuelly.com/driver/moriarty/
2011,BMW,F800GS,32,fbakkes,17.6,41.4,5.68,800,,http://www.fuelly.com/driver/fbakkes/
2010,BMW,F800GS,15,redback,17.8,41.9,5.62,800,,http://www.fuelly.com/driver/redback/
2009,BMW,F800GS,4,SACK,17.9,42.1,5.59,800,,http://www.fuelly.com/driver/SACK/
2008,BMW,F800GS,10,tomdupld,17.9,42.1,5.59,800,,http://www.fuelly.com/driver/tomdupld/
2008,BMW,F800GS,99,drid,18,42.3,5.56,800,,http://www.fuelly.com/driver/drid/
2010,BMW,F800GS,31,Muca22,18.2,42.8,5.49,800,,http://www.fuelly.com/driver/Muca22/
2012,BMW,F800GS,8,guidantas,18.3,43.0,5.46,800,,http://www.fuelly.com/driver/guidantas/
2010,BMW,F800GS,9,KnopKop,18.4,43.3,5.43,800,,http://www.fuelly.com/driver/KnopKop/
2012,BMW,F800GS,28,GBTW,18.6,43.8,5.38,800,,http://www.fuelly.com/driver/GBTW/
2009,BMW,F800GS,29,teotsin,18.7,44.0,5.35,800,,http://www.fuelly.com/driver/teotsin/
2009,BMW,F800GS,11,GSRider.,18.7,44.0,5.35,800,,http://www.fuelly.com/driver/GSRider./
2011,BMW,F800GS,46,luv2ride,19.2,45.2,5.21,800,,http://www.fuelly.com/driver/luv2ride/
2009,BMW,F800GS,8,mefromsa,19.6,46.1,5.10,800,,http://www.fuelly.com/driver/mefromsa/
2011,BMW,F800GS,67,DaveT,19.7,46.3,5.08,800,,http://www.fuelly.com/driver/DaveT/
2011,BMW,F800GS,97,WagnerBSB,19.9,46.8,5.03,800,,http://www.fuelly.com/driver/WagnerBSB/
2012,BMW,F800GS,2,kendalla59,20,47.0,5.00,800,Touring,http://www.fuelly.com/driver/kendalla59/
2012,BMW,F800GS,4,RUE,20,47.0,5.00,800,,http://www.fuelly.com/driver/RUE/
2008,BMW,F800GS,49,tombell,20.1,47.3,4.98,800,,http://www.fuelly.com/driver/tombell/
2012,BMW,F800GS,16,Cityboy,20.2,47.5,4.95,800,,http://www.fuelly.com/driver/Cityboy/
2010,BMW,F800GS,21,gainerwj.,20.2,47.5,4.95,800,,http://www.fuelly.com/driver/gainerwj./
2012,BMW,F800GS,64,DavidEv,20.3,47.7,4.93,800,,http://www.fuelly.com/driver/DavidEv/
2010,BMW,F800GS,3,Pleschutznigs,20.6,48.5,4.85,800,,http://www.fuelly.com/driver/Pleschutznigs/
2012,BMW,F800GS,32,ITALO,20.8,48.9,4.81,800,,http://www.fuelly.com/driver/ITALO/
2010,BMW,F800GS,124,Pray4Snow,20.9,49.2,4.78,800,,http://www.fuelly.com/driver/Pray4Snow/
2009,BMW,F800GS,4,jakobreid,20.9,49.2,4.78,800,,http://www.fuelly.com/driver/jakobreid/
2010,BMW,F800GS,17,msfazer,21,49.4,4.76,800,,http://www.fuelly.com/driver/msfazer/
2009,BMW,F800GS,35,snappo,21,49.4,4.76,800,,http://www.fuelly.com/driver/snappo/
2011,BMW,F800GS,16,2Stamp,21.1,49.6,4.74,800,,http://www.fuelly.com/driver/2Stamp/
2011,BMW,F800GS,15,nomadb,21.4,50.3,4.67,800,,http://www.fuelly.com/driver/nomadb/
2009,BMW,F800GS,3,tinusvdb,21.5,50.6,4.65,800,,http://www.fuelly.com/driver/tinusvdb/
2009,BMW,F800GS,29,haildamage,21.7,51.0,4.61,800,,http://www.fuelly.com/driver/haildamage/
2011,BMW,F800GS,55,jjunner,22,51.7,4.55,800,,http://www.fuelly.com/driver/jjunner/
2010,BMW,F800GS,8,richmo.,22,51.7,4.55,800,,http://www.fuelly.com/driver/richmo./
2010,BMW,F800GS,20,wellsy,22.2,52.2,4.50,800,,http://www.fuelly.com/driver/wellsy/
2010,BMW,F800GS,18,calgarymoto,22.2,52.2,4.50,800,,http://www.fuelly.com/driver/calgarymoto/
2008,BMW,F800GS,5,frankie,22.2,52.2,4.50,800,,http://www.fuelly.com/driver/frankie/
2011,BMW,F800GS,13,pieterodendaal,22.3,52.5,4.48,800,,http://www.fuelly.com/driver/pieterodendaal/
2012,BMW,F800GS,91,xpdishun,22.4,52.7,4.46,800,,http://www.fuelly.com/driver/xpdishun/
2010,BMW,F800GS,1,gianni1951,22.5,52.9,4.44,800,,http://www.fuelly.com/driver/gianni1951/
2009,BMW,F800GS,108,bfdarren,22.6,53.2,4.42,800,,http://www.fuelly.com/driver/bfdarren/
2010,BMW,F800GS,41,Stumpyfingers,22.8,53.6,4.39,800,,http://www.fuelly.com/driver/Stumpyfingers/
2010,BMW,F800GS,2,bearbuck,22.9,53.9,4.37,800,,http://www.fuelly.com/driver/bearbuck/
2011,BMW,F800GS,30,Steen,23,54.1,4.35,800,,http://www.fuelly.com/driver/Steen/
2010,BMW,F800GS,20,showard,23,54.1,4.35,800,,http://www.fuelly.com/driver/showard/
2008,BMW,F800GS,2,Ugie,23,54.1,4.35,800,,http://www.fuelly.com/driver/Ugie/
2009,BMW,F800GS,17,maddaddy,23.3,54.8,4.29,800,,http://www.fuelly.com/driver/maddaddy/
2009,BMW,F800GS,96,rockinrog.,24.1,56.7,4.15,800,,http://www.fuelly.com/driver/rockinrog./
2012,BMW,F800GS,2,rrvanzyl,24.4,57.4,4.10,800,,http://www.fuelly.com/driver/rrvanzyl/
2009,BMW,F800GS,8,yogeek,25.2,59.3,3.97,800,,http://www.fuelly.com/driver/yogeek/
2011,BMW,F800GS,21,Enthusiast,25.5,60.0,3.92,800,,http://www.fuelly.com/driver/Enthusiast/
2010,BMW,F800R,26,daemonium,15.7,36.9,6.37,800,,http://www.fuelly.com/driver/daemonium/
2011,BMW,F800R,4,pedrostabile,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/pedrostabile/
2011,BMW,F800R,5,psgregory,18,42.3,5.56,800,,http://www.fuelly.com/driver/psgregory/
2011,BMW,F800R,11,shaun8412,18.2,42.8,5.49,800,,http://www.fuelly.com/driver/shaun8412/
2009,BMW,F800R,89,Hedgehog,18.9,44.5,5.29,800,,http://www.fuelly.com/driver/Hedgehog/
2011,BMW,F800R,3,BallisticWarrior,19,44.7,5.26,800,,http://www.fuelly.com/driver/BallisticWarrior/
2011,BMW,F800R,43,Ale,19.7,46.3,5.08,800,,http://www.fuelly.com/driver/Ale/
2011,BMW,F800R,42,Teep,19.8,46.6,5.05,800,,http://www.fuelly.com/driver/Teep/
2010,BMW,F800R,7,nikos,19.8,46.6,5.05,800,,http://www.fuelly.com/driver/nikos/
2009,BMW,F800R,110,GrandVince,20,47.0,5.00,800,,http://www.fuelly.com/driver/GrandVince/
2011,BMW,F800R,97,andrew271828,20.3,47.7,4.93,800,,http://www.fuelly.com/driver/andrew271828/
2012,BMW,F800R,10,Banaanhangwagen,20.8,48.9,4.81,800,,http://www.fuelly.com/driver/Banaanhangwagen/
2009,BMW,F800R,41,iwanprys,21,49.4,4.76,800,,http://www.fuelly.com/driver/iwanprys/
2010,BMW,F800R,17,Gibbo,21.1,49.6,4.74,800,,http://www.fuelly.com/driver/Gibbo/
2011,BMW,F800R,31,blach13,21.4,50.3,4.67,800,,http://www.fuelly.com/driver/blach13/
2011,BMW,F800R,23,PxP,21.5,50.6,4.65,800,,http://www.fuelly.com/driver/PxP/
2011,BMW,F800R,1,gogy115,21.6,50.8,4.63,800,,http://www.fuelly.com/driver/gogy115/
2012,BMW,F800R,3,elamd,21.9,51.5,4.57,800,,http://www.fuelly.com/driver/elamd/
2009,BMW,F800R,1,mart1jn,22.1,52.0,4.52,800,,http://www.fuelly.com/driver/mart1jn/
2009,BMW,F800R,7,weefelly,22.4,52.7,4.46,800,,http://www.fuelly.com/driver/weefelly/
2010,BMW,F800R,31,goldfish168,22.9,53.9,4.37,800,,http://www.fuelly.com/driver/goldfish168/
2010,BMW,F800R,8,RadMan,23.4,55.0,4.27,800,,http://www.fuelly.com/driver/RadMan/
2010,BMW,F800R,28,popsky,23.7,55.7,4.22,800,,http://www.fuelly.com/driver/popsky/
2007,BMW,F800S,1,MoonerOwned,16.3,38.3,6.13,800,,http://www.fuelly.com/driver/MoonerOwned/
2006,BMW,F800S,5,Jevigar,17.1,40.2,5.85,800,,http://www.fuelly.com/driver/Jevigar/
2008,BMW,F800S,1,nsbeemer.,17.9,42.1,5.59,800,,http://www.fuelly.com/driver/nsbeemer./
2007,BMW,F800S,32,Gapek,18.7,44.0,5.35,800,,http://www.fuelly.com/driver/Gapek/
2008,BMW,F800S,5,Koevoet,18.73,44.1,5.34,800,,http://www.fuelly.com/driver/Koevoet/
2008,BMW,F800S,23,lollonet,18.8,44.2,5.32,800,,http://www.fuelly.com/driver/lollonet/
2007,BMW,F800S,109,johnM,19.2,45.2,5.21,800,,http://www.fuelly.com/driver/johnM/
2007,BMW,F800S,80,Teep,19.3,45.4,5.18,800,,http://www.fuelly.com/driver/Teep/
2006,BMW,F800S,42,pastou,19.6,46.1,5.10,800,,http://www.fuelly.com/driver/pastou/
2007,BMW,F800S,234,Scorch,19.7,46.3,5.08,800,,http://www.fuelly.com/driver/Scorch/
2007,BMW,F800S,288,psgregory,19.7,46.3,5.08,800,,http://www.fuelly.com/driver/psgregory/
2007,BMW,F800S,12,Rabster,19.8,46.6,5.05,800,,http://www.fuelly.com/driver/Rabster/
2010,BMW,F800S,38,guidoveloce,19.9,46.8,5.03,800,,http://www.fuelly.com/driver/guidoveloce/
2008,BMW,F800S,137,growse,20.2,47.5,4.95,800,,http://www.fuelly.com/driver/growse/
2006,BMW,F800S,49,jpoulsen,20.2,47.5,4.95,800,,http://www.fuelly.com/driver/jpoulsen/
2006,BMW,F800S,3,Dunny,20.2,47.5,4.95,800,,http://www.fuelly.com/driver/Dunny/
2008,BMW,F800S,3,olivethebiker.,20.4,48.0,4.90,800,,http://www.fuelly.com/driver/olivethebiker./
2007,BMW,F800S,52,bencarufel,20.6,48.5,4.85,800,,http://www.fuelly.com/driver/bencarufel/
2006,BMW,F800S,12,ercanj,21.2,49.9,4.72,800,,http://www.fuelly.com/driver/ercanj/
2008,BMW,F800S,28,Heboza,21.3,50.1,4.69,800,,http://www.fuelly.com/driver/Heboza/
2006,BMW,F800S,32,Steshen,21.4,50.3,4.67,800,,http://www.fuelly.com/driver/Steshen/
2006,BMW,F800S,2,leepy,21.7,51.0,4.61,800,,http://www.fuelly.com/driver/leepy/
2008,BMW,F800S,3,Br,22,51.7,4.55,800,,http://www.fuelly.com/driver/Br/
2007,BMW,F800S,24,novasbc,22,51.7,4.55,800,,http://www.fuelly.com/driver/novasbc/
2007,BMW,F800S,25,Iyhel,22.4,52.7,4.46,800,,http://www.fuelly.com/driver/Iyhel/
2007,BMW,F800S,174,polackium,23.1,54.3,4.33,800,,http://www.fuelly.com/driver/polackium/
2007,BMW,F800S,130,cynic,23.2,54.6,4.31,800,,http://www.fuelly.com/driver/cynic/
2007,BMW,F800S,13,corywouters,24.4,57.4,4.10,800,,http://www.fuelly.com/driver/corywouters/
2007,BMW,F800S,13,JFritts,24.7,58.1,4.05,800,,http://www.fuelly.com/driver/JFritts/
2007,BMW,F800S,77,lynxmann,24.7,58.1,4.05,800,,http://www.fuelly.com/driver/lynxmann/
2007,BMW,F800S,171,Andy949494,25.1,59.0,3.98,800,,http://www.fuelly.com/driver/Andy949494/
2007,BMW,F800S,1,Avboden.,26.3,61.9,3.80,800,,http://www.fuelly.com/driver/Avboden./
2008,BMW,F800ST,2,prezzy,17.3,40.7,5.78,800,,http://www.fuelly.com/driver/prezzy/
2007,BMW,F800ST,2,Kostas.,17.3,40.7,5.78,800,,http://www.fuelly.com/driver/Kostas./
2007,BMW,F800ST,4,talexan,18.5,43.5,5.41,800,,http://www.fuelly.com/driver/talexan/
2011,BMW,F800ST,87,heckoch,19.1,44.9,5.24,800,,http://www.fuelly.com/driver/heckoch/
2012,BMW,F800ST,12,Scorch,19.4,45.6,5.15,800,,http://www.fuelly.com/driver/Scorch/
2010,BMW,F800ST,11,Chezard,19.5,45.9,5.13,800,,http://www.fuelly.com/driver/Chezard/
2009,BMW,F800ST,68,Cdcro,19.7,46.3,5.08,800,,http://www.fuelly.com/driver/Cdcro/
2009,BMW,F800ST,40,Roymondo,19.8,46.6,5.05,800,,http://www.fuelly.com/driver/Roymondo/
2007,BMW,F800ST,87,wvb,20.2,47.5,4.95,800,,http://www.fuelly.com/driver/wvb/
2008,BMW,F800ST,115,bbb,20.4,48.0,4.90,800,,http://www.fuelly.com/driver/bbb/
2011,BMW,F800ST,15,Kiroluna,20.5,48.2,4.88,800,,http://www.fuelly.com/driver/Kiroluna/
2008,BMW,F800ST,131,CroftsMan,20.5,48.2,4.88,800,,http://www.fuelly.com/driver/CroftsMan/
2009,BMW,F800ST,58,jeffmclark,20.6,48.5,4.85,800,,http://www.fuelly.com/driver/jeffmclark/
2009,BMW,F800ST,31,LBS,20.7,48.7,4.83,800,,http://www.fuelly.com/driver/LBS/
2006,BMW,F800ST,13,pinkyponk,20.7,48.7,4.83,800,,http://www.fuelly.com/driver/pinkyponk/
2012,BMW,F800ST,12,Disastrous,20.8,48.9,4.81,800,,http://www.fuelly.com/driver/Disastrous/
2009,BMW,F800ST,1,qaz,20.8,48.9,4.81,800,,http://www.fuelly.com/driver/qaz/
2009,BMW,F800ST,4,Kaidynce,20.8,48.9,4.81,800,,http://www.fuelly.com/driver/Kaidynce/
2009,BMW,F800ST,27,smpl5,20.9,49.2,4.78,800,,http://www.fuelly.com/driver/smpl5/
2009,BMW,F800ST,1,dewisant,20.9,49.2,4.78,800,,http://www.fuelly.com/driver/dewisant/
2008,BMW,F800ST,14,koalaballa,21,49.4,4.76,800,,http://www.fuelly.com/driver/koalaballa/
2007,BMW,F800ST,3,mj72,21,49.4,4.76,800,,http://www.fuelly.com/driver/mj72/
2008,BMW,F800ST,18,reycer,21.1,49.6,4.74,800,,http://www.fuelly.com/driver/reycer/
2008,BMW,F800ST,20,NWJDI,21.4,50.3,4.67,800,,http://www.fuelly.com/driver/NWJDI/
2011,BMW,F800ST,21,ir,21.8,51.3,4.59,800,,http://www.fuelly.com/driver/ir/
2012,BMW,F800ST,4,nortonxsu,21.9,51.5,4.57,800,,http://www.fuelly.com/driver/nortonxsu/
2011,BMW,F800ST,8,macapaca,21.9,51.5,4.57,800,,http://www.fuelly.com/driver/macapaca/
2009,BMW,F800ST,32,touchton.,21.9,51.5,4.57,800,,http://www.fuelly.com/driver/touchton./
2009,BMW,F800ST,17,tlethere,22,51.7,4.55,800,,http://www.fuelly.com/driver/tlethere/
2008,BMW,F800ST,13,DesiRider,22,51.7,4.55,800,,http://www.fuelly.com/driver/DesiRider/
2006,BMW,F800ST,2,Titch,22,51.7,4.55,800,,http://www.fuelly.com/driver/Titch/
2011,BMW,F800ST,144,Sion1771,22.1,52.0,4.52,800,,http://www.fuelly.com/driver/Sion1771/
2012,BMW,F800ST,12,dRider800,22.2,52.2,4.50,800,,http://www.fuelly.com/driver/dRider800/
2008,BMW,F800ST,203,tpcole22.,22.2,52.2,4.50,800,,http://www.fuelly.com/driver/tpcole22./
2007,BMW,F800ST,8,posthuman,22.2,52.2,4.50,800,,http://www.fuelly.com/driver/posthuman/
2012,BMW,F800ST,20,bartbaaten,22.3,52.5,4.48,800,,http://www.fuelly.com/driver/bartbaaten/
2009,BMW,F800ST,1,av8npa,22.3,52.5,4.48,800,,http://www.fuelly.com/driver/av8npa/
2008,BMW,F800ST,45,four12,22.4,52.7,4.46,800,,http://www.fuelly.com/driver/four12/
2008,BMW,F800ST,27,ohg59,22.5,52.9,4.44,800,,http://www.fuelly.com/driver/ohg59/
2007,BMW,F800ST,249,superduper,22.5,52.9,4.44,800,,http://www.fuelly.com/driver/superduper/
2010,BMW,F800ST,55,bradrf,22.6,53.2,4.42,800,,http://www.fuelly.com/driver/bradrf/
2012,BMW,F800ST,26,dreamwave6,22.7,53.4,4.41,800,,http://www.fuelly.com/driver/dreamwave6/
2012,BMW,F800ST,5,ppc750,22.8,53.6,4.39,800,,http://www.fuelly.com/driver/ppc750/
2008,BMW,F800ST,91,Rogrrr,22.8,53.6,4.39,800,,http://www.fuelly.com/driver/Rogrrr/
2009,BMW,F800ST,122,DH63,22.9,53.9,4.37,800,,http://www.fuelly.com/driver/DH63/
2009,BMW,F800ST,121,bricabrac,23.2,54.6,4.31,800,,http://www.fuelly.com/driver/bricabrac/
2009,BMW,F800ST,11,alfa13,23.4,55.0,4.27,800,,http://www.fuelly.com/driver/alfa13/
2007,BMW,F800ST,28,PhotoRex,23.4,55.0,4.27,800,,http://www.fuelly.com/driver/PhotoRex/
2007,BMW,F800ST,3,DjMoFunk.,23.4,55.0,4.27,800,,http://www.fuelly.com/driver/DjMoFunk./
2010,BMW,F800ST,30,jukeboXXX,23.6,55.5,4.24,800,,http://www.fuelly.com/driver/jukeboXXX/
2008,BMW,F800ST,44,IndyBMW,23.6,55.5,4.24,800,,http://www.fuelly.com/driver/IndyBMW/
2007,BMW,F800ST,6,aenea,23.8,56.0,4.20,800,,http://www.fuelly.com/driver/aenea/
2008,BMW,F800ST,61,keizai,23.9,56.2,4.18,800,,http://www.fuelly.com/driver/keizai/
2009,BMW,F800ST,35,jcarpino,24.1,56.7,4.15,800,,http://www.fuelly.com/driver/jcarpino/
2007,BMW,F800ST,36,mikeo,24.1,56.7,4.15,800,,http://www.fuelly.com/driver/mikeo/
2009,BMW,F800ST,90,kkaykk,24.2,56.9,4.13,800,,http://www.fuelly.com/driver/kkaykk/
2008,BMW,F800ST,11,hendrik,24.3,57.2,4.12,800,,http://www.fuelly.com/driver/hendrik/
2008,BMW,F800ST,98,rad,24.4,57.4,4.10,800,,http://www.fuelly.com/driver/rad/
2009,BMW,F800ST,6,Jaimew,24.7,58.1,4.05,800,,http://www.fuelly.com/driver/Jaimew/
2009,BMW,F800ST,41,veryhumid,24.8,58.3,4.03,800,,http://www.fuelly.com/driver/veryhumid/
2007,BMW,F800ST,4,cirodam,24.9,58.6,4.02,800,,http://www.fuelly.com/driver/cirodam/
2008,BMW,F800ST,53,Brendan,25.1,59.0,3.98,800,,http://www.fuelly.com/driver/Brendan/
2008,BMW,F800ST,36,SConour,25.6,60.2,3.91,800,,http://www.fuelly.com/driver/SConour/
2008,BMW,F800ST,1,F800StGal.,25.6,60.2,3.91,800,,http://www.fuelly.com/driver/F800StGal./
2009,BMW,F800ST,35,gietl,25.7,60.5,3.89,800,,http://www.fuelly.com/driver/gietl/
2008,BMW,F800ST,53,combustor,25.8,60.7,3.88,800,,http://www.fuelly.com/driver/combustor/
2007,BMW,F800ST,4,F800StGal.,26,61.2,3.85,800,,http://www.fuelly.com/driver/F800StGal./
2009,BMW,F800ST,137,mikie,26.2,61.6,3.82,800,,http://www.fuelly.com/driver/mikie/
2008,BMW,F800ST,56,sonnyboy,26.6,62.6,3.76,800,,http://www.fuelly.com/driver/sonnyboy/
