Year,Make,Model,fuelups,user,KML,kms,CC,Style,url
2009,Genuine,Buddy 150 Blackjack,4,BluLou222,29.7,118.8,150,,
2000,Honda,CB250,9,99toyotacamry,29.7,267.3,250,,
2012,Honda,CBR250R,2,georgec,29.7,59.4,250,,
2011,Honda,CBR250R,10,lee9996,29.7,297,250,,
2011,Honda,CBR250R,23,billyedtimmy,29.7,683.1,250,,
2011,Honda,CBR250R,2,tckcal,29.7,59.4,250,,
2012,Honda,NC700X,17,turbodieseli4i6,29.7,504.9,700,,
2012,Honda,NC700X,27,derricka,29.7,801.9,700,,
2012,Honda,NC700XA,2,Orlando,29.7,59.4,700,,
2008,Honda,S-Wing 125,1,louthepoo,29.7,29.7,125,,
2010,Honda,SH 150,1,rye,29.7,29.7,150,,
2006,Honda,Shadow 600,58,dmaximus,29.7,1722.6,600,,
2007,Kawasaki,EX250,2,PeedyPab,29.7,59.4,250,,
2005,Kawasaki,Ninja 250R,3,seanski357,29.7,89.1,250,,
2009,Kymco,Super 8 125,22,xiaooooo,29.7,653.4,125,,
2000,Kymco,Trend154cc,9,abanganton,29.7,267.3,154,,
2010,PGO,X-Hot 150i,54,15UZU,29.7,1603.8,150,,
2008,Piaggio,X7,95,cjb.,29.7,2821.5,,,
2012,SYM,Attila Elizabeth 125,60,ihsan79,29.7,1782,125,,
2012,SYM,GTS EVO 125i,8,redref,29.7,237.6,125,,
2011,SYM,GTS EVO 125i,2,gts125i,29.7,59.4,125,,
2012,SYM,HD 200,1,nikos1,29.7,29.7,200,,
2010,Vespa,GTS 250 ie,17,Wim1979,29.7,504.9,250,,
2009,Vespa,GTS 250 ie,25,VespaDani,29.7,742.5,250,,
2007,Vespa,GTS 250 ie,15,justicart,29.7,445.5,250,,
2007,Vespa,GTS 250 ie,8,dfly22000.,29.7,237.6,250,,
2012,Vespa,GTS 300 Super,36,bushey,29.7,1069.2,300,,
2007,Vespa,GTV 250ie,10,walterr,29.7,297,250,,
2009,Vespa,GTV250ie,36,korts,29.7,1069.2,250,,
2008,Vespa,S 150,12,kedierluc,29.7,356.4,150,,
2006,Yamaha,Nuovo 110,4,rbescanlar,29.7,118.8,110,,
2008,Yamaha,WR250X,46,gaspo,29.7,1366.2,250,,
2011,Yamaha,YBR 125,1,Columbo,29.7,29.7,125,,
2008,Baja,SC150,20,TrueRollers,29.6,592,150,,
2009,Genuine,Buddy 150,6,uglybull,29.6,177.6,150,,
2012,Honda,CBR250R,17,adewitt76,29.6,503.2,250,,
2012,Honda,CBR250R,2,OutbackSTi,29.6,59.2,250,,
2011,Honda,CBR250R,17,Srom04,29.6,503.2,250,,
2011,Honda,CBR250R,11,CommunistMonster,29.6,325.6,250,,
2011,Honda,CBR250R,3,weiler,29.6,88.8,250,,
1997,Honda,Rebel 250,36,caylor,29.6,1065.6,250,,
2006,Honda,XR 125L,37,lumoruk,29.6,1095.2,,,
2012,Huoniao,HN125-8,8,nursey,29.6,236.8,125,,
2010,Kymco,Yager GT 200i,7,Fshfindr,29.6,207.2,200,,
2007,Suzuki,Burgman 400,130,segor,29.6,3848,400,,
2009,Suzuki,TU250X,123,lam,29.6,3640.8,250,,
2012,SYM,Citycom 300i,20,davann01,29.6,592,300,,
2008,SYM,Citycom 300i,3,FlyRay,29.6,88.8,300,,
2010,SYM,GTS EVO,31,monteirolms,29.6,917.6,,,
2012,SYM,GTS EVO 125i,13,joaoraminhos,29.6,384.8,125,,
2010,SYM,VS150,50,georgewombat,29.6,1480,150,,
2001,Vespa,ET4,10,em,29.6,296,,,
2008,Vespa,GTS 250 ie,17,roqholiday,29.6,503.2,250,,
2007,Vespa,GTS 250 ie,15,atlgts,29.6,444,250,,
2010,Vespa,GTS 300 ie,23,bcbrit,29.6,680.8,300,,
2009,Vespa,LX 150,12,Schnarpsel,29.6,355.2,150,,
2012,Vespa,LX150 ie,11,Cottonpatch,29.6,325.6,150,,
1991,Yamaha,SRX400,27,Ludethedude,29.6,799.2,400,,
2009,Aprilia,Scarabeo 200,11,paulmarrington,29.5,324.5,200,,
2012,Aprilia,Scarabeo 200ie,20,contes,29.5,590,200,,
2009,Aprilia,SportCity One 125,6,1SmileaD,29.5,177,125,,
2005,BMW,G650 GS,3,Cayman,29.5,88.5,650,,
2009,Genuine,Buddy 125,3,eeyoremd.,29.5,88.5,125,,
2008,Genuine,Buddy 150,9,revmjcarlson,29.5,265.5,150,,
2008,Genuine,Buddy 150,11,HMBscoot.,29.5,324.5,150,,
2011,Honda,CBR250R,31,TheMente,29.5,914.5,250,,
2011,Honda,CBR250R,6,TPA,29.5,177,250,,
2011,Honda,CBR250R,18,Jorsher,29.5,531,250,,
2012,Honda,NC700S,17,Flighttime,29.5,501.5,700,,
2007,Honda,Rebel 250,102,VaporRun,29.5,3009,250,,
2009,Honda,S-Wing 125,6,dengordo,29.5,177,125,,
2005,Honda,VT750DC,13,scrowell,29.5,383.5,750,,
2005,Kawasaki,Ninja 250R,15,Aega,29.5,442.5,250,,
2011,Kymco,Agility 125,18,TheEvilMonkey01,29.5,531,125,,
2012,MotoMia,Spitzer,3,Falcon21,29.5,88.5,,,
2009,Piaggio,BV250,12,Rutch,29.5,354,250,,
2003,Piaggio,LT 150,15,RCooper.,29.5,442.5,150,,
2010,Piaggio,MP3 LT 300,1,nassosp,29.5,29.5,300,,
2011,Piaggio,X7,9,segor,29.5,265.5,,,
2008,Roketa,MC-54-250B,6,Fox,29.5,177.0,250,,
2009,SYM,HD 200,15,TheQuats,29.5,442.5,200,,
2007,Vespa,GTS 250 ie,8,JetMoto,29.5,236,250,,
2007,Vespa,GTV 250ie,14,LolaLola,29.5,413,250,,
2006,Vespa,LX50,7,krommeboy,29.5,206.5,50,,
2008,Yamaha,FZ6,2,otioti.,29.5,59,600,Sport Touring,
1996,Yamaha,YZF600R,1,mikky,29.5,29.5,600,,
2009,Yamaha,Zuma 125,3,onekyoung,29.5,88.5,125,,
2009,Yamaha,Zuma 125,21,Scootie,29.5,619.5,125,,
2009,Genuine,Buddy 150 Blackjack,43,heyitsomid,29.4,1264.2,150,,
2009,Genuine,Buddy 150 Pamplona,5,Eudeyrn,29.4,147,150,,
2010,Genuine,Buddy 50,29,Stilts,29.4,852.6,50,,
2009,Genuine,Stella,8,spd122,29.4,235.2,,,
2011,Honda,CBR250R,12,darlingjules,29.4,352.8,250,,
2011,Honda,CBR250R,39,stbr0510,29.4,1146.6,250,,
1986,Honda,Elite 250,2,witttom,29.4,58.8,250,,
2006,Honda,Lead,8,Eviscerator8138,29.4,235.2,,,
2009,Honda,Rebel,57,AaThom,29.4,1675.8,,,
2008,Honda,Rebel 250,9,memert,29.4,264.6,250,,
2004,Honda,Reflex Sport,137,jdbrot.,29.4,4027.8,,,
2012,Kawasaki,150RR,5,superNova26385,29.4,147,150,,http://www.fuelly.com/driver/superNova26385/150RR
2007,Kawasaki,EX250,40,RussianNinja,29.4,1176,250,,
2000,Kawasaki,EX250,5,Downtown1,29.4,147,250,,
2008,Kawasaki,Ninja 250R,6,BullSpirit,29.4,176.4,250,,
2012,Keeway,superlight,10,Arlindo84,29.4,294,,,
2008,Peugeot,Speed Fight 2 100cc,33,phildough,29.4,970.2,100,,
2008,Roketa,Lamda,11,danfruchey,29.4,323.4,,,
2012,SYM,GTS EVO,13,PPP,29.4,382.2,,,
2011,SYM,GTS EVO,1,nikoleon,29.4,29.4,,,
2010,Vespa,300 Super Sport,9,DougMcL,29.4,264.6,300,,http://www.fuelly.com/driver/DougMcL/300 Super Sport
2010,Vespa,GTS 125 Super ie,33,zandman,29.4,970.2,125,,
2009,Vespa,GTS 250,2,doccac,29.4,58.8,250,,
2007,Vespa,GTS 250,7,stingray.,29.4,205.8,250,,
2007,Vespa,GTS 250,21,Paulc510.,29.4,617.4,250,,
2011,Vespa,GTS 300 ie,35,redwolfoz,29.4,1029,300,,
2010,Vespa,GTS 300 Super,38,thawatc4,29.4,1117.2,300,,
2010,Vespa,LX 150,4,randylyons,29.4,117.6,150,,
2007,Vespa,LXV 150,7,WhiteRockLXV.,29.4,205.8,150,,
2012,Yamaha,fz16,6,mjmosque,29.4,176.4,153,,
2012,Yamaha,X-City,5,pegaso,29.4,147,,,
2009,Yamaha,Zuma 125,23,Bolling71,29.4,676.2,125,,
2008,BMW,F650GS Twin,3,RMB,29.3,87.9,650,,
2008,Genuine,Buddy 150,8,kyouteki,29.3,234.4,150,,
2009,Genuine,Buddy 150 Blackjack,23,Sosha,29.3,673.9,150,,
2005,Genuine,Stella,14,drewellen,29.3,410.2,,,
2012,Honda,CBR250R,2,johnHolio,29.3,58.6,250,,
2012,Honda,CBR250R,3,PDXLove,29.3,87.9,250,,
2011,Honda,CBR250R,6,ocswing,29.3,175.8,250,,
2011,Honda,CBR250R,45,hamstrings,29.3,1318.5,250,,
2011,Honda,CBR250R,10,marcusyoya,29.3,293,250,,
2006,Hyosung,GT250 naked,3,Livefast123,29.3,87.9,250,,
2003,Kawasaki,EX250,16,chamois,29.3,468.8,250,,
2009,Kawasaki,KLX250SF,10,Chazolta,29.3,293,250,,
2011,Kymco,downtown 300i,9,p40whk,29.3,263.7,300,,
2005,Kymco,Venox,17,siren98,29.3,498.1,,,
2009,Piaggio,Fly 150,13,Aussat,29.3,380.9,150,,
2002,Suzuki,GZ250,3,michaelbrown,29.3,87.9,250,,
2011,Suzuki,TU250X,15,Jcaprada,29.3,439.5,250,,
2009,SYM,GTS EVO,7,leites,29.3,205.1,,,
2006,Vespa,GT200,15,voxkat.,29.3,439.5,200,,
2007,Vespa,GTS 250 ie,62,Stan19,29.3,1816.6,250,,
2012,Vespa,GTS 300 ie,10,spoole76,29.3,293,300,,
2009,Vespa,GTS 300 Super,61,tonyb,29.3,1787.3,300,,
2009,Vespa,GTV250ie,19,Scutrbrau,29.3,556.7,250,,
2008,Vespa,LX125,4,nasht,29.3,117.2,125,,
2002,Yamaha,BWS 50,3,Kilovolt,29.3,87.9,50,,
2010,Yamaha,Xmax 250,7,pajabm,29.3,205.1,250,,
2007,Yamaha,YBR 125,4,CaptainDeano,29.3,117.2,125,,
2011,Zongshen,Ryuka Fly 150,4,skagen,29.3,117.2,150,,
2007,Aprilia,SportCity 250ie,23,DarthMalaguti,29.2,671.6,250,,
2009,Genuine,Buddy 150 Blackjack,32,Bigdaddybud,29.2,934.4,150,,
2012,Honda,CBR250R,16,Samar,29.2,467.2,250,,
2012,Honda,CBR250R,14,dochonda,29.2,408.8,250,,
2011,Honda,CBR250R,3,katedwolf,29.2,87.6,250,,
2011,Honda,CBR250R,19,sg82,29.2,554.8,250,,
1986,Honda,CM250C,1,66mercurycomet,29.2,29.2,250,,
2012,Honda,NC700XA,8,Drakis,29.2,233.6,700,,
2002,Honda,Rebel,2,Damask16.,29.2,58.4,,,
2011,Kawasaki,Ninja 250R,4,Ninjabassman,29.2,116.8,250,,
2011,Keeway,RKV 125,3,RenatoMM,29.2,87.6,125,,
2009,Kymco,Agility 125,20,pepsi91307.,29.2,584,125,,
2008,Kymco,FreeLX,18,jfr,29.2,525.6,,,
2001,Kymco,metica 125,12,sabakota,29.2,350.4,125,,
2004,Modenas,Elit 150,7,Punr1,29.2,204.4,150,,
2008,Moto,Morini Moto Fino,6,yawnson,29.2,175.2,,,
2005,Suzuki,DRZ400SM,10,Starchamp,29.2,292,400,,
2001,Suzuki,FXR150,20,Armi810,29.2,584,150,,
2004,Suzuki,VanVan Rv125,4,vladimir44,29.2,116.8,125,,
2010,SYM,GTS EVO,7,Iolite,29.2,204.4,,,
2011,SYM,GTS EVO 125i,1,yoshirc,29.2,29.2,125,,
2005,Vespa,ET4,31,Dee,29.2,905.2,,,
2007,Vespa,GTS 250,39,o0dano0o,29.2,1138.8,250,,
2010,Vespa,GTS 300 Super,5,honnou,29.2,146,300,,
2011,Yamaha,XTZ 250 Tenere,20,msfazer,29.2,584,250,,
2005,Daelim,NS125 DX,11,paulmarrington,29.1,320.1,125,,
2011,Daelim,S3 Fi,8,Fl4v10,29.1,232.8,,,
2009,Genuine,Buddy 150,28,jayfmyers.,29.1,814.8,150,,
2009,Genuine,Buddy 50,35,argus30,29.1,1018.5,50,,
2006,Honda,CBR125R,3,penguin,29.1,87.3,125,,
2012,Honda,CBR250R,1,themisfire87,29.1,29.1,250,,
2012,Honda,CBR250R,12,ChrisErl,29.1,349.2,250,,
2012,Honda,CBR250R,3,jiggerman78,29.1,87.3,250,,
2011,Honda,CBR250R,10,midovelc,29.1,291,250,,
2011,Honda,CBR250R,1,elopez12345,29.1,29.1,250,,
2013,Honda,CRF250L,8,bungie,29.1,232.8,250,,
1987,Honda,elite 150,6,TboneGTS250,29.1,174.6,150,,
2012,Honda,NC700X,1,MARTINSLM,29.1,29.1,700,,
1989,Honda,NX250,2,Amorget,29.1,58.2,250,,
2008,Honda,Rebel 250,5,jaw4491,29.1,145.5,250,,
2005,Honda,Rebel 250,2,LeafyLeaf,29.1,58.2,250,,
2006,Hyosung,GT250R,2,extermin8tor,29.1,58.2,250,,
2009,Kawasaki,KLX250SF,4,Klx250sfscott,29.1,116.4,250,,
2011,Keeway,superlight,8,bluffer,29.1,232.8,,,
2011,PGO,G-Max 220 EFI,11,derricka,29.1,320.1,220,,
2006,Piaggio,BV250,3,bunnybash.,29.1,87.3,250,,
2006,Piaggio,Fly 150,48,Camprn,29.1,1396.8,150,,
2010,Piaggio,MP3 250,45,Kilovictor,29.1,1309.5,250,,
2008,Piaggio,MP3 400,3,razorback.,29.1,87.3,400,,
2010,Vespa,GTS 300 Super,13,scootchef,29.1,378.3,300,,
2009,Vespa,LX 150,11,louwill,29.1,320.1,150,,
2009,Vespa,LX50,2,Pickett,29.1,58.2,50,,
1993,Yamaha,Razz,5,Nizidramaniiyt,29.1,145.5,,,
2011,Yamaha,wr 125 x,43,ocarteiro,29.1,1251.3,125,,
2009,Aprilia,SportCity 250ie,17,sinosoul,29,493,250,,
2009,CFMOTO,Glory,11,panaja,29,319,,,
1998,Daelim,VS 125,3,kadofl,29,87,125,,
2009,Genuine,Buddy 150 Blackjack,5,tstonelegal,29,145,150,,
1993,Honda,CB250,12,250,29,348,250,,
2012,Honda,CBR250R,9,HMenke,29,261,250,,
2012,Honda,CBR250R,8,VocalVirgo,29,232,250,,
2012,Honda,CBR250R,17,soullessknight,29,493,250,,
2012,Honda,CBR250R,7,happyd,29,203,250,,
2012,Honda,CBR250R,1,newoga,29,29,250,,
2011,Honda,CBR250R,70,archetypicalone,29,2030,250,,
2011,Honda,CBR250R,23,Llory,29,667,250,,
2011,Honda,CBR250R,89,mohdkhairi,29,2581,250,,
2011,Honda,CBR250R,38,mail2vasant,29,1102,250,,
2011,Honda,CBR250R,53,Ibex250R,29,1537,250,,
2011,Honda,CBR250R,9,RahulT7,29,261,250,,
2011,Honda,CBR250R,6,akashrao,29,174,250,,
2011,Honda,CBR250R,3,Jeffshog,29,87,250,,
2009,Honda,CRF230L,70,jsonder,29,2030,230,,
2010,Honda,Elite 110,5,uncleralph,29,145,110,,
2012,Honda,NC700X,3,drlounsbury,29,87,700,,
2012,Honda,NC700X,10,kickapoobd,29,290,700,,
2008,Honda,XL125V Varadero,1,RiderRich,29,29,125,,
2009,Hyosung,GT250R,3,jasrisamad,29,87,250,,
2007,JCL,MP-250A-JCL,3,malibuwagon350,29,87,250,,
2008,Kawasaki,Ninja 250R,3,Regalboy,29,87,250,,
2010,Kymco,Agility 50,2,ollieboi555,29,58,50,,
1990,MZ,ETZ 251,2,KrisszETZ251,29,58,251,,
2011,Piaggio,X7,8,gaje48a,29,232,,,
2011,Royal,Enfield Bullet,27,rader,29,783,,,
2011,Royal,Enfield Classic 500,7,eda1bulletc5,29,203,500,,
2009,Suzuki,S40 Boulevard,8,stuckinillinois,29,232,1462,,
2004,Suzuki,VanVan Rv125,1,sss360,29,29,125,,
2010,SYM,GTS EVO,52,melpotter,29,1508,,,
2011,SYM,GTS EVO 125i,32,gomescmd,29,928,125,,
2008,Vespa,GTS 250,71,mmehren,29,2059,250,,
2007,Vespa,GTS 250,65,u2metoo,29,1885,250,,
2009,Vespa,GTS 250 ie,35,cyberski,29,1015,250,,
2008,Vespa,GTS 300 Super,11,McE,29,319,300,,
2012,Vespa,GTV 300 ie,6,KeithKaotic,29,174,300,,
2008,Vespa,LX 150,27,edge,29,783,150,,
2010,Vespa,S 125 ie,9,s125,29,261,125,,
2008,Yamaha,Crypton X 135,2,sTRe3tHunt3R,29,58,135,,
2010,Yamaha,WR250R,15,elcheapo,29,435,250,,
2008,Yamaha,WR250X,9,tompee.,29,261,250,,
2012,Yamaha,Xmax 250,15,Guy971,29,435,250,,
2007,Yamaha,YBR 250,42,Kadu,29,1218,250,,
2011,Yamaha,Zuma 125,7,yeast510,29,203,125,,
2011,Big,Boy F35 Sportflight,4,DonovanPorter,28.9,115.6,,,
2004,BMW,F650 GS,1,cdarken,28.9,28.9,650,,
2009,BMW,G650 GS,6,RS4tunate,28.9,173.4,650,,
2007,Hero,Honda Karizma R,11,sunkenpirate,28.9,317.9,,,
2012,Honda,CBR250R,11,ja3688,28.9,317.9,250,,
2012,Honda,CBR250R,15,Steve47,28.9,433.5,250,,
2012,Honda,CBR250R,3,MTCJr,28.9,86.7,250,,
2011,Honda,CBR250R,12,Darkwhsprs,28.9,346.8,250,,
2011,Honda,CBR250R,27,shipwama,28.9,780.3,250,,
2007,Honda,XR 125L,2,vf600,28.9,57.8,,,
2005,Hyosung,GV250,33,Slayerrr,28.9,953.7,250,,
2011,Kymco,downtown 300i,19,scootinChris,28.9,549.1,300,,
2010,Kymco,downtown 300i,15,makridelacos,28.9,433.5,300,,
2007,Lance,Milan,19,natevo.,28.9,549.1,,,
2008,Piaggio,MP3 250,12,MP3Mom.,28.9,346.8,250,,
2009,Piaggio,MP3 500 aka Gilera Fuoco,3,Coley.,28.9,86.7,500,,
2008,Royal,Enfield Electra 4s,7,ved5,28.9,202.3,,,
1998,Suzuki,Ae50R,4,Gerheardt,28.9,115.6,50,,http://www.fuelly.com/driver/Gerheardt/Ae50R
2005,Suzuki,Burgman 400,15,303WHODAT,28.9,433.5,400,,
2003,Suzuki,Burgman 400,3,tnrider,28.9,86.7,400,,
1999,Suzuki,DR350,10,hamdex,28.9,289,350,,
2005,Suzuki,DRZ400SM,7,dcjones.,28.9,202.3,400,,
2011,SYM,Citycom 300i,12,enek2007,28.9,346.8,300,,
2012,SYM,GTS 300 EVO,3,peterpansantos,28.9,86.7,300,,
2012,SYM,GTS EVO,24,melpotter,28.9,693.6,,,
2008,SYM,VS125,10,KoolScoota,28.9,289,125,,
2007,Vespa,GTS 250 ie,21,timkru,28.9,606.9,250,,
2007,Vespa,GTS 250 ie,1,dnolen,28.9,28.9,250,,
2012,Vespa,GTS 300 ie,24,Norry,28.9,693.6,300,,
2011,Yamaha,FZ 150i,2,hantu667,28.9,57.8,150,,
2008,Yamaha,Zuma,16,breesej,28.9,462.4,,,
2006,Aprilia,SportCity One 125,15,weirdoku,28.8,432,125,,
2007,BMW,F650 GS,7,balarsen.,28.8,201.6,650,,
2010,BMW,F800ST,283,BicycleBoy,28.8,8150.4,800,,
2008,Genuine,Buddy 150,9,bluespicker.,28.8,259.2,150,,
2012,Genuine,Buddy 170,15,carlosdotdanger,28.8,432,170,,
2012,Honda,CBR250R,21,aznroth,28.8,604.8,250,,
2012,Honda,CBR250R,1,dmarkow,28.8,28.8,250,,
2012,Honda,CBR250R,7,BoiledEgg,28.8,201.6,250,,
2011,Honda,CBR250R,4,MistahDarcy,28.8,115.2,250,,
2011,Honda,CBR250R,17,dotmatrix85,28.8,489.6,250,,
2011,Honda,CBR250R,2,niftie.,28.8,57.6,250,,
2012,Honda,NC700X,11,cyclerosis,28.8,316.8,700,,
2012,Honda,NC700X,13,mariusb8402,28.8,374.4,700,,
2007,Honda,Rebel 250,157,bahamat,28.8,4521.6,250,,
2004,Honda,Rebel 250 &bull; Gas,15,muumuulibrarian.,28.8,432,250,,
2009,Honda,Tiger,2,mmichaelic,28.8,57.6,,,
2008,Hyosung,MS3-250,30,hakuin,28.8,864.0,250,,
2009,Kawasaki,Ninja 250R,2,miscbrah,28.8,57.6,250,,
1992,Kymco,Freeway 125,77,DED,28.8,2217.6,125,,
2005,Kymco,People 250,25,TechGuy,28.8,720,250,,
2009,Kymco,S200,8,spr0k3t,28.8,230.4,200,,
2007,Kymco,S200,155,redvis.,28.8,4464,200,,
2012,Roketa,MC-79-150,8,backroadbaron,28.8,230.4,150,,
2001,Suzuki,GS125,2,Chrispea,28.8,57.6,125,,
2009,Suzuki,GZ250,8,Conclavidor,28.8,230.4,250,,
2003,Vespa,ET4,1,Oporto,28.8,28.8,,,
2012,Vespa,GTS 300 ie,4,konstantinvulkov,28.8,115.2,300,,
2008,Vespa,GTS 300 ie,43,mmehren,28.8,1238.4,300,,
2007,Vespa,LX 150,15,jwhooper,28.8,432,150,,
2008,Vespa,LXV 125,5,vivofford,28.8,144,125,,
2011,Vespa,S 150,3,Lifer.,28.8,86.4,150,,
2006,Yamaha,Vino 125cc,10,morley,28.8,288,,,
2004,Yamaha,XT225,3,bjr9979,28.8,86.4,225,,
2009,Aprilia,Scarabeo 200,16,rd81,28.7,459.2,200,,
2003,Buell,Blast,81,Froggypwns,28.7,2324.7,500,Street,
2009,Genuine,Buddy 150,15,mikecor,28.7,430.5,150,,
2009,Genuine,Buddy 50,5,jlmarsha,28.7,143.5,50,,
2008,Genuine,Buddy 50,11,ordssbill.,28.7,315.7,50,,
2008,Honda,CB250,11,momar33.,28.7,315.7,250,,
2012,Honda,CBR250R,3,diddy,28.7,86.1,250,,
2012,Honda,CBR250R,31,HondaTech,28.7,889.7,250,,
2012,Honda,CBR250R,6,allenja8,28.7,172.2,250,,
2012,Honda,CBR250R,55,Scooterlovin,28.7,1578.5,250,,
2000,Honda,Elite 50,5,Hacim,28.7,143.5,50,,
2012,Honda,NC700X,8,shaun644,28.7,229.6,700,,
2008,Honda,Rebel 250,19,smcormier,28.7,545.3,250,,
2007,Kawasaki,EX250,48,Charon,28.7,1377.6,250,,
2007,Kawasaki,EX250,2,utahninja,28.7,57.4,250,,
2000,Kawasaki,KL250 Super Sherpa,2,beakon20,28.7,57.4,250,,
2012,Keeway,RKS,2,mikedundee,28.7,57.4,,,
2004,Kymco,Bet and Win 250,5,MOTTOfied,28.7,143.5,250,,
2012,Kymco,downtown 300i,13,ferrix,28.7,373.1,300,,
2009,Kymco,People 150,19,Boz1200,28.7,545.3,150,,
2009,Kymco,people s 200,4,jyaustintx,28.7,114.8,200,,
2009,Kymco,Super 8 150,6,Drouhardte,28.7,172.2,150,,
2009,Piaggio,BV250,6,skysensor,28.7,172.2,250,,
2009,Piaggio,Xevo 400ie,2,barryG,28.7,57.4,400,,
2008,Roketa,MC-54-250B,13,keyholeelf,28.7,373.1,250,,
2011,Royal,Enfield Classic 500,22,danrodemsky,28.7,631.4,500,,
2010,Royal,Enfield Military,22,mikeyyy,28.7,631.4,,,
2010,Suzuki,SV650S,2,Sertys,28.7,57.4,650,,
2009,Suzuki,TU250X,12,artemedes,28.7,344.4,250,,
2010,SYM,Fiddle II 125,73,Taxus,28.7,2095.1,125,,
2011,SYM,GTS EVO 125i,7,zouky007,28.7,200.9,125,,
2004,TGB,Laser R9,29,miker4,28.7,832.3,,,
2004,Vespa,GT200,202,lomunchi,28.7,5797.4,200,,
2009,Vespa,GTS 250 ie,99,kedierluc,28.7,2841.3,250,,
2008,Vespa,GTS 250 ie,68,eyeballbill.,28.7,1951.6,250,,
2008,Vespa,GTS 250 ie,83,phuocsandiego,28.7,2382.1,250,,
2009,Vespa,GTV250ie,34,bluebullseye,28.7,975.8,250,,
2007,Vespa,LX 150,9,happyscooting,28.7,258.3,150,,
1999,Vespa,PX125E,7,OgaWill,28.7,200.9,125,,
2005,Vespa,PX150,5,brodyfrompa,28.7,143.5,150,,
2005,Yamaha,Vino 125cc,6,motomutt,28.7,172.2,,,
2004,BMW,F650CS,31,iav8,28.6,886.6,650,,
2011,Genuine,Blur,58,omniphil,28.6,1658.8,,,
2012,Honda,CBR250R,9,Isaacm12,28.6,257.4,250,,
2012,Honda,CBR250R,7,kidoairaku,28.6,200.2,250,,
2012,Honda,CBR250R,21,OneTrack,28.6,600.6,250,,
2011,Honda,CBR250R,5,camry2008,28.6,143,250,,
2011,Honda,CBR250R,1,naughtyme,28.6,28.6,250,,
2009,Honda,CRF230L,1,Deez,28.6,28.6,230,,
2009,Honda,elite 150,27,madrugador,28.6,772.2,150,,
1999,Honda,Foresight SE,8,Bugsy64,28.6,228.8,,,
2012,Honda,NC700X,34,mikefromsandiego,28.6,972.4,700,,
2005,Honda,Rebel 250,22,Juancho,28.6,629.2,250,,
2003,Honda,Rebel 250,77,vree999,28.6,2202.2,250,,
1987,Honda,Rebel 250,13,Hyoriu,28.6,371.8,250,,
1986,Honda,Rebel 250,27,cruisergirl,28.6,772.2,250,,
2011,Honda,SH 300,1,stefx,28.6,28.6,300,,
2006,Kawasaki,EX250,23,hippiebikeracer,28.6,657.8,250,,
2006,Kymco,Bet and Win 150,15,303WHODAT,28.6,429,150,,
2004,Kymco,People 150,4,Shadow591,28.6,114.4,150,,
2012,Kymco,Super 8 50cc,16,Daryel,28.6,457.6,50,,
2006,Piaggio,x8,1,makss,28.6,28.6,,,
2009,Royal,Enfield Bullet,11,DaveMPlano,28.6,314.6,,,
2008,Royal,Enfield Bullet,11,Rowf.,28.6,314.6,,,
2007,Suzuki,Burgman 400,79,GalanSRQ,28.6,2259.4,400,,
2010,Suzuki,FU 150,1,epic,28.6,28.6,150,,
2012,SYM,GTS EVO,11,lm,28.6,314.6,,,
2012,SYM,GTS EVO 125i,3,Isanyce,28.6,85.8,125,,
2007,SYM,HD 200,4,BillSym,28.6,114.4,200,,
2011,TaoTao,ATM-50,12,Wolff,28.6,343.2,50,,
2003,Vespa,ET2,17,mems89,28.6,486.2,,,
2005,Vespa,ET4,41,Mako13,28.6,1172.6,,,
2006,Vespa,GT200,263,wleuthold,28.6,7521.8,200,,
2007,Vespa,GTS 250,74,chub512,28.6,2116.4,250,,
2009,Vespa,GTS 250 ie,17,2Wheelz,28.6,486.2,250,,
2009,Vespa,GTS 250 ie,39,yuap.,28.6,1115.4,250,,
2008,Vespa,GTS 250 ie,4,CannesMiami,28.6,114.4,250,,
2008,Vespa,GTS 250 ie,3,GaryC,28.6,85.8,250,,
2006,Vespa,GTS 250 ie,4,madmario.,28.6,114.4,250,,
2011,Vespa,GTS 300 Super,82,laoster,28.6,2345.2,300,,
2010,Vespa,LX 150,40,xfedupx.,28.6,1144,150,,
2005,Vespa,LX125,7,idlelimey,28.6,200.2,125,,
1993,Yamaha,SR 125,13,sloughclarets,28.6,371.8,125,,
1997,Yamaha,Virago 250,3,nickramc,28.6,85.8,250,,
1996,Yamaha,Virago 250,11,brycepelletier,28.6,314.6,250,,
2008,Yamaha,WR250R,1,dacroc,28.6,28.6,250,,
1996,Yamaha,xv 250,13,Resende78,28.6,371.8,250,,
2006,Yamaha,YBR 125,7,efbe,28.6,200.2,125,,
2009,Genuine,Buddy 150 Blackjack,22,ed85379,28.5,627,150,,
2010,Genuine,Buddy 50,6,Mousenut,28.5,171,50,,
2006,Honda,CB600F,1,poseydon,28.5,28.5,600,,
2012,Honda,CBR250R,16,simonfishley,28.5,456,250,,
2012,Honda,CBR250R,5,traumverloren,28.5,142.5,250,,
2012,Honda,NC700X,14,whalyracer,28.5,399,700,,
2012,Honda,NC700X,5,Gadgetgoat,28.5,142.5,700,,
2006,Honda,Rebel 250,5,Manitoadlet,28.5,142.5,250,,
2005,Kawasaki,Ninja 250R,11,sachou,28.5,313.5,250,,
2005,Kawasaki,Ninja 250R,20,Back2Wichita,28.5,570,250,,
