Year,Make,Model,fuelups,user,KML,kms,CC,Style,url
1998,BMW,R1200C,102,charlatan,14.5,1479,1200,,
2011,BMW,R1200GSA,3,Roymondo,14.5,43.5,1200,,
1999,BMW,R850R,3,Benking,14.5,43.5,850,,
2010,BMW,S1000RR,20,mcfly,14.5,290,1000,,
2009,Can-Am,Spyder,24,jtf63,14.5,348,,,
2000,Ducati,Monster 750 Gas V6,4,OCDTDI,14.5,58,750,,
2011,Ducati,Streetfighter,14,AMGnDuc,14.5,203,,,
2008,Harley-Davidson,FLHTCU,10,Obzhere,14.5,145,,,
2001,Harley-Davidson,FXDWG,7,tacklebox455,14.5,101.5,,,
2007,Harley-Davidson,Street Glide FLHX,49,david824.,14.5,710.5,,,
2002,Honda,CBR 600 F4i,1,vcruz,14.5,14.5,600,,
2006,Honda,CBR1000RR,17,Pivot,14.5,246.5,1000,,
2001,Honda,CBR600F-Y,6,matty589,14.5,87,600,,
2007,Honda,CBR600RR,1,raybooysen,14.5,14.5,600,,
2004,Honda,NT650 Deauville,7,dvuglac,14.5,101.5,650,,
2008,Honda,ST1300a,9,T24,14.5,130.5,1300,,
1987,Honda,VF700F,21,gregm784,14.5,304.5,700,,
2009,Honda,VFR800 Interceptor,14,Manix48,14.5,203,800,,
1998,Honda,VFR800 Interceptor,33,MRChickhabit,14.5,478.5,800,,
1999,Honda,XL1000VA Varadero,9,davef909,14.5,130.5,1000,,
1992,Kawasaki,Concours ZG1000,4,thomasmoriarty,14.5,58,1000,,
1986,Kawasaki,Concours ZG1000,12,norcalbarney,14.5,174,1000,,
1986,Kawasaki,GPZ900R,37,stevet,14.5,536.5,900,,
1980,Kawasaki,KZ750G1 Twin,5,patk.,14.5,72.5,750,,
2012,Kawasaki,Ninja 1000,4,cmeurer,14.5,58,1000,,
2009,Kawasaki,Ninja 650R,3,Rubs650,14.5,43.5,650,,
2009,Kawasaki,Z1000,11,maddave750,14.5,159.5,1000,,
1991,Kawasaki,Zephyr550,5,torontotdi,14.5,72.5,550,,
2007,Kawasaki,ZX-14,29,wheelmanpei,14.5,420.5,1400,,
2007,KTM,990 Adventure,162,sp4ce.,14.5,2349,990,,http://www.fuelly.com/driver/sp4ce./990 Adventure
2011,KTM,990 SMT,23,max7,14.5,333.5,990,,http://www.fuelly.com/driver/max7/990 SMT
2011,Royal,Enfield Classic 500,4,JN8304,14.5,58,500,,
1993,Suzuki,GS500E,6,ka5yth,14.5,87,500,,
1996,Suzuki,GSF Bandit 600,19,theshaolin,14.5,275.5,600,,
2006,Suzuki,GSXR 600,1,ookime.,14.5,14.5,600,,
2001,Suzuki,SV650,3,mythogen,14.5,43.5,650,,
2006,Triumph,Daytona 675,25,triumphchris675,14.5,362.5,675,,
2002,Yamaha,FZ1,9,Osgyth,14.5,130.5,998,Street,
2010,Yamaha,R1,41,elevation,14.5,594.5,,,
2012,Yamaha,XJ6 Diversion F,13,MisterWood,14.5,188.5,,,
2000,Yamaha,YZF-R1,29,GPC46,14.5,420.5,,,
2004,Yamaha,YZF-R6,5,shinjaejun,14.5,72.5,,,
1998,Yamaha,YZF600R,3,yescomrade,14.5,43.5,600,,
1984,BMW,K100,41,rendrag,14.4,590.4,1000,,
2007,BMW,K1200GT,4,neergh,14.4,57.6,1200,,
2002,BMW,R1150RT,19,ScottieDoo,14.4,273.6,1150,,
2011,BMW,R1200GSA,12,craigmac57,14.4,172.8,1200,,
2008,Can-Am,Spyder,57,babeshorty,14.4,820.8,,,
2008,Can-Am,Spyder,34,ElkSpyder,14.4,489.6,,,
2008,Can-Am,Spyder,2,spyderjockey.,14.4,28.8,,,
2001,Create,A Custom Indian Spirit,17,SpiritRider,14.4,244.8,,,http://www.fuelly.com/driver/SpiritRider/A Custom Indian Spirit
2011,Ducati,Multistrada 1200S,48,jfusaro,14.4,691.2,,,
2009,Harley-Davidson,FLHTCU,28,coldmcrider,14.4,403.2,,,
2011,Harley-Davidson,FLHTCUTG Trike,51,kkaykk,14.4,734.4,,,
2012,Harley-Davidson,FLHTK,25,BigG,14.4,360,,,
2007,Harley-Davidson,Sportster XL1200 Custom,3,Utah12,14.4,43.2,1200,,
2001,Honda,CBR 600 F4i,4,10secdream,14.4,57.6,600,,
2003,Honda,CBR 954RR,10,flicker,14.4,144,954,,
1999,Honda,CBR1100XX,3,RX7RSR,14.4,43.2,1100,,
2003,Honda,CBR600 RR,6,tocoreaper,14.4,86.4,600,,
2008,Honda,CBR600RR,74,brmoore,14.4,1065.6,600,,
1990,Honda,CG 125,1,ironmike,14.4,14.4,125,,
1979,Honda,CM400T,138,Travelvice,14.4,1987.2,400,,
1985,Honda,GL1200 Aspencade,43,corvair,14.4,619.2,1200,,
1997,Honda,Valkyrie Standard,5,DonAltima,14.4,72,,,
2012,Honda,VFR 1200FD,5,trevor170,14.4,72,1200,,
1986,Honda,VFR750,6,blakeobrien,14.4,86.4,750,,
2007,Honda,VFR800 Interceptor,6,K30,14.4,86.4,800,,
2007,Honda,VFR800 Interceptor,16,vfrobert,14.4,230.4,800,,
1998,Honda,VFR800 Interceptor,10,hoss8640,14.4,144,800,,
1999,Honda,XL1000VA Varadero,13,varalad,14.4,187.2,1000,,
2011,Kawasaki,Concours 14ABS,79,swb1509,14.4,1137.6,,,
2001,Kawasaki,GPZ500,5,jcgrant,14.4,72,500,,
2006,Kawasaki,Z750S,51,ParisianZee,14.4,734.4,750,,
1995,Kawasaki,ZRX 1100,3,Danstretch,14.4,43.2,1100,,
2006,Kawasaki,ZX-6R,34,weezerfan84,14.4,489.6,,,
2001,Kawasaki,ZX-9r,1,bluezedd,14.4,14.4,,,
2009,KTM,990 adventure R,7,yawningfungus,14.4,100.8,990,,http://www.fuelly.com/driver/yawningfungus/990 adventure R
2011,KTM,990 SMT,65,ultrachrome,14.4,936,990,,http://www.fuelly.com/driver/ultrachrome/990 SMT
2011,KTM,990 Supermoto,12,orose,14.4,172.8,990,,http://www.fuelly.com/driver/orose/990 Supermoto
2008,Suzuki,B-Kink,12,skich69,14.4,172.8,,,
2002,Suzuki,Bandit 1200S,5,bmak,14.4,72,,,
1977,Suzuki,GS550,9,tcarr,14.4,129.6,550,,
1990,Suzuki,GSF 250 Bandit,42,milez,14.4,604.8,250,,
2006,Suzuki,GSX-R 1000,165,AS,14.4,2376,1000,,
2005,Suzuki,GSX1300R Hayabusa,21,mysql,14.4,302.4,1300,,
2011,Suzuki,GSXR 600,13,KeithC,14.4,187.2,600,,
1985,Suzuki,SP600,3,rackatak,14.4,43.2,600,,
2000,Suzuki,SV650,2,visible,14.4,28.8,650,,
1996,Suzuki,VS600GL INTRUDER,4,burb,14.4,57.6,600,,
2005,Suzuki,VStrom DL1000,13,waldo,14.4,187.2,1000,,
2004,Triumph,Speedmaster,3,wlm2048.,14.4,43.2,,,
2012,Triumph,Street Triple,10,batdog,14.4,144,,,
2005,Triumph,Tiger,19,ericgfx01.,14.4,273.6,,,
2010,Victory,King Pin,17,robow,14.4,244.8,,,
2001,Yamaha,Fazer 1000,20,Jaz,14.4,288,1000,,
2007,Yamaha,FJR1300,5,IBJanky,14.4,72,1300,,
2009,Yamaha,FZ1,45,CobaltFZ1,14.4,648,998,Street,
2007,Yamaha,FZ1,1,dangerb,14.4,14.4,998,Street,
2012,Yamaha,FZ6R,3,Ri7,14.4,43.2,600,Sport,
2009,Yamaha,FZ6R,4,pdemsxj,14.4,57.6,600,Sport,
2009,Yamaha,R1,2,F75gunslinger,14.4,28.8,,,
2003,Yamaha,YZF-R6,2,Stirfiro,14.4,28.8,,,
2008,Yamaha,YZF1000R,14,GooseYZF,14.4,201.6,1000,,
2006,Buell,XB9SX,3,lilengthatcould,14.3,42.9,,,
2008,Can-Am,Spyder,152,Babymoose,14.3,2173.6,,,
2008,Can-Am,Spyder,7,ctabor.,14.3,100.1,,,
2008,Ducati,1098,6,StevenAnsman,14.3,85.8,1098,,http://www.fuelly.com/driver/StevenAnsman/1098
2011,Ducati,Monster 796,1,m3thos,14.3,14.3,796,,
2010,Ducati,Multistrada 1200S,15,MultiBob,14.3,214.5,,,
2008,Harley-Davidson,FLSTSB,3,wolfjeeper,14.3,42.9,,,
2002,Harley-Davidson,FXSTSI Springer,5,Noplugs,14.3,71.5,,,
1999,Honda,CBR1100XX,3,ninja,14.3,42.9,1100,,
2003,Honda,CBR600f4i,4,fleetfoot86,14.3,57.2,600,,
2007,Honda,CBR600RR,36,razor,14.3,514.8,600,,
2004,Honda,CBR600RR,3,mulato,14.3,42.9,600,,
1986,Honda,Rebel 450,10,dang,14.3,143,450,,
1992,Honda,ST1100,24,panman,14.3,343.2,1100,,
2011,Honda,VFR1200F,9,silver8182,14.3,128.7,1200,,
1986,Honda,VFR750,8,sllymander,14.3,114.4,750,,
2008,Honda,VFR800 Interceptor,28,mrcooms,14.3,400.4,800,,
2007,Honda,VFR800 Interceptor,1,vfr121,14.3,14.3,800,,
1999,Honda,VTR1000F SuperHawk,50,Oskari,14.3,715,1000,,
2006,Honda,VTX 1800C,4,seanriggle.,14.3,57.2,1800,,
2009,Kawasaki,Concours 14ABS,52,cosergeant,14.3,743.6,,,
1990,Kawasaki,Concours ZG1000,16,rickrick,14.3,228.8,1000,,
2009,Kawasaki,Concours ZG1400,20,Epicbadass,14.3,286,1400,,
2003,Kawasaki,ZRX 1200R,3,asheikh,14.3,42.9,,,
2011,Kawasaki,ZX-10R,80,AS,14.3,1144,1000,,
2007,Kawasaki,ZX-10R,5,sock,14.3,71.5,1000,,
2006,Kawasaki,ZX-14R,14,zzfz,14.3,200.2,1400,,
2002,Kawasaki,ZX-6R,1,rsbhogs,14.3,14.3,,,
2006,KTM,950 Supermoto,5,MotoSteve,14.3,71.5,950,,http://www.fuelly.com/driver/MotoSteve/950 Supermoto
2011,KTM,990 SMT,2,LoWang,14.3,28.6,990,,http://www.fuelly.com/driver/LoWang/990 SMT
2009,Owl,Mega 150,24,Mega,14.3,343.2,150,,
2001,Suzuki,Bandit 1200,5,bandit1200.,14.3,71.5,1200,,
1998,Suzuki,Bandit 600,6,TwoWheelMonkey,14.3,85.8,600,,
2012,Suzuki,GSX-R750,2,CH2M,14.3,28.6,750,,
2011,Suzuki,GSXR 600,29,jcrawford27,14.3,414.7,600,,
2005,Suzuki,GSXR 600,1,Sidewinder0984,14.3,14.3,600,,
1994,Suzuki,RF900,91,bicycleben,14.3,1301.3,900,,
2010,Triumph,Speed Triple,3,channelinspire,14.3,42.9,,,
2008,Triumph,Speed Triple,5,labrat8420,14.3,71.5,,,
1998,Triumph,Speed Triple,15,kluffer,14.3,214.5,,,
2010,Triumph,Street Triple,73,tnr4,14.3,1043.9,,,
2011,Triumph,Tiger T800XC,2,Visk,14.3,28.6,800,,
2002,Yamaha,Fazer 1000,5,ganer,14.3,71.5,1000,,
2004,Yamaha,FJR1300,2,BarneyRubble,14.3,28.6,1300,,
2008,Yamaha,FZ1,17,TheTransporter,14.3,243.1,998,Street,
2005,Yamaha,FZ6,46,sharq,14.3,657.8,600,Sport Touring,
1985,Yamaha,Maxim 700,19,jonhohlf,14.3,271.7,700,,
2007,Yamaha,Roadstar,10,BigGuy1962,14.3,143,,,
1983,Yamaha,XJ 750 Maxim,7,kevinck,14.3,100.1,750,,
2003,Aprilia,Tuono,8,motorcyclist,14.2,113.6,,,
2008,BMW,R1200GSA,8,DDTRider,14.2,113.6,1200,,
1979,BMW,R65,4,bencarufel,14.2,56.8,650,,
2011,Ducati,Multistrada 1200S,47,glider65,14.2,667.4,,,
2011,Ducati,Multistrada 1200S,16,gtakacs,14.2,227.2,,,
2010,Ducati,Multistrada 1200S,31,BullRRider,14.2,440.2,,,
2007,Harley-Davidson,FLHTC,10,5jetta,14.2,142,,,
2009,Harley-Davidson,Nightster,4,sarah968,14.2,56.8,,,
2008,Harley-Davidson,VRSCDX Night Rod Special,53,lancea,14.2,752.6,,,
2008,Harley-Davidson,VRSCDX Night Rod Special,30,pfbmgd,14.2,426,,,
2001,Honda,CBR 600 F4i,116,grue,14.2,1647.2,600,,
2008,Honda,CBR1000RR,26,Scarface305,14.2,369.2,1000,,
2007,Honda,CBR1000RR,11,GappySmeg,14.2,156.2,1000,,
2002,Honda,CBR1100XX,15,ToyXX,14.2,213,1100,,
2001,Honda,CBR600F Hurricane,4,imanupstart,14.2,56.8,600,,
2003,Honda,CBR600RR,13,allancawood,14.2,184.6,600,,
2002,Honda,GL1800A,146,terryhitt,14.2,2073.2,1800,,
2001,Honda,ST1100,1,Roguesolo,14.2,14.2,1100,,
2003,Honda,ST1300,6,greeves7,14.2,85.2,1300,,
1986,Honda,VF1000R,4,wertdaman,14.2,56.8,1000,,
1994,Honda,VFR750F,5,bmarusiak,14.2,71,750,,
2006,Honda,VFR800 Interceptor,9,Tommygun10,14.2,127.8,800,,
2003,Honda,VTX 1800C,9,threar,14.2,127.8,1800,,
2011,Kawasaki,Concours 14ABS,10,frontrunner,14.2,142,,,
2006,Kawasaki,Concours ZG1000,1,Walker18,14.2,14.2,1000,,
2002,Kawasaki,EX500,3,Aggie84,14.2,42.6,500,,
2009,Kawasaki,Ninja 650R,7,blouisdiddy,14.2,99.4,650,,
2006,Kawasaki,Versys,2,hairnet,14.2,28.4,,,
2008,Kawasaki,ZX-10R,11,LouisZX10R,14.2,156.2,1000,,
2006,KTM,950 Adventure S,2,Bie,14.2,28.4,950,,http://www.fuelly.com/driver/Bie/950 Adventure S
2011,KTM,990 SMT,31,Ballon,14.2,440.2,990,,http://www.fuelly.com/driver/Ballon/990 SMT
2007,KTM,990 Superduke,9,CaptKirk87,14.2,127.8,990,,http://www.fuelly.com/driver/CaptKirk87/990 Superduke
2009,Suzuki,Boulevard,11,bns,14.2,156.2,,,
2004,Suzuki,DL1000,1,mirage,14.2,14.2,1000,,
2007,Suzuki,GSXR 600,1,cssuzu.,14.2,14.2,600,,
2006,Suzuki,GSXR 600,1,skgixer,14.2,14.2,600,,
1999,Suzuki,VS1400,3,Oldboots,14.2,42.6,1400,,
1985,Yamaha,FJ1100,12,stranglerman,14.2,170.4,1100,,
2007,Yamaha,FZ1,4,tdhughes,14.2,56.8,998,Street,
2007,Yamaha,FZ1,90,bigmac,14.2,1278,998,Street,
2009,Yamaha,FZ6,50,agf,14.2,710,600,Sport Touring,
2010,Yamaha,FZ6R,1,richierich781,14.2,14.2,600,Sport,
2005,Yamaha,R6,54,segiterrus,14.2,766.8,,,
1998,Yamaha,Razz,11,TheBackRoads,14.2,156.2,,,
2011,Yamaha,Stryker,1,trauscha,14.2,14.2,,,
1998,Yamaha,XJR 1200,14,Boofhead,14.2,198.8,1200,,
2003,Yamaha,YZF-R1,7,rmillerjr,14.2,99.4,,,
2005,Buell,XB9SX,3,friggs,14.1,42.3,,,
2008,Ducati,Hypermotard 1100,20,wegger,14.1,282,1100,,
1994,Harley-Davidson,FLSTN,70,mtdecarie,14.1,987,,,
1984,Honda,CB700SC,25,DefconZero,14.1,352.5,700,,
2001,Honda,CBR 600 F4i,5,gymeez,14.1,70.5,600,,
2002,Honda,CBR1100XX,2,softroader,14.1,28.2,1100,,
2001,Honda,CBR600f4i,28,AlanC,14.1,394.8,600,,
2007,Honda,GL1800,14,fahuffbers,14.1,197.4,1800,,
2004,Honda,ST1300a,25,JustSteve,14.1,352.5,1300,,
2002,Honda,VFR800 Interceptor,73,KatanaPaul,14.1,1029.3,800,,
2011,Honda,VFR800X,8,Riza,14.1,112.8,800,,
2005,Honda,VTX 1800F,3,redgasguzzler,14.1,42.3,1800,,
1999,Honda,XL600V Transalp,4,oqkoq,14.1,56.4,600,,
1992,Kawasaki,EX500,3,marshall82,14.1,42.3,500,,
1985,Kawasaki,GPZ600R,36,geoffnewblue,14.1,507.6,600,,
2011,Kawasaki,Ninja 1000,16,Dasani,14.1,225.6,1000,,
2009,Kawasaki,ZX-6R,7,MPA,14.1,98.7,,,
2005,Kawasaki,ZX-6R,1,adaninja,14.1,14.1,,,
2010,Suzuki,Bandit 1250S,3,saikhan,14.1,42.3,,,
2005,Suzuki,DL1000,30,rubins,14.1,423,1000,,
2000,Suzuki,SV650S,3,asmith1708,14.1,42.3,650,,
2012,Triumph,Daytona 675R,3,Papachristou,14.1,42.3,675,,
2011,Triumph,Tiger T800,2,hilander,14.1,28.2,800,,
1999,Triumph,Trophy,7,witttom,14.1,98.7,,,
2006,Ural,Tourist,9,Joyrider,14.1,126.9,,,
1984,Yamaha,FJ1100,93,chosemerveilleux,14.1,1311.3,1100,,
2006,Yamaha,FZ1,15,baggy,14.1,211.5,998,Street,
2007,Yamaha,R6,6,ramant22,14.1,84.6,,,
2004,Aprilia,SL 1000 FALCO,30,dyzio,14,420,1000,,
2003,Aprilia,SL 1000 FALCO,41,tbirdfiend281,14,574,1000,,
2009,Benelli,Tre k 899,22,Lanyu,14,308,899,,
2002,BMW,R1150RT,10,apirkle,14,140,1150,,
2008,BMW,R1200GSA,25,FNM,14,350,1200,,
1986,BMW,R80,4,RandomGuy,14,56,800,,
2010,Can-Am,Spyder,85,jtf63,14,1190,,,
2011,Ducati,Monster 796,5,BiochemPhD,14,70,796,,
2003,Ducati,Multistrada 1000DS,34,Android,14,476,1000,,
2004,Ducati,S4R,8,conanandtashawn,14,112,,,
2002,Harley-Davidson,Sportster XL1200 Custom,4,jonas22,14,56,1200,,
2007,Harley-Davidson,VRSCAW,8,importnut,14,112,,,
1976,Honda,CB750K,9,pecantree,14,126,750,,
2008,Honda,CBF1000,18,Klarion,14,252,1000,,
2007,Honda,CBR1000RR,17,Tommygun10,14,238,1000,,
2002,Honda,CBR600f4i,14,BeastTundra,14.0,196.0,600,,
1984,Honda,GL1200,20,Virago1127,14,280,1200,,
1996,Honda,GL1500,90,TeamWolfy,14,1260,1500,,
1991,Honda,GL1500,1,BobbyJoe,14,14,1500,,
2008,Honda,GL1800,316,KenM,14,4424,1800,,
2011,Honda,PCX,2,hlw,14,28,,,
2012,Honda,VFR1200F DCT,13,Acbreeze,14,182,1200,,
2005,Honda,VFR800 Interceptor,28,dechaoz05,14,392,800,,
2002,Honda,VFR800 Interceptor,2,Plazmawine,14,28,800,,
1998,Honda,VTR1000F SuperHawk,121,kidisgod,14,1694,1000,,
2004,Honda,VTX 1800C,1,nachonga,14,14,1800,,
1987,Kawasaki,Concours ZG1000,20,kawani,14,280,1000,,
2009,Kawasaki,Er-6n,1,dblane79,14,14,,,
2006,Kawasaki,EX250,10,henners,14,140,250,,
2005,KTM,950 Adventure,19,Kizniche.,14,266,950,,http://www.fuelly.com/driver/Kizniche./950 Adventure
2008,Suzuki,GSR600,11,GSRpolisher,14,154,600,,
1993,Suzuki,GSX750F,9,wrxg33k.,14,126,750,,
2009,Suzuki,GSXR 600,4,james12lucy,14,56,600,,
2002,Suzuki,GSXR 600,1,nturtenwald,14,14,600,,
2003,Suzuki,SV650S,4,PrtclMn001.,14,56,650,,
2012,Triumph,Bonneville,1,jocampo,14,14,,,
2005,Triumph,Daytona 675,1,ScubaDeano,14,14,675,,
2009,Triumph,Speed Triple,5,Rahtok,14,70,,,
2011,Triumph,Street Triple,2,Klarion,14,28,,,
2010,Yamaha,FJR1300,1,tchico,14,14,1300,,
2007,Yamaha,R1,59,howmanytimes,14,826,,,
2009,Yamaha,XVS1100A,1,Kenskoi,14,14,1100,,
2007,Yamaha,YFZ-R6,2,dieselboy55,14,28,,,
2008,Aprilia,Tuono,7,OzPedro,13.9,97.3,,,
2007,Aprilia,Tuono,12,MikeTheBike,13.9,166.8,,,
1988,BMW,K75,1,littleloco,13.9,13.9,740,,
2009,Buell,Buell 1125R,26,Malvasius,13.9,361.4,1125,,
2011,Can-Am,RT Limited,18,dilyles,13.9,250.2,,,
2008,Ducati,1098,53,LessPeopleMoreRobots,13.9,736.7,1098,,http://www.fuelly.com/driver/LessPeopleMoreRobots/1098
2010,Ducati,1198 S,24,justingr,13.9,333.6,1198,,http://www.fuelly.com/driver/justingr/1198 S
2005,Ducati,Multistrada 1000DS,8,petecj101,13.9,111.2,1000,,
2010,Ducati,Multistrada 1200S,2,gpearson,13.9,27.8,,,
1981,Honda,CB 900F Super Sport,2,grhav8r,13.9,27.8,900,,
2011,Honda,CB1000R,3,225,13.9,41.7,1000,,
2006,Honda,CB900C,14,andyj76,13.9,194.6,900,,
1994,Honda,CBR600 F2,2,dunc,13.9,27.8,600,,
2012,Honda,CBR600 RR,6,PsychmanSean,13.9,83.4,600,,
1995,Honda,CBR900RR,1,o0lysha,13.9,13.9,900,,
2001,Honda,rc51,53,kperham,13.9,736.7,1000,,
1999,Honda,VFR800 Interceptor,4,iain162,13.9,55.6,800,,
1999,Honda,VFR800 Interceptor,8,Jatterbox.,13.9,111.2,800,,
2004,Honda,XL650V Transalp,8,jeepy,13.9,111.2,650,,
2011,Kawasaki,Ninja 650R,6,Robcas65,13.9,83.4,650,,
2004,Kawasaki,ZX-6R,2,cashxrs,13.9,27.8,,,
2012,KTM,990 Superduke,13,joker32,13.9,180.7,990,,http://www.fuelly.com/driver/joker32/990 Superduke
2006,Suzuki,Bandit 1200S,10,Morgawr,13.9,139,,,
1997,Suzuki,Bandit 1200S,2,brahbarian,13.9,27.8,,,
2006,Suzuki,DL1000,8,theswimmer,13.9,111.2,1000,,
1997,Suzuki,GSF Bandit 600,14,xmartinx,13.9,194.6,600,,
2003,Suzuki,GSX 1400,28,luckyluk,13.9,389.2,1400,,
2001,Suzuki,GSXR 600,4,cmfw,13.9,55.6,600,,
2003,Suzuki,Katana 600,15,g4goran,13.9,208.5,600,,
2003,Suzuki,SV650S,1,madmatt124,13.9,13.9,650,,
2009,Triumph,Sprint ST,2,Willius,13.9,27.8,,,
2010,Vespa,GTS 300 ie,10,Chunky,13.9,139,300,,
2004,Yamaha,Fazer 1000,85,ghostbiker,13.9,1181.5,1000,,
2002,Yamaha,FJR1300,5,skyhook,13.9,69.5,1300,,
1996,Yamaha,Trx850,4,Zanx,13.9,55.6,850,,
1981,Yamaha,Virago XV750,3,Londubh,13.9,41.7,750,,
2004,Yamaha,Vmax,101,hw2hl,13.9,1403.9,,,
1983,Yamaha,XS650SK,34,Halloweenie,13.9,472.6,650,,
2001,BMW,F650 GS,6,Grimstone,13.8,82.8,650,,
2010,BMW,S1000RR,45,Pivot,13.8,621,1000,,
2008,Can-Am,Spyder,14,MizMuffet.,13.8,193.2,,,
2009,Harley-Davidson,VRSCDX Night Rod Special,18,bobraynard,13.8,248.4,,,
1972,Honda,CB350,13,wanbrother,13.8,179.4,350,,
1997,Honda,CBR1100XX,18,BazG,13.8,248.4,1100,,
2003,Honda,CBR600 RR,1,suckrabbits,13.8,13.8,600,,
2002,Honda,GL1800,19,SharpShooter,13.8,262.2,1800,,
1994,Honda,Magna,138,JSS,13.8,1904.4,,,
1994,Honda,RVF400 NC35,37,brmoore,13.8,510.6,400,,
2010,Honda,VFR1200F,2,OCles,13.8,27.6,1200,,
2003,Honda,VFR800 Interceptor,1,breeno,13.8,13.8,800,,
2003,Honda,VFR800 Interceptor,4,millerjb,13.8,55.2,800,,
2003,Honda,VTR1000F SuperHawk,11,avramd,13.8,151.8,1000,,
2000,Honda,XL1000VA Varadero,51,Mudwiz,13.8,703.8,1000,,
2000,Husqvarna,TE610E,6,Valimagdon,13.8,82.8,610,,
2005,Hyosung,GT650S,41,Bezzyke,13.8,565.8,650,,
2011,Kawasaki,Ninja 1000,23,mega1977,13.8,317.4,1000,,
2003,Kawasaki,Z 1000,44,cantpee,13.8,607.2,1000,,
2003,Kawasaki,Z1000,8,Sprocketrx,13.8,110.4,1000,,
2006,Kawasaki,Z750S,9,aaronbeekay,13.8,124.2,750,,
1997,Kawasaki,ZX-6R,3,dusty666,13.8,41.4,,,
2012,Keeway,RKV 125,2,rfrancisco,13.8,27.6,125,,
2011,KTM,990 SMT,10,slomo,13.8,138,990,,http://www.fuelly.com/driver/slomo/990 SMT
2003,Suzuki,GSX-R 1000,11,TreyE,13.8,151.8,1000,,
2003,Suzuki,SV1000S,1,joemcfarnham,13.8,13.8,1000,,
2007,Triumph,Bonneville,94,adrianocastro,13.8,1297.2,,,
1994,Triumph,Sprint ST,38,CptBlack,13.8,524.4,,,
2011,Triumph,Tiger T800,11,panos69,13.8,151.8,800,,
2012,Ural,Gear Up,2,bushhog01,13.8,27.6,,,
2000,Victory,V92C,8,cashxrs,13.8,110.4,1507,,
1992,Yamaha,FZR1000 GENESIS,6,lnorman,13.8,82.8,1000,,
2010,Yamaha,R1,28,Rover09,13.8,386.4,,,
2010,Yamaha,R1,65,MisterEFF,13.8,897,,,
2003,Yamaha,XT600e,2,jh636,13.8,27.6,600,,
1998,BMW,R1100 GS,4,Bernoulli,13.7,54.8,1100,,
2011,Ducati,Multistrada 1200S,6,LeNoir,13.7,82.2,,,
2010,Ducati,Multistrada 1200S,9,Ascottf,13.7,123.3,,,
2010,Ducati,Multistrada 1200S,7,Technomad,13.7,95.9,,,
1995,Honda,CB1000F,34,JinJah,13.7,465.8,1000,,
2006,Honda,CB1300,2,S,13.7,27.4,1300,,
2002,Honda,CBR 954RR,26,hallford.,13.7,356.2,954,,
2005,Honda,CBR600f4i,13,shaig4,13.7,178.1,600,,
2003,Honda,CBR600RR,27,MuddyJeep,13.7,369.9,600,,
1988,Honda,GL1500,89,GTManiak,13.7,1219.3,1500,,
2012,Honda,Goldwing,64,trikeride.,13.7,876.8,,,
2001,Honda,Shadow 1100,1,randell,13.7,13.7,1100,,
1996,Honda,ST1100,38,jonorow,13.7,520.6,1100,,
1985,Honda,VF700F,3,linkko,13.7,41.1,700,,
2004,Honda,VFR800 Interceptor,10,matty589,13.7,137,800,,
2002,Honda,VFR800 Interceptor,5,astonator,13.7,68.5,800,,
2002,Honda,VFR800 Interceptor,9,wuboo.,13.7,123.3,800,,
2000,Honda,VTR-1000 SP1,2,Stry7907,13.7,27.4,1000,,
2005,Kawasaki,Z1000,17,milez,13.7,232.9,1000,,
2000,Kawasaki,ZRX 1100,2,serenaur,13.7,27.4,1100,,
2009,Suzuki,DL1000,16,ZAR,13.7,219.2,1000,,
2002,Suzuki,DL1000,18,HighSider,13.7,246.6,1000,,
1999,Suzuki,GSF Bandit 600,4,KG456,13.7,54.8,600,,
2008,Suzuki,GSR600,29,jamiesk,13.7,397.3,600,,
2008,Suzuki,GSX-R 1000,55,coolhands,13.7,753.5,1000,,
2004,Suzuki,GSXR 600,22,akcard,13.7,301.4,600,,
2006,Suzuki,SV650S,5,H8rsama.,13.7,68.5,650,,
2001,Suzuki,VS1400,2,quentina875,13.7,27.4,1400,,
2012,Triumph,Speed Triple,1,SavageSS,13.7,13.7,,,
2011,Triumph,Speed Triple,9,DavidWD40,13.7,123.3,,,
2010,Triumph,Thruxton,1,Thruxtomah,13.7,13.7,,,
2004,Triumph,Thruxton,3,rthawk,13.7,41.1,,,
2011,Yamaha,FZ1,4,ravinmac,13.7,54.8,998,Street,
2008,Yamaha,FZ1,9,JDSski,13.7,123.3,998,Street,
2006,Yamaha,FZ1,6,fugaziiv,13.7,82.2,998,Street,
2008,Aprilia,Tuono,5,DefyInertia,13.6,68,,,
1975,BMW,R75 Slash 6,14,melville,13.6,190.4,750,,
2009,Can-Am,Spyder,25,deepaks,13.6,340,,,
2009,Can-Am,Spyder,309,waynesworld,13.6,4202.4,,,
2010,Can-Am,Spyder RT-S,129,oew,13.6,1754.4,,,
2010,Can-Am,Spyder RT-S,20,kgehrke,13.6,272,,,
2012,Ducati,1199 Panigale,21,alb,13.6,285.6,1199,,http://www.fuelly.com/driver/alb/1199 Panigale
2005,Harley-Davidson,FLSTCI,1,dieselguy8599,13.6,13.6,,,
2004,Harley-Davidson,VRSCB,2,brendon.,13.6,27.2,,,
2011,Harley-Davidson,VRSCF,12,StDeyoe,13.6,163.2,,,
