Year,Make,Model,Model,fuelups,user,kml,kms,CC,,,
2011,Triumph,Sprint ST   ,Sprint,27,waynehilborn,19,513,,,,
2010,Triumph,Sprint ST   ,Sprint,2,cooperd5,19.7,39.4,,,,
2010,Triumph,Sprint ST   ,Sprint,7,Tronstad,16,112,,,,
2009,Triumph,Sprint ST   ,Sprint,6,D3vil,17.7,106.2,,,,
2009,Triumph,Sprint ST   ,Sprint,24,650Ginge,18.5,444,,,,
2009,Triumph,Sprint ST   ,Sprint,10,merauder69,19.9,199,,,,
2009,Triumph,Sprint ST   ,Sprint,7,wivs,17.6,123.2,,,,
2009,Triumph,Sprint ST   ,Sprint,31,ukilme,18.3,567.3,,,,
2009,Triumph,Sprint ST   ,Sprint,1,SeanFen01,16.4,16.4,,,,
2009,Triumph,Sprint ST   ,Sprint,2,Willius,13.9,27.8,,,,
2008,Triumph,Sprint ST   ,Sprint,14,dbanno,17.1,239.4,,,,
2008,Triumph,Sprint ST   ,Sprint,129,caddydaddy,15.8,2038.2,,,,
2008,Triumph,Sprint ST   ,Sprint,41,desmoderek,19.6,803.6,,,,
2008,Triumph,Sprint ST   ,Sprint,8,SprintST,17.1,136.8,,,,
2008,Triumph,Sprint ST   ,Sprint,2,Haironfire,19.6,39.2,,,,
2008,Triumph,Sprint ST   ,Sprint,61,scott1050,19.7,1201.7,,,,
2008,Triumph,Sprint ST   ,Sprint,84,thelehmans,17.4,1461.6,,,,
2007,Triumph,Sprint ST   ,Sprint,184,Uraberg,19,3496,,,,
2007,Triumph,Sprint ST   ,Sprint,13,gabeinlondon,16.1,209.3,,,,
2007,Triumph,Sprint ST   ,Sprint,5,darthmullet67,20,100,,,,
2006,Triumph,Sprint ST   ,Sprint,1,arry,17.4,17.4,,,,
2006,Triumph,Sprint ST   ,Sprint,8,rturner,15.6,124.8,,,,
2005,Triumph,Sprint ST   ,Sprint,102,steveg,17.1,1744.2,,,,
2005,Triumph,Sprint ST   ,Sprint,67,DaveShiv1,18.9,1266.3,,,,
2004,Triumph,Sprint ST   ,Sprint,11,croozenooze,17.9,196.9,,,,
2004,Triumph,Sprint ST   ,Sprint,10,britrider,19.5,195,,,,
2004,Triumph,Sprint ST   ,Sprint,39,RigsVille,21.2,826.8,,,,
2003,Triumph,Sprint ST   ,Sprint,122,akahige,19.8,2415.6,,,,
2002,Triumph,Sprint ST   ,Sprint,13,madmax237,22.8,296.4,,,,
2002,Triumph,Sprint ST   ,Sprint,31,WildRover,19.2,595.2,,,,
2002,Triumph,Sprint ST   ,Sprint,28,onedollarjuana,23.5,658,,,,
2000,Triumph,Sprint ST   ,Sprint,4,dangerman,14.7,58.8,,,,
2000,Triumph,Sprint ST   ,Sprint,4,whitedg,15.8,63.2,,,,
1999,Triumph,Sprint ST   ,Sprint,16,matth1138,19.7,315.2,,,,
1999,Triumph,Sprint ST   ,Sprint,4,cambio,17.4,69.6,,,,
1999,Triumph,Sprint ST   ,Sprint,12,caml224,19.3,231.6,,,,
1999,Triumph,Sprint ST   ,Sprint,7,BedsSprint955,17.7,123.9,,,,
1994,Triumph,Sprint ST   ,Sprint,38,CptBlack,13.8,524.4,,,,
2012,Triumph,Street Triple   ,Street,34,archetypicalone,17.5,595,,,,
2012,Triumph,Street Triple   ,Street,20,thecursus,16.7,334,,,,
2012,Triumph,Street Triple   ,Street,3,Alexmoosh,15.2,45.6,,,,
2012,Triumph,Street Triple   ,Street,20,cjjmls,19.6,392,,,,
2012,Triumph,Street Triple   ,Street,5,jocampo,14.9,74.5,,,,
2012,Triumph,Street Triple   ,Street,10,batdog,14.4,144,,,,
2011,Triumph,Street Triple   ,Street,15,Astrobyker,17.7,265.5,,,,
2011,Triumph,Street Triple   ,Street,2,Klarion,14,28,,,,
2010,Triumph,Street Triple   ,Street,21,jadium,15.4,323.4,,,,
2010,Triumph,Street Triple   ,Street,73,tnr4,14.3,1043.9,,,,
2010,Triumph,Street Triple   ,Street,10,dewet,15.9,159,,,,
2010,Triumph,Street Triple   ,Street,8,engineandtyrone,12.8,102.4,,,,
2010,Triumph,Street Triple   ,Street,1,rantifarian,18.3,18.3,,,,
2009,Triumph,Street Triple   ,Street,15,Bobafetts3,18.8,282,,,,
2009,Triumph,Street Triple   ,Street,23,Toast,18.3,420.9,,,,
2009,Triumph,Street Triple   ,Street,8,mjfielder2,16.6,132.8,,,,
2009,Triumph,Street Triple   ,Street,27,DDTTAA,15.7,423.9,,,,
2009,Triumph,Street Triple   ,Street,6,Lustv11,19.1,114.6,,,,
2008,Triumph,Street Triple   ,Street,31,evandc1,14.6,452.6,,,,
2008,Triumph,Street Triple   ,Street,68,rowancoe,15.3,1040.4,,,,
2008,Triumph,Street Triple   ,Street,1,xxjordan88,0.4,0.4,,,,
2008,Triumph,Street Triple   ,Street,4,MattFT,15.8,63.2,,,,
2007,Triumph,Street Triple   ,Street,63,Hoski,15.9,1001.7,,,,
2012,Triumph,Street Triple R  ,Street,56,Katabolism,16.5,924,,,,
2012,Triumph,Street Triple R  ,Street,11,Billtannica,16.2,178.2,,,,
2012,Triumph,Street Triple R  ,Street,17,Tronix,15.4,261.8,,,,
2012,Triumph,Street Triple R  ,Street,10,JayB,14.6,146,,,,
2012,Triumph,Street Triple R  ,Street,9,ricolfg,15,135,,,,
2012,Triumph,Street Triple R  ,Street,7,spidereyes,15.6,109.2,,,,
2012,Triumph,Street Triple R  ,Street,23,weezy,16.1,370.3,,,,
2012,Triumph,Street Triple R  ,Street,36,skullsprocket,15.2,547.2,,,,
2012,Triumph,Street Triple R  ,Street,13,speedlimit,18.2,236.6,,,,
2012,Triumph,Street Triple R  ,Street,8,Boosted,16,128,,,,
2011,Triumph,Street Triple R  ,Street,1,barto,16.1,16.1,,,,
2011,Triumph,Street Triple R  ,Street,10,cairbre,17.5,175,,,,
2010,Triumph,Street Triple R  ,Street,8,AlexM11,15.8,126.4,,,,
2010,Triumph,Street Triple R  ,Street,10,tripletony,16,160,,,,
2010,Triumph,Street Triple R  ,Street,1,fragnasty,16.7,16.7,,,,
2010,Triumph,Street Triple R  ,Street,21,perkocet,18.3,384.3,,,,
2009,Triumph,Street Triple R  ,Street,18,gibbylt1,17.1,307.8,,,,
2009,Triumph,Street Triple R  ,Street,2,clubnadir,20.5,41,,,,
2008,Triumph,Street Triple R  ,Street,1,SUPERSTARDJ01,8.1,8.1,,,,
2013,Triumph,Thruxton    ,Thruxton,9,temptah,19.4,174.6,,,,
2013,Triumph,Thruxton    ,Thruxton,18,no51,16.3,293.4,,,,
2012,Triumph,Thruxton    ,Thruxton,55,jesseoff,22.8,1254,,,,
2012,Triumph,Thruxton    ,Thruxton,21,sbabyak,15.5,325.5,,,,
2012,Triumph,Thruxton    ,Thruxton,11,slolane,18.5,203.5,,,,
2012,Triumph,Thruxton    ,Thruxton,15,dandew,13.6,204,,,,
2012,Triumph,Thruxton    ,Thruxton,1,motox155,20.4,20.4,,,,
2011,Triumph,Thruxton    ,Thruxton,6,nblyth,17.9,107.4,,,,
2011,Triumph,Thruxton    ,Thruxton,17,chillywilly263,18.2,309.4,,,,
2011,Triumph,Thruxton    ,Thruxton,38,channelinspire,16.3,619.4,,,,
2010,Triumph,Thruxton    ,Thruxton,30,ajy86,17,510,,,,
2010,Triumph,Thruxton    ,Thruxton,1,Thruxtomah,13.7,13.7,,,,
2009,Triumph,Thruxton    ,Thruxton,14,mcampbell07,19,266,,,,
2008,Triumph,Thruxton    ,Thruxton,6,Scottyv9x,12.6,75.6,,,,
2007,Triumph,Thruxton    ,Thruxton,36,veader.,14.8,532.8,,,,
2007,Triumph,Thruxton    ,Thruxton,23,Flippe,17.7,407.1,,,,
2006,Triumph,Thruxton    ,Thruxton,27,duucfho,15.8,426.6,,,,
2004,Triumph,Thruxton    ,Thruxton,3,rthawk,13.7,41.1,,,,
2004,Triumph,Thruxton    ,Thruxton,18,dang,15.4,277.2,,,,
2004,Triumph,Thruxton    ,Thruxton,3,IllogicalBeetle,16,48,,,,
2012,Triumph,Thunderbird    ,Thunderbird,12,happylab,17.7,212.4,,,,
2011,Triumph,Thunderbird    ,Thunderbird,13,GerPa,18.6,241.8,,,,
2011,Triumph,Thunderbird    ,Thunderbird,35,onimoD,17.7,619.5,,,,
2011,Triumph,Thunderbird    ,Thunderbird,9,trashman,18.8,169.2,,,,
2010,Triumph,Thunderbird    ,Thunderbird,125,JimTierney,19,2375,,,,
2010,Triumph,Thunderbird    ,Thunderbird,44,vdawg,19.8,871.2,,,,
2010,Triumph,Thunderbird    ,Thunderbird,18,PatriotDaryl,19.7,354.6,,,,
2010,Triumph,Thunderbird    ,Thunderbird,23,Nikko,17.9,411.7,,,,
2010,Triumph,Thunderbird    ,Thunderbird,7,mighe,18.1,126.7,,,,
2010,Triumph,Thunderbird    ,Thunderbird,9,Chaostopher,14.7,132.3,,,,
2010,Triumph,Thunderbird    ,Thunderbird,24,username42.,17.4,417.6,,,,
2009,Triumph,Thunderbird    ,Thunderbird,71,Stockwell,19.1,1356.1,,,,
2009,Triumph,Thunderbird    ,Thunderbird,1,Tadpole,18.3,18.3,,,,
2003,Triumph,Thunderbird    ,Thunderbird,4,konstrukt,15.1,60.4,,,,
2011,Triumph,Thunderbird 1700   ,Thunderbird,17,BlackStorm,18.1,307.7,1700,,,
2011,Triumph,Thunderbird 1700   ,Thunderbird,53,pappgabor,21.4,1134.2,1700,,,
2011,Triumph,Thunderbird 1700   ,Thunderbird,23,JeffQPublic,14.8,340.4,1700,,,
2010,Triumph,Thunderbird 1700   ,Thunderbird,62,Birdy68,18.2,1128.4,1700,,,
2010,Triumph,Thunderbird 1700   ,Thunderbird,7,eboese,15.9,111.3,1700,,,
2009,Triumph,Thunderbird 1700   ,Thunderbird,19,Thunderbird2,18.1,343.9,1700,,,
2011,Triumph,Thunderbird Storm   ,Thunderbird,7,ukilme,16.1,112.7,,,,
2010,Triumph,Tiger    ,Tiger,10,GSRider.,21.4,214,,,,
2010,Triumph,Tiger    ,Tiger,37,mixterh,16.5,610.5,,,,
2010,Triumph,Tiger    ,Tiger,36,leerunge,17.7,637.2,,,,
2009,Triumph,Tiger    ,Tiger,24,PatriotDaryl,19,456,,,,
2009,Triumph,Tiger    ,Tiger,2,patapios,19.4,38.8,,,,
2008,Triumph,Tiger    ,Tiger,7,tpulls,18.7,130.9,,,,
2008,Triumph,Tiger    ,Tiger,173,2008Tiger,19.3,3338.9,,,,
2008,Triumph,Tiger    ,Tiger,1,bigdog9191999,16.8,16.8,,,,
2007,Triumph,Tiger    ,Tiger,14,MAC600,17.3,242.2,,,,
2007,Triumph,Tiger    ,Tiger,2,tigermick,18.8,37.6,,,,
2006,Triumph,Tiger    ,Tiger,18,Daveyboy,18,324,,,,
2006,Triumph,Tiger    ,Tiger,6,jimod,17.4,104.4,,,,
2005,Triumph,Tiger    ,Tiger,112,Troubadour,17.9,2004.8,,,,
2005,Triumph,Tiger    ,Tiger,19,ericgfx01.,14.4,273.6,,,,
2005,Triumph,Tiger    ,Tiger,4,iceweazel.,18.5,74,,,,
2001,Triumph,Tiger    ,Tiger,10,Charlesm,17.4,174,,,,
1998,Triumph,Tiger    ,Tiger,16,earthscape,20.6,329.6,,,,
2012,Triumph,Tiger 1050   ,Tiger,15,AVLThumper,19,285,1050,,,
2010,Triumph,Tiger 1050   ,Tiger,3,Dave73,16.8,50.4,1050,,,
2009,Triumph,Tiger 1050   ,Tiger,74,shiggsy,18.3,1354.2,1050,,,
2008,Triumph,Tiger 1050   ,Tiger,7,dougjoelle,16.9,118.3,1050,,,
2007,Triumph,Tiger 1050   ,Tiger,26,SmackJackal,18,468,1050,,,
2007,Triumph,Tiger 1050   ,Tiger,8,SirSwade.,18.1,144.8,1050,,,
2004,Triumph,Tiger 900i   ,Tiger,1,Zanx,16.3,16.3,900,,,
1999,Triumph,Tiger 900i   ,Tiger,4,Calius,15.3,61.2,900,,,
1963,Triumph,Tiger cub T20SH  ,Tiger,3,commuter,37.6,112.8,,,,
1995,Triumph,Tiger T400   ,Tiger,36,Birdy68,17.1,615.6,400,,,
2012,Triumph,Tiger T800   ,Tiger,8,yal,16.3,130.4,800,,,
2012,Triumph,Tiger T800   ,Tiger,31,Firecapt,18.8,582.8,800,,,
2012,Triumph,Tiger T800   ,Tiger,30,AlexM11,17.9,537,800,,,
2012,Triumph,Tiger T800   ,Tiger,40,Ron1n,18.6,744,800,,,
2012,Triumph,Tiger T800   ,Tiger,10,Elan,17.6,176,800,,,
2012,Triumph,Tiger T800   ,Tiger,2,Torrex00,21.5,43,800,,,
2012,Triumph,Tiger T800   ,Tiger,1,Bendi,17.1,17.1,800,,,
2012,Triumph,Tiger T800   ,Tiger,4,Thepirate,17.4,69.6,800,,,
2012,Triumph,Tiger T800   ,Tiger,33,romulux,19,627,800,,,
2012,Triumph,Tiger T800   ,Tiger,8,Lexlutor,17.2,137.6,800,,,
2012,Triumph,Tiger T800   ,Tiger,8,Rofor,15.9,127.2,800,,,
2012,Triumph,Tiger T800   ,Tiger,24,StueyB,17.2,412.8,800,,,
2012,Triumph,Tiger T800   ,Tiger,52,halfast3,20.9,1086.8,800,,,
2012,Triumph,Tiger T800   ,Tiger,68,FrostyTcat,18.6,1264.8,800,,,
2012,Triumph,Tiger T800   ,Tiger,15,redbean25,19.1,286.5,800,,,
2012,Triumph,Tiger T800   ,Tiger,11,Frosty800,16,176,800,,,
2012,Triumph,Tiger T800   ,Tiger,35,tonytiger,18.8,658,800,,,
2012,Triumph,Tiger T800   ,Tiger,2,digiman,12.5,25,800,,,
2011,Triumph,Tiger T800   ,Tiger,9,tcars,19.9,179.1,800,,,
2011,Triumph,Tiger T800   ,Tiger,72,Kildareman,18.4,1324.8,800,,,
2011,Triumph,Tiger T800   ,Tiger,39,RJVieira,16.7,651.3,800,,,
2011,Triumph,Tiger T800   ,Tiger,48,serfiesa,19.7,945.6,800,,,
2011,Triumph,Tiger T800   ,Tiger,70,Boxmonkey,18.2,1274,800,,,
2011,Triumph,Tiger T800   ,Tiger,16,nutiger,39.1,625.6,800,,,
2011,Triumph,Tiger T800   ,Tiger,8,charrito,18.2,145.6,800,,,
2011,Triumph,Tiger T800   ,Tiger,30,gabeinlondon,18.2,546,800,,,
2011,Triumph,Tiger T800   ,Tiger,6,fernandos1,20.1,120.6,800,,,
2011,Triumph,Tiger T800   ,Tiger,14,wazhalo31,19.8,277.2,800,,,
2011,Triumph,Tiger T800   ,Tiger,33,Percy70,19.3,636.9,800,,,
2011,Triumph,Tiger T800   ,Tiger,42,swimmer,23.1,970.2,800,,,
2011,Triumph,Tiger T800   ,Tiger,17,tigerdon,17.8,302.6,800,,,
2011,Triumph,Tiger T800   ,Tiger,9,jpcullen70,19.8,178.2,800,,,
2011,Triumph,Tiger T800   ,Tiger,2,hilander,14.1,28.2,800,,,
2011,Triumph,Tiger T800   ,Tiger,10,geordiephil,16.9,169,800,,,
2011,Triumph,Tiger T800   ,Tiger,35,xsilvergs,16.8,588,800,,,
2011,Triumph,Tiger T800   ,Tiger,57,Hermes1950,19.1,1088.7,800,,,
2011,Triumph,Tiger T800   ,Tiger,9,TigerNippa,16.7,150.3,800,,,
2011,Triumph,Tiger T800   ,Tiger,11,panos69,13.8,151.8,800,,,
2011,Triumph,Tiger T800   ,Tiger,5,bknight,188.2,941,800,,,
2011,Triumph,Tiger T800   ,Tiger,3,daveb95,18.5,55.5,800,,,
2011,Triumph,Tiger T800   ,Tiger,1,ScoobyUK,23.6,23.6,800,,,
2011,Triumph,Tiger T800   ,Tiger,2,thestripler,32.2,64.4,800,,,
2011,Triumph,Tiger T800   ,Tiger,2,hartsideman,16.4,32.8,800,,,
2010,Triumph,Tiger T800   ,Tiger,8,dism,18.5,148,800,,,
2013,Triumph,Tiger T800XC   ,Tiger,3,nkdfun,18.7,56.1,800,,,
2013,Triumph,Tiger T800XC   ,Tiger,2,albin,19.8,39.6,800,,,
2013,Triumph,Tiger T800XC   ,Tiger,3,daaave,20.4,61.2,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,7,asaldate,18.4,128.8,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,14,AZfocus,19.7,275.8,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,20,David1979,20,400,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,47,jorkyn,17.9,841.3,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,9,zlinnick,22.3,200.7,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,7,kawaman,18.3,128.1,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,3,MCSama,17.7,53.1,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,14,TT800XC,18.5,259,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,25,antmakka,22.5,562.5,800,,,
2012,Triumph,Tiger T800XC   ,Tiger,1,grawrimo,21.3,21.3,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,3,ruimbarradas,16.9,50.7,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,30,SelinaXC,17.5,525,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,47,Cobra,18.3,860.1,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,29,rickstiger,18.4,533.6,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,2,Visk,14.3,28.6,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,61,Birdy68,18.5,1128.5,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,12,tigerwhite,0.2,2.4,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,2,nick61tiger,17.7,35.4,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,2,Zaphod70,17.4,34.8,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,1,JoHu,16.9,16.9,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,25,fbj913,17.1,427.5,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,3,snowr0,16.6,49.8,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,7,Tonker1,20.1,140.7,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,4,markgordine,20.2,80.8,800,,,
2011,Triumph,Tiger T800XC   ,Tiger,31,bigmike40,17,527,800,,,
1999,Triumph,Trophy    ,Trophy,7,witttom,14.1,98.7,,,,
1999,Triumph,Trophy    ,Trophy,38,flippa1971,13.2,501.6,,,,
1998,Triumph,Trophy    ,Trophy,6,gerrykehler,16,96,,,,
2003,Triumph,TT600    ,TT600,12,Ramon,16.5,198,,,,
2011,TVS,Motors apache rtr 160 ,Motors,3,kantu,0.1,0.3,160,,,
2010,TVS,Motors apache rtr 160 ,Motors,3,kantu,49.8,149.4,160,,,
2009,TVS,Motors apache rtr 160 ,Motors,1,nileshtambe,55.1,55.1,160,,,
2007,TVS,Motors Scooty   ,Motors,6,tnano,74.4,446.4,,,,
1995,TVS,Motors Scooty   ,Motors,2,shreesmani,55.1,110.2,,,,
2011,TVS,Motors TVS STAR CITY ,Motors,11,sunny025,57.6,633.6,,,,
2005,TVS,Motors Victor GLS  ,Motors,3,Gokul,59,177,,,,
2012,TVS,Motors Wego   ,Motors,7,smitasharma,38.1,266.7,,,,
2012,TVS,Motors Wego   ,Motors,4,ak5959,56.1,224.4,,,,
2007,United,Motors Matrix II  ,Motors,5,DiNovo,22,110,,,,
2005,United,Motors Matrix II  ,Motors,1,BmWxPR,19.8,19.8,,,,
2009,United,Motors Matrix II-170  ,Motors,28,runningslow.,27.5,770,,,,
2008,United,Motors Matrix II-170  ,Motors,2,jnshep86,32.9,65.8,,,,
2005,United,Motors X-peed   ,Motors,18,nightshade,26.5,477,,,,
2000,Ural,Deco Classic   ,Deco,8,usmusket.,15.2,121.6,,,,
1972,Ural,Dnepr MV650   ,Dnepr,10,howelljd,8.5,85,,,,
2012,Ural,Gear Up   ,Gear,2,bushhog01,13.8,27.6,,,,
2011,Ural,Gear Up   ,Gear,9,commiezilla,13,117,,,,
2011,Ural,Gear Up   ,Gear,11,deeve,12.8,140.8,,,,
2006,Ural,Gear Up   ,Gear,15,usmusket.,9.4,141,,,,
2011,Ural,Patrol    ,Patrol,19,Navytm,11.7,222.3,,,,
2011,Ural,Patrol    ,Patrol,20,Norm427,15.9,318,,,,
2011,Ural,Patrol    ,Patrol,12,RidesInRed,10.9,130.8,,,,
2008,Ural,Patrol    ,Patrol,14,mulal,10.6,148.4,,,,
2006,Ural,Raven    ,Raven,16,camaroz1985,11.9,190.4,,,,
2012,Ural,Retro M70   ,Retro,11,atrain104,13,143,,,,
2005,Ural,Retro solo   ,Retro,5,usmusket.,18.9,94.5,,,,
2008,Ural,Tourist    ,Tourist,46,elizilla,13.1,602.6,,,,
2006,Ural,Tourist    ,Tourist,9,Joyrider,14.1,126.9,,,,
1994,Ural,Tourist    ,Tourist,9,TMB,13.2,118.8,,,,
2007,Vento,Phanton    ,Phanton,4,cid,22.6,90.4,,,,
2006,Vento,Phanton    ,Phanton,37,Ventostu,28,1036,,,,
2004,Vento,Triton    ,Triton,62,junkmail50,27.2,1686.4,,,,
2011,Vespa,300 Super Sport  ,300,17,yannig,24.5,416.5,300,,,
2011,Vespa,300 Super Sport  ,300,138,ChristinaVesparina,27.6,3808.8,300,,,
2011,Vespa,300 Super Sport  ,300,25,rhett121,28.5,712.5,300,,,
2011,Vespa,300 Super Sport  ,300,1,ruttino,28,28,300,,,
2010,Vespa,300 Super Sport  ,300,111,tonyb,30.4,3374.4,300,,,
2010,Vespa,300 Super Sport  ,300,9,DougMcL,29.4,264.6,300,,,
2010,Vespa,300 Super Sport  ,300,6,dsmaz,57.9,347.4,300,,,
2009,Vespa,50S    ,50S,3,ocean,32,96,,,,
2005,Vespa,ET2    ,ET2,10,invisible,22,220,,,,
2004,Vespa,ET2    ,ET2,10,anynyg,23.9,239,,,,
2003,Vespa,ET2    ,ET2,28,xantufrog,18.3,512.4,,,,
2003,Vespa,ET2    ,ET2,17,mems89,28.6,486.2,,,,
2003,Vespa,ET2    ,ET2,2,420beans,20.2,40.4,,,,
2003,Vespa,ET2    ,ET2,10,penguintv,23.8,238,,,,
2003,Vespa,ET2    ,ET2,3,DloqiVesp,32.6,97.8,,,,
2001,Vespa,ET2    ,ET2,17,mcweber12,22.4,380.8,,,,
2001,Vespa,ET2    ,ET2,5,djomlas,18.9,94.5,,,,
2001,Vespa,ET2    ,ET2,7,gofastvespa,17.5,122.5,,,,
1999,Vespa,ET2    ,ET2,3,bstark,19.1,57.3,,,,
2007,Vespa,ET4    ,ET4,3,VolvoWasp,35.5,106.5,,,,
2007,Vespa,ET4    ,ET4,2,XMANHOE.,39.6,79.2,,,,
2005,Vespa,ET4    ,ET4,42,HappyOne,25.3,1062.6,,,,
2005,Vespa,ET4    ,ET4,31,Dee,29.2,905.2,,,,
2005,Vespa,ET4    ,ET4,71,dmets.,26.9,1909.9,,,,
2005,Vespa,ET4    ,ET4,2,JPJayhawk,27.7,55.4,,,,
2005,Vespa,ET4    ,ET4,41,Mako13,28.6,1172.6,,,,
2004,Vespa,ET4    ,ET4,45,AlanM,24.7,1111.5,,,,
2004,Vespa,ET4    ,ET4,13,squishycar,26.7,347.1,,,,
2004,Vespa,ET4    ,ET4,18,shovde,26.5,477,,,,
2004,Vespa,ET4    ,ET4,3,Dragon1,23.5,70.5,,,,
2004,Vespa,ET4    ,ET4,5,justjoe,25.8,129,,,,
2003,Vespa,ET4    ,ET4,44,casoich,26,1144,,,,
2003,Vespa,ET4    ,ET4,2,sarendec,23.2,46.4,,,,
2003,Vespa,ET4    ,ET4,1,Oporto,28.8,28.8,,,,
2002,Vespa,ET4    ,ET4,3,SacRider,22.8,68.4,,,,
2002,Vespa,ET4    ,ET4,13,ScottyP.,23.6,306.8,,,,
2002,Vespa,ET4    ,ET4,7,willbag,26.9,188.3,,,,
2002,Vespa,ET4    ,ET4,92,TimU,25.7,2364.4,,,,
2002,Vespa,ET4    ,ET4,8,kristijonas2010,26,208,,,,
2002,Vespa,ET4    ,ET4,35,Matthew915,28,980,,,,
2002,Vespa,ET4    ,ET4,36,davedbike,26.4,950.4,,,,
2002,Vespa,ET4    ,ET4,19,crumflake,23.7,450.3,,,,
2002,Vespa,ET4    ,ET4,5,marcopolo9.,28.1,140.5,,,,
2002,Vespa,ET4    ,ET4,10,malpiatwarz,39.6,396,,,,
2001,Vespa,ET4    ,ET4,10,Chunky,16,160,,,,
2001,Vespa,ET4    ,ET4,16,JohnHopkinsNTH,39.6,633.6,,,,
2001,Vespa,ET4    ,ET4,3,420beans,27.8,83.4,,,,
2001,Vespa,ET4    ,ET4,17,phuocsandiego,28,476,,,,
2001,Vespa,ET4    ,ET4,10,em,29.6,296,,,,
2001,Vespa,ET4    ,ET4,11,joelfiasco,22.1,243.1,,,,
2001,Vespa,ET4    ,ET4,17,broz,21.3,362.1,,,,
2001,Vespa,ET4    ,ET4,31,CyberLizard,22.7,703.7,,,,
2001,Vespa,ET4    ,ET4,4,leegraham82.,25.7,102.8,,,,
2001,Vespa,ET4    ,ET4,14,stinkyjones,21.6,302.4,,,,
2001,Vespa,ET4    ,ET4,6,JPrime,18.8,112.8,,,,
1996,Vespa,ET4    ,ET4,35,shaffenden,25.6,896,,,,
2006,Vespa,GT125    ,GT125,31,FabioDougie,25.5,790.5,,,,
2006,Vespa,GT125    ,GT125,3,mustardk,22.6,67.8,,,,
2008,Vespa,GT200    ,GT200,5,Himfilth,26.8,134,,,,
2008,Vespa,GT200    ,GT200,5,stadtroller,27,135,,,,
2007,Vespa,GT200    ,GT200,3,scootergirl,28.2,84.6,,,,
2007,Vespa,GT200    ,GT200,36,bobix,24.9,896.4,,,,
2007,Vespa,GT200    ,GT200,55,Stanny,26.3,1446.5,,,,
2007,Vespa,GT200    ,GT200,4,techenigma,21.1,84.4,,,,
2007,Vespa,GT200    ,GT200,137,SurFrogScoots.,23.1,3164.7,,,,
2007,Vespa,GT200    ,GT200,3,dodger4yu.,9.2,27.6,,,,
2007,Vespa,GT200    ,GT200,4,MPGDan,32.6,130.4,,,,
2006,Vespa,GT200    ,GT200,263,wleuthold,28.6,7521.8,,,,
2006,Vespa,GT200    ,GT200,77,Squaredancer,25.4,1955.8,,,,
2006,Vespa,GT200    ,GT200,56,samchecker.,27.6,1545.6,,,,
2006,Vespa,GT200    ,GT200,4,kookaburra02.,26.3,105.2,,,,
2006,Vespa,GT200    ,GT200,5,fernandos1,27.7,138.5,,,,
2006,Vespa,GT200    ,GT200,5,adamchri,26.2,131,,,,
2006,Vespa,GT200    ,GT200,2,jordanstr8.,44.2,88.4,,,,
2006,Vespa,GT200    ,GT200,2,FuegoDiego,27.9,55.8,,,,
2006,Vespa,GT200    ,GT200,3,osinkboy,20,60,,,,
2006,Vespa,GT200    ,GT200,11,dangolbo,47.4,521.4,,,,
2006,Vespa,GT200    ,GT200,30,scootergirl72,26.6,798,,,,
2006,Vespa,GT200    ,GT200,45,CityEngineer,31,1395,,,,
2006,Vespa,GT200    ,GT200,6,richardsan,91.2,547.2,,,,
2006,Vespa,GT200    ,GT200,2,kiltedtxn,27.7,55.4,,,,
2006,Vespa,GT200    ,GT200,15,voxkat.,29.3,439.5,,,,
2006,Vespa,GT200    ,GT200,26,mongoandjane,25.7,668.2,,,,
2006,Vespa,GT200    ,GT200,8,nickoneill.,22.8,182.4,,,,
2006,Vespa,GT200    ,GT200,17,PapaJay.,26.1,443.7,,,,
2006,Vespa,GT200    ,GT200,1,senator.,0.2,0.2,,,,
2006,Vespa,GT200    ,GT200,2,eron,27.5,55,,,,
2005,Vespa,GT200    ,GT200,33,wleuthold,28.3,933.9,,,,
2005,Vespa,GT200    ,GT200,6,astromags.,23.6,141.6,,,,
2005,Vespa,GT200    ,GT200,28,eek,20.8,582.4,,,,
